feature0,feature1,feature2,feature3,True,Pred,Error
4545,617,2.8045735,5.609147,0.32217702,0.32375259324324296,0.004890396103492975
2725,632,1.722516,3.445032,0.20704789999999998,0.22964371302702716,0.10913326349616287
893,599,0.5352065,1.070413,0.11673629999999999,0.11024439118918906,0.05561174039960941
2758,1082,2.984697,5.969394,0.33936439999999995,0.33878728102702726,0.001700587842957865
2556,759,1.9403835,3.880767,0.25117680000000003,0.2498397650810818,0.005323082860034183
611,4433,2.7107795,5.421559,0.31273754,0.31584430670270297,0.00993410225936736
1983,928,1.840688,3.681376,0.21959141999999995,0.2321890642702703,0.05736856326294695
1132,3443,3.8991975,7.798395,0.31410926000000006,0.41622121924324385,0.32508420555078116
2587,542,1.402425,2.80485,0.17513634,0.1688130792972971,0.03610478957538391
1222,557,0.6809325,1.361865,0.10878316000000002,0.11421241308108121,0.049908948049323
1220,4618,5.636269,11.272538,0.5578614,0.44164823259459307,0.20831906886801432
13330,852,11.357586,22.715172,1.05215548,0.9676699637297327,0.08029755856070554
2141,1156,2.475574,4.951148,0.2935489,0.296463831297298,0.009929968387883495
715,1000,0.7155,1.431,0.13944691999999997,0.11464884232432448,0.17783166294153713
11874,313,3.7167185,7.433437,0.40662685999999987,0.36596928556756664,0.09998742934107512
1268,1133,1.4372105,2.874421,0.17780898000000003,0.1809513363243249,0.01767265255289613
2156,555,1.1968575,2.393715,0.14727952000000002,0.14105543929729708,0.0422603271840032
1535,838,1.286749,2.573498,0.15054810000000002,0.15306950810810865,0.016748189502947135
775,1035,0.8026425,1.605285,0.10836390000000001,0.11591600597837835,0.06969208360328799
1905,1326,2.526693,5.053386,0.3205303,0.2775774645405404,0.13400553850746594
3588,1000,3.5885,7.177,0.3797635999999999,0.4001545967546979,0.053693921046403525
9890,342,3.382551,6.765102,0.14083015999999998,0.380667066054053,1.7030223217388452
595,795,0.4734225,0.946845,0.10704723999999999,0.0981741342162162,0.0828896268954136
1191,473,0.5635795,1.127159,0.10743088,0.11600264762162152,0.07978867548717382
761,970,0.738655,1.47731,0.12541886000000002,0.1177657542162162,0.06102037431837462
2278,1144,2.606604,5.213208,0.3054789000000001,0.323725437297298,0.05973092510578606
24495,1000,24.4955,48.991,2.4380529199999996,2.712518700734109,0.1125758093610657
1380,820,1.13201,2.26402,0.13585488000000004,0.14166652951351333,0.04277836404193421
2339,629,1.4715455,2.943091,0.16734118000000003,0.17418636097297252,0.040905537853697965
1018,4641,4.7268585,9.453717,0.10599797999999998,0.4125214963243237,2.891786393706029
4279,630,2.696085,5.39217,0.3395823,0.3154047358378382,0.07119795160749492
2857,842,2.406015,4.81203,0.29603658000000005,0.2723636269189189,0.07996631051838639
882,564,0.49773,0.99546,0.11284625999999998,0.07688246205405419,0.31869729617929554
480,1022,0.491071,0.982142,0.10599838,0.11015754935135132,0.03923804638666471
773,992,0.767312,1.534624,0.11947750000000003,0.12138736448648661,0.015985139348300592
2433,688,1.674248,3.348496,0.21028731999999997,0.20885736394594656,0.006800010833051707
984,851,0.8378095,1.675619,0.11835223999999997,0.12622727118918917,0.06653892811145103
816,1096,0.894884,1.789768,0.12006259999999998,0.11285486172972944,0.06003316828280026
1324,628,0.831786,1.663572,0.13592472000000005,0.12357227902702692,0.09087707499396087
1057,1083,1.1452725,2.290545,0.12009753999999997,0.11311944405405412,0.058103571030229714
3509,478,1.677541,3.355082,0.21054528,0.20205733681081098,0.04031409865464105
930,4053,3.7713165,7.542633,0.41049446,0.383225851189189,0.06642868897867953
885,265,0.2346575,0.469315,0.10366652,0.10684114691891906,0.03062345411921868
1315,4415,5.8079325,11.615865,0.49075570000000013,0.45559924281081093,0.07163738941634133
1788,1000,1.7885,3.577,0.21560516,0.21940878182792842,0.017641608521467796
1655,532,0.880726,1.761452,0.11834900000000001,0.12956464908108092,0.09476758638502153
408,1096,0.447716,0.895432,0.09316340000000001,0.10584933740540513,0.1361686821799668
1916,529,1.0138285,2.027657,0.12686492,0.11861083491891894,0.06506199728877812
2058,675,1.3894875,2.778975,0.16290601999999996,0.12077891118918907,0.2585976184969156
4061,969,3.9355935,7.871187,0.45744918000000007,0.4240097909657655,0.07309968078691176
1756,560,0.98364,1.96728,0.12294692,0.13794139837837857,0.12195895902376871
3904,1017,3.9708765,7.941753,0.38681450000000006,0.3928088697468471,0.01549675554263614
997,786,0.784035,1.56807,0.11574306,0.12073679432432477,0.04314500000539795
1154,372,0.429474,0.858948,0.10423184000000002,0.10528408794594588,0.010095264037801265
4774,1100,5.25195,10.5039,0.3919703799999999,0.5030361447567567,0.2833524430003024
1043,4516,4.712446,9.424892,0.36452524,0.4115406948648644,0.12897722765332909
3800,944,3.587672,7.175344,0.35631110000000005,0.39154502163410565,0.09888527647358053
1501,689,1.0345335,2.069067,0.15966312000000002,0.13944482827027016,0.12663094476501435
559,3762,2.104839,4.209678,0.3147259399999999,0.2635658468648656,0.16255442158703004
1454,455,0.6617975,1.323595,0.11318303999999996,0.10864818652252228,0.040066545990262104
1750,517,0.9050085,1.810017,0.1209458,0.13753371924324279,0.13715167656291313
1868,1016,1.898396,3.796792,0.28640077999999997,0.240815116810811,0.15916738491141322
1405,1073,1.5081015,3.016203,0.16956151999999997,0.17957792194594568,0.059072376479909594
1895,888,1.683204,3.366408,0.19657975999999994,0.1983239402702704,0.008872634040607523
785,1181,0.9276755,1.855351,0.11042889999999998,0.12994283810810775,0.17671042732570705
3629,1065,3.8654175,7.730835,0.3668856399999999,0.37644435313513624,0.02605365839648656
4336,1254,5.437971,10.875942,0.46865453999999995,0.5072291359459451,0.08230923346212575
1074,555,0.5963475,1.192695,0.12414084000000003,0.11798821427027024,0.04956165698355017
1574,3491,5.4965795,10.993159,0.4383358799999999,0.5014084788108094,0.14389102441445023
718,938,0.673953,1.347906,0.11104287999999997,0.11601954113513498,0.044817471729254585
1712,1175,2.0121875,4.024375,0.24518684000000004,0.2298465560540537,0.06256569049932015
4525,619,2.8012845,5.602569,0.34920676,0.3199528678378374,0.08377241082664785
1358,997,1.3544245,2.708849,0.15528762,0.1691684937837834,0.0893881545984375
1439,1163,1.6741385,3.348277,0.2006396800000001,0.20652501994594633,0.0293328814417279
1800,569,1.0244845,2.048969,0.15522718000000002,0.13875238756756725,0.106133426069022
6671,634,4.229731,8.459462,0.4170661200000001,0.4200935900540532,0.007258969043213404
973,2111,2.0550585,4.110117,0.27192578000000006,0.24608513718918928,0.09502829342186964
3709,1000,3.7095,7.419,0.4108796399999999,0.38635157416216337,0.05969647422256434
1001,467,0.4677005,0.935401,0.11161817999999998,0.10317246129729735,0.07566615673811057
972,345,0.3355125,0.671025,0.08641918,0.09626494270270299,0.11393029536617898
4166,1000,4.1665,8.333,0.2711921,0.4400064764324334,0.6224900225059411
