feature0,feature1,feature2,feature3,feature4,True,Pred,Error
14,81,256,215,0,0.15394602000000002,0.1617084303783779,0.05042293641873873
14,219,136,0,0,0.11991954000000002,0.1257682298378377,0.04877178346279245
7,135,322,0,0,0.01131356,0.013266736540540537,0.17264031308805866
28,1582,492,0,0,0.3554186,0.4312999127567563,0.21349842905451855
56,446,67,0,0,0.22911956,0.3766997570270276,0.6441187170009738
7,15,31,930,150,0.12203724,0.11987766237837859,0.01769605426688949
14,80,243,148,170,0.20526214000000004,0.14892081194594575,0.27448475424671237
14,440,60,297,1154,0.23449750000000003,0.2016607369729725,0.14003033306123747
14,104,61,119,58,0.01842436,0.017430251081081084,0.053956225286464064
14,517,197,0,0,0.17793992000000003,0.18272107118918932,0.026869469139860724
56,1291,1007,133,676,3.0568032799999996,2.980373816324324,0.025003069113324075
14,26,54,47,60,0.01130682,0.01070020594594597,0.05365027957056276
14,173,188,404,35,0.20026703999999998,0.19152509724324315,0.04365143039392217
28,143,41,1800,223,0.64433308,0.41488424583783723,0.356102831414713
14,271,47,253,673,0.24165306,0.2090154874054055,0.13505962885218387
56,442,18,348,583,1.2411136199999997,1.1169986499459466,0.10000290711019123
28,631,286,184,62,0.29744871999999994,0.233339706810811,0.2155296320965474
28,262,117,161,83,0.29194491999999994,0.2970793270810811,0.01758690331409483
7,78,301,2106,145,0.14179666,0.1471382032972974,0.037670445109901834
28,280,232,603,181,0.40914744,0.3180344108648653,0.22268996510190728
7,13,41,747,137,0.12780875999999997,0.11618238589189213,0.09096695804033965
7,503,136,33,0,0.008479160000000001,0.008240776810810814,0.028114010018585194
7,167,131,0,0,0.015852219999999993,0.01689420027027031,0.06573087367386514
7,245,253,271,981,0.14230486000000003,0.13072987545945908,0.0813393480766641
14,111,499,0,0,0.11146156,0.12437208372972945,0.11582938306021781
7,194,512,0,0,0.01106128,0.01000720551351351,0.09529407866779345
14,595,25,223,32,0.20391325999999999,0.19022752378378394,0.06711547947502801
28,29,33,123,0,0.15833038000000005,0.17318377221621584,0.09381264806044035
28,163,83,62,213,0.22060645999999998,0.2040938461621621,0.0748509986418252
28,102,97,381,0,0.23695274000000005,0.21485270902702713,0.09326767427535514
56,478,82,0,0,0.42551490000000003,0.3870630858378386,0.09036537654066032
56,150,1016,68,459,1.2101681600000003,1.5515060586486473,0.2820582377978338
14,42,711,0,0,0.12629408,0.1348370409729731,0.06764340001505302
28,1176,217,226,231,0.28045471999999994,0.41329313054054045,0.4736536812093608
7,174,29,253,0,0.0040945,0.007103181243243243,0.7348104147620572
7,35,547,0,0,0.005514979999999999,0.00888253259459461,0.6106191853088517
7,64,505,1085,181,0.1379844,0.159290349783784,0.15440839532428302
28,114,330,58,2067,0.39942190000000005,0.4439046930270277,0.11136793707863193
28,563,150,464,773,0.44996045999999995,0.258835349135135,0.4247597908155418
7,134,149,96,95,0.004343420000000001,0.005864615351351359,0.3502298537445971
56,236,671,0,0,0.54937236,0.5621912822702677,0.02333375903780035
56,363,318,83,0,0.45965708,0.5351725126486477,0.16428645600030298
28,251,183,187,56,0.25605922,0.23715583135135124,0.07382428427552322
7,58,290,213,0,0.005645540000000001,0.005661290054054056,0.0027898224180600566
28,1113,149,39,936,0.29702132,0.4091753215675669,0.37759579537107624
28,247,803,927,426,0.3770232400000001,0.45871820718918793,0.21668416830004383
7,34,339,162,0,0.005684640000000001,0.008137744918918917,0.43153214960295033
56,501,14,475,506,1.21100718,1.079215210918919,0.10882839611329219
7,120,309,0,0,0.010135479999999999,0.009912429891891882,0.022006861846515104
14,263,60,0,0,0.13563448,0.12662263913513525,0.06644210870911849
7,47,51,0,0,0.015918059999999998,0.017241590810810847,0.08314648963572502
14,104,82,0,0,0.008616660000000003,0.008578047567567582,0.0044811368247582965
7,559,119,0,0,0.007403819999999997,0.00782667054054052,0.05711248254826872
28,200,66,136,47,0.20545161999999997,0.23512157275675757,0.14441333077226456
7,147,75,141,0,0.01095574,0.008050700378378352,0.265161424205179
14,93,82,412,0,0.14766497999999997,0.1412921975135136,0.043157033485436924
7,159,34,491,194,0.015296459999999998,0.013308433783783798,0.1299664246640203
14,127,604,718,74,0.1603876,0.16726642967567568,0.042888787385531583
28,936,253,45,657,0.5411892400000002,0.4013477113513512,0.2583967276375431
14,249,2249,0,0,0.18541978,0.19362482967567612,0.04425121028444817
14,355,881,89,298,0.18675618000000008,0.2245037599999997,0.20212225373210996
