feature0,feature1,feature2,feature3,feature4,feature5,feature6,True,Pred,Error
14,57,57,5,1,0.290472,0.001482,0.1509675,0.20679183401106832,0.36977716403244615
7,29,29,7,1,0.07105,0.00145,0.1353427,0.17639956315649863,0.303354840390347
7,39,39,3,1,0.01911,0.00039,0.20093332000000003,0.14093544245572093,0.2985959598153213
56,154,154,5,1,12.556544,0.004004,0.35375516000000023,0.4187389711293438,0.18369713993526907
28,98,98,3,1,0.76832,0.00098,0.16982223999999999,0.19660717977168596,0.15772339224642176
56,169,169,5,1,13.779584,0.004394,1.09043012,0.8258174746451734,0.24266813663843637
56,59,59,5,1,4.810624,0.001534,0.22765112,0.3375105288945954,0.48257794160905226
14,91,91,7,1,0.8918,0.00455,0.15365130000000005,0.14004142162426045,0.08857639587650475
7,220,220,3,1,0.1078,0.0022,0.14327938000000004,0.13626222641666594,0.04897532068699697
14,59,59,3,1,0.11564,0.00059,0.18623282,0.18294168538381345,0.01767215153691249
14,1034,1034,5,1,5.269264,0.026884,0.20796812000000006,0.20791291691891925,0.0002654401120749295
14,88,88,5,1,0.448448,0.002288,0.13741621999999995,0.14602012674191323,0.0626120172852468
14,123,123,3,2,0.06027,0.00123,0.12165214000000002,0.15378285802162123,0.2641196284884195
112,74,74,7,1,46.4128,0.0037,0.7255797199999998,0.8607752859729763,0.18632765256032305
14,41,41,5,1,0.208936,0.001066,0.18401200000000004,0.1425882683420572,0.2251142950347957
14,253,253,3,1,0.49588,0.00253,0.15982029999999997,0.248171999257013,0.5528190052015485
28,242,242,3,1,1.89728,0.00242,0.21942582000000008,0.2166937379999995,0.012451050655755
28,37,37,5,1,0.754208,0.000962,0.13809938,0.1482993803554052,0.07385985625283198
7,187,187,5,2,0.0595595,0.004862,0.36994696,0.16527416285585572,0.5532490310074295
56,23,23,3,1,0.72128,0.00023,0.15948140000000002,0.17896457078378417,0.12216578725659631
14,66,66,3,1,0.12936,0.00066,0.11940221999999996,0.1307158889620691,0.09475258468451538
7,63,63,3,1,0.03087,0.00063,0.11704386000000006,0.13930925941068206,0.19023124673675318
28,175,175,3,1,1.372,0.00175,0.19201385999999998,0.2793035594774791,0.45460103493299453
14,990,990,5,1,5.04504,0.02574,0.22507751999999998,0.1963785206486483,0.12750717775525372
14,9,9,5,1,0.045864,0.000234,0.40772732000000006,0.14346366979819838,0.6481381973663222
112,556,556,7,2,87.1808,0.0278,3.5564488599999997,7.397125844770287,1.0799190810718664
28,89,89,3,1,0.69776,0.00089,0.37661888,0.16367697339549508,0.5654042266933217
56,331,331,3,1,10.38016,0.00331,1.3019405600000002,0.6883607337837869,0.4712809824560756
56,28,28,3,1,0.87808,0.00028,0.15895454000000003,0.17410625133333246,0.09532103539371965
7,32,32,3,1,0.01568,0.00032,0.13525884000000002,0.27578813754440246,1.0389657159887105
7,41,41,7,2,0.0251125,0.00205,0.2555261200000001,0.22583382672689803,0.11620061883733077
112,171,171,3,1,21.45024,0.00171,2.4576480599999995,2.3032874705396873,0.06280825638651948
28,115,115,3,1,0.9016,0.00115,0.17060823999999997,0.18718130483015852,0.09714105737307034
7,6,6,5,1,0.007644,0.000156,0.11901706,0.1593183804864869,0.33861801397620556
56,61,61,5,1,4.973696,0.001586,0.37240458,0.24444896224774684,0.3435930292593425
112,58,58,7,1,36.3776,0.0029,1.0416424599999998,0.8876642161837835,0.1478225492230955
112,75,75,7,1,47.04,0.00375,1.28987106,0.8706732099729773,0.3249920577542245
56,154,154,5,1,12.556544,0.004004,0.9774896399999997,0.4187389711293438,0.5716179957371784
28,181,181,3,1,1.41904,0.00181,0.19092324000000002,0.2085685363285715,0.09242089296500247
7,105,105,3,1,0.05145,0.00105,0.12846380000000004,0.12316828083103795,0.04122187860675218
14,22,22,5,1,0.112112,0.000572,0.13497126,0.13178254779176285,0.023625119956923863
14,193,193,3,1,0.37828,0.00193,0.13677956000000002,0.13817683917117096,0.010215555388326586
112,51,51,5,1,16.633344,0.001326,0.5569061399999999,0.4378754334048045,0.2137356693449195
14,94,94,3,1,0.18424,0.00094,0.12331062000000002,0.13757037088084678,0.1156408984144817
14,36,36,7,1,0.3528,0.0018,0.13558267999999996,0.15008742631480007,0.10698082022571113
14,80,80,7,1,0.784,0.004,0.14260512,0.2022211812534105,0.4180499357485235
7,175,175,5,2,0.0557375,0.00455,0.12739098000000001,0.18315100581621627,0.4377078017314589
14,729,729,5,1,3.714984,0.018954,0.18876618,0.1861112751351356,0.014064515502005792
7,161,161,5,2,0.0512785,0.004186,0.15378528000000002,0.15334243718494225,0.0028796177050090235
56,179,179,5,2,3.648736,0.004654,0.23553893999999992,0.31627086241364233,0.34275403639687957
28,163,163,5,1,3.322592,0.004238,0.48736376,0.20441980754800482,0.5805600983790735
112,99,99,3,1,12.41856,0.00099,1.03123744,1.0197207194223286,0.011167865062842746
14,99,99,3,1,0.19404,0.00099,0.13464815999999996,0.15846100414465858,0.17685235464531135
