feature0,feature1,True,Pred,Error
14,156,0.01002036,0.010264535114543135,0.024367898413144302
14,1164,0.13571172000000004,0.14064292817606205,0.03633590507925194
28,48,0.10029216,0.1029604935881596,0.02660560494618522
28,32,0.00760096,0.0076399501450450475,0.0051296342889644445
28,1274,0.27033319999999994,0.22885806745945897,0.15342226755922314
14,132,0.00945302,0.009992768848326887,0.05709803304413696
56,270,0.2501744199999999,0.18544222779459577,0.25874824534580376
7,254,0.00954862,0.008953801739124818,0.06229363624012506
28,336,0.16284308,0.10425648556756707,0.3597733132561293
14,506,0.12555128,0.11986921397606129,0.04525693424980373
7,198,0.024586399999999994,0.00888282796293438,0.6387096946712661
3,212,0.0069785199999999985,0.006828370988288281,0.021515881836222748
7,34,0.0065452600000000015,0.007635474508652138,0.1665655006297896
14,1140,0.14194942000000002,0.13956366340540588,0.0168070894167383
1,498,0.006472619999999999,0.006727196882882875,0.03933135003798703
14,216,0.10339125999999997,0.0974490670333768,0.05747287504401408
56,54,0.13369586,0.12026358399099088,0.10046890015150148
56,486,0.20302591999999997,0.3185602851081103,0.5690621429426861
14,124,0.05026572000000003,0.010937849267117153,0.782399431120908
14,118,0.010971040000000003,0.009808770356885472,0.1059397872138403
28,174,0.10804034,0.12650294894352215,0.17088625363009924
112,690,3.2449928,3.4928672805588157,0.07638675825684907
224,804,14.413186560000002,13.50890656905582,0.0627397686958255
112,202,0.3573263,0.5031459027567585,0.408085278796323
28,74,0.11793243999999996,0.10864233365495508,0.07877481670899777
14,504,0.11456010000000003,0.1247940670797941,0.08933273521753271
56,142,0.14379105999999997,0.1541753158846849,0.07221767392691117
7,64,0.007076619999999999,0.006797510771171159,0.039441036657166854
14,70,0.00951186,0.009285614028807416,0.023785670856444965
7,502,0.012265720000000003,0.012111412209009,0.012580410362457559
7,24,0.006660419999999998,0.011395705494787658,0.7109589927943977
14,254,0.11095874,0.11538551999510979,0.03989573056714407
14,180,0.10265956,0.09671058297284428,0.05794859268007496
28,614,0.17906194000000003,0.19623799161351355,0.09592240323942382
112,28,0.12165603999999998,0.15124055489028315,0.2431816364422447
14,206,0.10841720000000002,0.08951443362020096,0.17435209892709877
7,114,0.00766972,0.007490935330501954,0.023310455857325427
28,620,0.17160702,0.19642505685675674,0.14462133808253727
7,178,0.008449179999999997,0.011064789378378334,0.30956961248054105
56,1296,0.8415484799999998,0.8423404436756788,0.0009410790875399353
112,1254,6.669111219999999,5.945579934702663,0.1084899113884227
14,960,0.13784997999999993,0.12687053071891924,0.07964781192627444
224,530,9.587260059999998,9.051689132108129,0.055862772527302235
56,1022,0.6407175399999998,0.5468522578378415,0.1465002537033063
14,4,0.00640444,0.006488345580180189,0.013101157974809515
7,260,0.010089679999999997,0.009867507751093973,0.022019751756846995
28,54,0.08545458,0.10568660803603659,0.2367576791792387
7,158,0.00801576,0.007685720576576613,0.04117381551136603
112,166,0.27649358,0.3422583935135105,0.23785294947358446
14,102,0.0101414,0.009820255681016788,0.03166666525166269
28,128,0.10567459999999997,0.10290012325225212,0.026254906550371125
56,116,0.1531468,0.14180053340295956,0.07408751992885544
14,108,0.010969399999999997,0.010273986284148454,0.06339578425907924
14,556,0.11987816000000003,0.11053711362162172,0.0779211691135258
14,88,0.010056740000000002,0.009480502906928355,0.05729859706740416
14,994,0.14745157999999997,0.2070187664647369,0.4039779462840408
56,236,0.19361532000000004,0.17737753591872654,0.0838662151387271
28,164,0.10347308,0.10127550673539246,0.021238115890698708
7,794,0.11874643999999998,0.09059101026576545,0.23710546382893277
14,188,0.07518598,0.10408768978416996,0.3844029137369755
56,700,0.34051204000000007,0.2647878520540546,0.2223832906053644
112,220,0.5063517399999999,0.5445381122477473,0.0754147151696316
14,412,0.11930470000000001,0.1199339748918926,0.005274518873879961
14,254,0.11006240000000002,0.11538551999510979,0.0483645640573872
28,532,0.19214049999999996,0.16248076484382265,0.1543648275932316
14,784,0.14485074,0.1287752013963961,0.11098002401371175
14,112,0.01036634,0.011270735445472095,0.08724346736380396
56,792,0.1567645,0.34535477787181323,1.2030164856955066
28,840,0.22152634,0.2121688772005147,0.04224085857909852
28,298,0.13825398000000003,0.14752476448648624,0.06705618519254357
14,272,0.12504538000000004,0.11944141530682098,0.04481544774528301
