model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
conv-bn-relu_prior_UPLQH9.pt,27,812,115,1,1,68.157855,0.093495,0.9925128200000001
conv-bn-relu_prior_N2Z5EJ.pt,56,72,134,3,2,68.181344,0.086966,0.8935090800000002
conv-bn-relu_prior_UM6Z2B.pt,14,127,56,7,1,68.314624,0.348544,0.6081465199999998
conv-bn-relu_prior_YNSJ7F.pt,56,702,31,1,1,68.342848,0.021793,1.7832076000000001
conv-bn-relu_prior_JOLM1G.pt,14,170,228,3,1,68.417328,0.349068,0.85396304
conv-bn-relu_prior_L1W9EL.pt,28,528,165,1,1,68.43144,0.087285,0.93333456
conv-bn-relu_prior_BGFHJ9.pt,56,186,117,1,1,68.612544,0.021879,1.25693428
conv-bn-relu_prior_H50LCD.pt,27,961,98,1,1,68.727204,0.094276,1.0310654399999999
conv-bn-relu_prior_KK6A1F.pt,56,90,241,1,1,68.775616,0.021931,1.4418026199999998
conv-bn-relu_prior_04OHF6.pt,28,556,158,1,1,68.996704,0.088006,1.20096932
conv-bn-relu_prior_36PK2D.pt,112,37,145,1,1,69.11744,0.00551,0.9139174999999997
conv-bn-relu_prior_PR7SMQ.pt,8,532,166,7,2,69.239264,4.327454,1.2950100599999999
conv-bn-relu_prior_NHTH8V.pt,28,51,192,3,1,69.24288,0.08832,0.84998924
conv-bn-relu_prior_1DLQ67.pt,112,31,174,1,1,69.844992,0.005568,1.4628702800000002
conv-bn-relu_prior_8EGN1A.pt,27,203,470,1,1,69.89652,0.09588,1.2236373200000004
conv-bn-relu_prior_0MUCS5.pt,28,175,508,1,1,70.095872,0.089408,1.01621568
conv-bn-relu_prior_1ZPNP0.pt,14,241,165,3,1,70.1778,0.35805,1.01857988
conv-bn-relu_prior_FRVOB1.pt,28,440,203,1,1,70.186032,0.089523,1.01598326
conv-bn-relu_prior_WNTNUJ.pt,28,195,51,3,1,70.211904,0.089556,0.9259819200000002
conv-bn-relu_prior_XUIQS8.pt,14,215,34,7,1,70.211904,0.358224,1.7014993999999999
conv-bn-relu_prior_DL34IV.pt,28,187,477,1,1,70.305984,0.089676,0.99263258
conv-bn-relu_prior_BBIHEJ.pt,27,504,192,1,1,70.68384,0.09696,0.91331328
conv-bn-relu_prior_Z05Z9Q.pt,14,84,172,5,1,70.828912,0.361372,0.9486539999999997
conv-bn-relu_prior_8GU0VR.pt,14,30,984,7,2,70.925736,1.447464,1.1824023000000004
conv-bn-relu_prior_K0CY8S.pt,8,942,1176,1,1,70.973952,1.108968,1.4943478200000002
conv-bn-relu_prior_MIBDZY.pt,56,112,201,1,1,71.227968,0.022713,1.29835786
conv-bn-relu_prior_8BUEIH.pt,28,186,486,1,1,71.251488,0.090882,0.95557298
conv-bn-relu_prior_23ZAP7.pt,56,90,250,1,1,71.344,0.02275,1.4075948799999995
conv-bn-relu_prior_99012X.pt,56,130,174,1,1,71.481984,0.022794,1.5981256600000007
conv-bn-relu_prior_3RH3KM.pt,28,184,493,1,1,71.50472,0.091205,0.8445326400000001
conv-bn-relu_prior_0Z1MYN.pt,56,271,84,1,1,71.651328,0.022848,1.1166625000000001
conv-bn-relu_prior_VUSG0M.pt,8,232,193,5,1,71.653952,1.119593,0.4940594999999998
conv-bn-relu_prior_VUTEHI.pt,14,157,259,3,1,71.780296,0.366226,1.00886294
conv-bn-relu_prior_QX6O8F.pt,28,453,202,1,1,71.899072,0.091708,0.9589933600000002
conv-bn-relu_prior_7YW92Q.pt,7,161,186,7,1,71.90946,1.46754,1.5025062200000008
conv-bn-relu_prior_G0JEIU.pt,14,536,14,7,1,72.07116,0.36771,0.8629408400000002
conv-bn-relu_prior_HTBS05.pt,56,128,179,1,1,72.413376,0.023091,0.65517918
conv-bn-relu_prior_HLCW8W.pt,56,461,50,1,1,72.4416,0.0231,1.05948904
conv-bn-relu_prior_66AYVD.pt,112,231,25,1,1,72.7552,0.0058,1.4211921400000003
conv-bn-relu_prior_V3HZM9.pt,27,34,60,7,1,72.91458,0.10002,1.5129047200000003
conv-bn-relu_prior_A9UIPY.pt,56,119,194,1,1,73.00608,0.02328,1.10233462
conv-bn-relu_prior_CAQVSO.pt,56,198,117,1,1,73.015488,0.023283,1.3481318599999996
conv-bn-relu_prior_9HRNPY.pt,27,174,47,7,2,73.04015025,0.400769,0.8602893399999998
conv-bn-relu_prior_YXF3IK.pt,27,83,134,3,1,73.069128,0.100232,1.0596746000000001
conv-bn-relu_prior_DWD1T5.pt,8,864,147,3,1,73.166016,1.143219,1.1509300200000003
conv-bn-relu_prior_2LUSUE.pt,14,260,160,3,1,73.41376,0.37456,0.95027842
conv-bn-relu_prior_CAHOFA.pt,28,491,191,1,1,73.674048,0.093972,0.9557599400000001
conv-bn-relu_prior_4LRUNR.pt,14,59,130,7,1,73.68816,0.37596,1.12366976
conv-bn-relu_prior_TR1QNR.pt,56,15,173,3,1,73.783808,0.023528,0.45401088000000006
conv-bn-relu_prior_KZ67E5.pt,28,154,608,1,1,73.88416,0.09424,0.9767349200000003
conv-bn-relu_prior_ZJZ5Y0.pt,28,466,202,1,1,73.957856,0.094334,0.9987688200000001
conv-bn-relu_prior_B88U9D.pt,27,145,78,3,1,74.261772,0.101868,0.9237094199999997
conv-bn-relu_prior_DG73QH.pt,28,102,19,7,1,74.465104,0.094981,0.7584781599999998
conv-bn-relu_prior_YCBLU8.pt,13,35,257,7,1,74.531028,0.441012,1.0224575200000003
conv-bn-relu_prior_CGTLOO.pt,13,192,47,7,1,74.735687,0.442223,0.6308058799999999
conv-bn-relu_prior_ODNZH5.pt,14,1013,42,3,1,75.059376,0.382956,1.0943077399999999
conv-bn-relu_prior_QEDVUZ.pt,13,176,206,7,2,75.0676875,1.77675,0.7932637200000001
conv-bn-relu_prior_K2BO2W.pt,56,125,190,1,1,75.07584,0.02394,1.2413076
conv-bn-relu_prior_H6T7US.pt,28,230,34,7,2,75.109944,0.383214,0.8109394399999998
conv-bn-relu_prior_O4O9VP.pt,28,93,1020,1,1,75.16992,0.09588,1.23207886
conv-bn-relu_prior_DMZOTD.pt,28,9,217,7,1,75.196576,0.095914,0.8658856200000002
conv-bn-relu_prior_D3D4ER.pt,27,515,200,1,1,75.2328,0.1032,0.99221996
conv-bn-relu_prior_FIAW9G.pt,27,207,497,1,1,75.361104,0.103376,1.3074839799999998
conv-bn-relu_prior_Y5HOOU.pt,13,267,186,3,1,75.567336,0.447144,0.9934203199999999
conv-bn-relu_prior_C0J4JQ.pt,28,132,15,7,1,76.07544,0.097035,1.1908260400000001
conv-bn-relu_prior_5RRIT9.pt,28,673,144,1,1,76.091904,0.097056,1.0437062000000001
conv-bn-relu_prior_6ZOLV0.pt,14,182,237,3,1,76.134828,0.388443,0.9289178199999999
conv-bn-relu_prior_UNQIJ2.pt,28,24,162,5,1,76.331808,0.097362,0.9695960000000002
conv-bn-relu_prior_3G12HF.pt,27,508,206,1,1,76.438566,0.104854,1.10908174
conv-bn-relu_prior_PW9NT5.pt,56,207,118,1,1,76.969984,0.024544,1.4946889199999995
conv-bn-relu_prior_8L5G6P.pt,27,93,126,3,1,76.973652,0.105588,0.9858938599999998
conv-bn-relu_prior_MMGC5C.pt,56,390,63,1,1,77.249088,0.024633,1.3357640399999997
conv-bn-relu_prior_J92CNY.pt,28,525,188,1,1,77.528192,0.098888,1.0037743399999997
conv-bn-relu_prior_Q9UKOP.pt,8,214,116,7,1,77.855488,1.216492,1.30179336
conv-bn-relu_prior_0X99QP.pt,28,616,161,1,1,77.880208,0.099337,0.99610574
conv-bn-relu_prior_WX9NGY.pt,112,134,46,1,1,77.89824,0.00621,1.5086665200000002
conv-bn-relu_prior_N83SZQ.pt,56,518,48,1,1,78.124032,0.024912,1.2585725399999996
conv-bn-relu_prior_CKYH34.pt,14,237,187,3,1,78.215368,0.399058,1.0435139200000003
conv-bn-relu_prior_JBPFP7.pt,27,35,251,7,2,78.497991,0.430716,1.1384153000000001
conv-bn-relu_prior_DLCI3K.pt,27,130,17,7,1,78.955803,0.108307,0.8235619
conv-bn-relu_prior_8HJ27W.pt,13,473,989,1,1,79.224834,0.468786,1.04630054
conv-bn-relu_prior_6C71SO.pt,27,539,202,1,1,79.51932,0.10908,1.12421026
conv-bn-relu_prior_AZV1ST.pt,27,32,378,3,1,79.637418,0.109242,0.9655368400000003
conv-bn-relu_prior_5PDFJW.pt,28,839,121,1,1,79.68576,0.10164,1.10766932
conv-bn-relu_prior_OIAQ20.pt,14,201,225,3,1,79.821,0.40725,1.0050257999999999
conv-bn-relu_prior_SHXR2D.pt,28,1107,92,1,1,79.917824,0.101936,1.0741156
conv-bn-relu_prior_H435F8.pt,56,163,156,1,1,80.231424,0.025584,1.2642740000000001
conv-bn-relu_prior_UYA4UP.pt,56,149,171,1,1,80.4384,0.02565,1.4265714599999995
conv-bn-relu_prior_92GDFX.pt,14,525,87,3,1,80.587752,0.411162,0.6575448199999998
conv-bn-relu_prior_UAOLOS.pt,28,546,188,1,1,80.623424,0.102836,1.1742969000000003
conv-bn-relu_prior_QK3BUP.pt,28,254,404,1,1,80.76768,0.10302,1.25623136
conv-bn-relu_prior_BWHTBC.pt,27,52,237,3,1,81.030537,0.111153,1.0921075599999999
conv-bn-relu_prior_T19ABE.pt,28,981,106,1,1,81.608128,0.104092,1.1180558800000002
conv-bn-relu_prior_0OFQM9.pt,56,14,38,7,1,81.868416,0.026106,0.9436990599999998
conv-bn-relu_prior_3ATL2H.pt,56,252,104,1,1,82.514432,0.026312,1.43795804
conv-bn-relu_prior_QBYXJ3.pt,27,39,116,5,1,82.534464,0.113216,1.0171055400000002
conv-bn-relu_prior_O0Y8YC.pt,56,250,105,1,1,82.64928,0.026355,1.43931166
conv-bn-relu_prior_FYZ5EU.pt,56,16,182,3,1,82.75904,0.02639,1.1162401600000005
conv-bn-relu_prior_QKXAZQ.pt,112,87,75,1,1,82.7904,0.0066,1.6392357000000002
conv-bn-relu_prior_IMNAPJ.pt,28,44,49,7,1,82.863312,0.105693,0.8596989199999999
conv-bn-relu_prior_T4FGFW.pt,56,127,207,1,1,83.091456,0.026496,1.3698236199999996
conv-bn-relu_prior_831RB0.pt,28,347,25,7,2,83.3196,0.4251,1.1187052799999997
conv-bn-relu_prior_52LOTK.pt,27,127,36,5,1,83.350944,0.114336,1.2627220199999996
conv-bn-relu_prior_HJKSTY.pt,27,22,106,7,1,83.378646,0.114374,0.9902135600000002
conv-bn-relu_prior_M4R1NJ.pt,56,494,6,3,1,83.674752,0.026682,0.98272692
conv-bn-relu_prior_LXO84X.pt,56,213,125,1,1,83.888,0.02675,1.39689914
conv-bn-relu_prior_5W49U6.pt,13,483,21,7,1,83.997732,0.497028,0.8239904399999999
conv-bn-relu_prior_WO66IM.pt,112,32,203,1,1,84.032256,0.006699,1.9804348800000002
conv-bn-relu_prior_3JAR0E.pt,112,219,122,1,2,84.17024,0.02684,1.7964294399999994
conv-bn-relu_prior_KN2PN9.pt,7,743,257,3,1,84.221984,1.718816,1.44996304
conv-bn-relu_prior_44AY1A.pt,28,211,507,1,1,84.267456,0.107484,0.8554926800000002
conv-bn-relu_prior_P1M01J.pt,3,1015,1025,3,1,84.2796,9.3644,0.8205392199999999
conv-bn-relu_prior_HCNST3.pt,8,257,105,7,1,84.63168,1.32237,1.13667492
conv-bn-relu_prior_ULCQWS.pt,13,502,111,3,1,84.771921,0.501609,0.9505665799999998
conv-bn-relu_prior_80JFTB.pt,13,113,91,7,1,85.168902,0.503958,1.0778514
conv-bn-relu_prior_8D5LJM.pt,56,271,100,1,1,85.2992,0.0272,1.3023242
conv-bn-relu_prior_YZ7NU7.pt,28,510,213,1,1,85.332912,0.108843,0.9916233399999999
conv-bn-relu_prior_RN4BU9.pt,28,807,135,1,1,85.51872,0.10908,1.09954968
conv-bn-relu_prior_950XAO.pt,7,98,364,7,1,85.666308,1.748292,0.9673815999999995
conv-bn-relu_prior_NANJGB.pt,14,650,27,5,1,86.000292,0.438777,1.0517094599999997
conv-bn-relu_prior_A96UPQ.pt,14,528,93,3,1,86.637684,0.442029,0.6512908800000001
conv-bn-relu_prior_GU3GG5.pt,14,131,135,5,1,86.68296,0.44226,0.6691206000000001
conv-bn-relu_prior_3PJECQ.pt,56,132,208,1,1,86.754304,0.027664,0.71640888
conv-bn-relu_prior_4PBYVF.pt,14,845,21,5,1,86.954616,0.443646,1.07366796
conv-bn-relu_prior_S4B0J5.pt,7,234,155,7,1,87.091865,1.777385,1.3838768000000001
conv-bn-relu_prior_UJI142.pt,13,2044,252,1,1,87.09246,0.51534,1.4318538800000005
conv-bn-relu_prior_F7Y833.pt,56,147,21,3,1,87.193344,0.027804,1.1941549599999997
conv-bn-relu_prior_IKL42V.pt,56,173,160,1,1,87.30624,0.02784,1.20181318
conv-bn-relu_prior_NBBO53.pt,13,131,158,5,1,87.475752,0.517608,1.1715643599999999
conv-bn-relu_prior_MRYHKV.pt,8,447,63,7,1,88.316928,1.379952,1.65621662
conv-bn-relu_prior_8WEHN4.pt,28,229,490,1,1,88.3568,0.1127,1.2138999599999998
conv-bn-relu_prior_F4F1QP.pt,13,534,20,7,1,88.44446,0.52334,0.9388299600000001
conv-bn-relu_prior_M7HITI.pt,27,1177,103,1,1,88.452486,0.121334,1.0564981799999997
conv-bn-relu_prior_7MAB7O.pt,112,65,107,1,1,88.585728,0.007062,1.30955326
conv-bn-relu_prior_ZPXS1Z.pt,27,159,85,3,1,88.73388,0.12172,0.98218134
conv-bn-relu_prior_DP1TNM.pt,27,849,144,1,1,89.2296,0.1224,1.4190286
conv-bn-relu_prior_WKEWK8.pt,8,271,105,7,1,89.2416,1.3944,1.7245981600000002
conv-bn-relu_prior_X2NUSF.pt,13,985,239,3,2,89.5266515,2.118974,1.3914281000000006
conv-bn-relu_prior_C30GSZ.pt,14,199,92,5,1,89.727232,0.457792,1.1103471599999999
conv-bn-relu_prior_QH433O.pt,27,187,54,7,2,90.187506,0.494856,1.19737802
conv-bn-relu_prior_2NSU15.pt,56,538,215,1,2,90.85384,0.115885,1.1856963400000002
conv-bn-relu_prior_OI1L6P.pt,14,628,82,3,1,90.855016,0.463546,0.9440129000000002
conv-bn-relu_prior_W5QASU.pt,56,71,182,3,2,91.32032,0.11648,1.03149356
conv-bn-relu_prior_3RX5N2.pt,27,108,129,3,1,91.501893,0.125517,0.9538687199999998
conv-bn-relu_prior_TTM0CQ.pt,27,515,246,1,1,92.536344,0.126936,1.0893865200000001
conv-bn-relu_prior_WHPZ0K.pt,56,60,485,1,1,92.77856,0.029585,1.6270290800000005
conv-bn-relu_prior_AKN1VA.pt,14,237,2000,1,1,93.296,0.476,1.6093692599999998
conv-bn-relu_prior_85PCW2.pt,27,160,32,5,1,93.335328,0.128032,1.1540237
conv-bn-relu_prior_MR3DWT.pt,56,195,152,1,1,93.427712,0.029792,1.4262408199999999
conv-bn-relu_prior_EEI67B.pt,14,169,113,5,1,93.597448,0.477538,1.0507081999999996
conv-bn-relu_prior_YHDOU1.pt,14,209,92,5,1,94.235232,0.480792,1.0196519800000001
conv-bn-relu_prior_EQALLU.pt,27,158,91,3,1,94.400397,0.129493,0.97805336
conv-bn-relu_prior_Z8DYJE.pt,14,113,87,7,1,94.433976,0.481806,0.83375236
conv-bn-relu_prior_ZWCOUB.pt,56,76,44,3,1,94.51904,0.03014,1.1332941199999995
conv-bn-relu_prior_DZAJRY.pt,14,972,496,1,1,94.591168,0.482608,1.2050753600000002
conv-bn-relu_prior_R4T6C3.pt,112,62,120,1,1,94.83264,0.00756,0.8806966199999999
conv-bn-relu_prior_5FHYY3.pt,27,741,176,1,1,95.201568,0.130592,0.9979596800000001
conv-bn-relu_prior_6LGMQ6.pt,56,119,253,1,1,95.20896,0.03036,1.1527433999999999
conv-bn-relu_prior_4LYXQN.pt,224,37,50,1,1,95.3344,0.0019,2.5364457199999997
conv-bn-relu_prior_EFGYSO.pt,14,962,507,1,1,95.695236,0.488241,1.1058123199999996
conv-bn-relu_prior_NO1KVI.pt,28,41,119,5,1,95.721696,0.122094,0.5557556400000001
conv-bn-relu_prior_HBD47A.pt,27,1089,121,1,1,96.14781,0.13189,1.38741508
conv-bn-relu_prior_YREHML.pt,28,117,466,3,2,96.268144,0.491164,1.2795667
conv-bn-relu_prior_PB8SFS.pt,14,792,69,3,1,96.412596,0.491901,0.7806578999999997
conv-bn-relu_prior_ZUNQHY.pt,56,124,246,1,1,96.432,0.03075,0.9710008000000002
conv-bn-relu_prior_AD0P5L.pt,13,513,124,3,1,96.774808,0.572632,1.0707736200000002
conv-bn-relu_prior_TVFKVV.pt,56,834,37,1,1,96.88672,0.030895,1.5764739399999999
conv-bn-relu_prior_69ZQRO.pt,56,523,59,1,1,96.952576,0.030916,1.1992303400000004
conv-bn-relu_prior_N45T2E.pt,27,184,719,1,1,96.967935,0.133015,1.2899794800000002
conv-bn-relu_prior_JCLAJN.pt,27,538,248,1,1,97.446888,0.133672,1.2903539999999998
conv-bn-relu_prior_M703Z5.pt,27,537,249,1,1,97.658298,0.133962,1.3406140199999999
conv-bn-relu_prior_SQYUGT.pt,28,512,244,1,1,98.134848,0.125172,1.2722076199999999
conv-bn-relu_prior_LSKSEY.pt,56,172,182,1,1,98.740096,0.031486,1.1688257599999998
conv-bn-relu_prior_P3TD9U.pt,28,123,1018,1,1,98.965888,0.126232,1.3050060199999998
conv-bn-relu_prior_ZR4K23.pt,7,168,481,5,1,99.013369,2.020681,1.1384477200000003
conv-bn-relu_prior_NEQH4I.pt,224,93,21,1,1,99.047424,0.001974,2.01177016
conv-bn-relu_prior_QGEHN6.pt,28,423,133,3,2,99.266944,0.506464,0.6315086600000002
conv-bn-relu_prior_SJDJP4.pt,13,452,145,3,1,99.710845,0.590005,1.3306903399999999
conv-bn-relu_prior_BKJ376.pt,28,684,186,1,1,99.88944,0.12741,1.25797008
conv-bn-relu_prior_ER5MUT.pt,56,75,17,5,1,100.013312,0.031892,1.18973214
conv-bn-relu_prior_ZA68MQ.pt,14,250,2037,1,1,100.212252,0.511287,1.4785729799999998
conv-bn-relu_prior_BL1UP8.pt,28,261,491,1,1,100.855328,0.128642,1.2827550000000003
conv-bn-relu_prior_C11BWX.pt,56,17,209,3,1,100.935296,0.032186,1.20116858
conv-bn-relu_prior_EOSEUH.pt,112,105,76,1,1,101.054464,0.008056,1.706399299999999
conv-bn-relu_prior_QFAY75.pt,56,1006,32,1,1,101.054464,0.032224,1.6555399799999997
conv-bn-relu_prior_YK88DV.pt,28,671,192,1,1,101.154816,0.129024,1.1041425800000002
conv-bn-relu_prior_H9A752.pt,56,496,65,1,1,101.30848,0.032305,1.0949317599999993
conv-bn-relu_prior_LNT7TN.pt,14,1021,506,1,1,101.357872,0.517132,1.3786103999999997
conv-bn-relu_prior_S9CTUR.pt,14,43,481,5,1,101.440976,0.517556,1.2606591999999999
conv-bn-relu_prior_U28PL9.pt,28,185,28,5,1,101.549952,0.129528,0.91782078
conv-bn-relu_prior_0H792F.pt,8,200,162,7,1,101.616768,1.587762,0.8425524199999996
conv-bn-relu_prior_POMWPQ.pt,27,544,114,3,2,101.7425205,0.558258,1.01645592
conv-bn-relu_prior_SGL39Y.pt,13,224,55,7,1,102.031215,0.603735,0.9904541599999998
conv-bn-relu_prior_ETAI7L.pt,13,132,183,5,1,102.090027,0.604083,1.1014267
conv-bn-relu_prior_QNXVVF.pt,27,95,236,5,2,102.194136,0.560736,1.25461028
conv-bn-relu_prior_UTK2GT.pt,7,499,342,7,2,102.441654,8.362584,7.7747341400000005
conv-bn-relu_prior_ADVY8L.pt,14,1026,2036,1,2,102.457628,2.090972,1.80014264
conv-bn-relu_prior_0HFKZD.pt,112,132,62,1,1,103.437824,0.008246,1.0510878799999999
conv-bn-relu_prior_O1F3SF.pt,7,181,238,7,1,103.44194,2.11106,1.5818442
conv-bn-relu_prior_T6OK1F.pt,14,200,54,7,1,103.733784,0.529254,0.9632527999999998
conv-bn-relu_prior_TNLRKT.pt,28,30,90,7,1,103.79376,0.13239,1.0073204
conv-bn-relu_prior_0AB6OG.pt,14,693,85,3,1,103.92508,0.53023,0.9712401200000003
conv-bn-relu_prior_JLA4JL.pt,8,1746,930,1,1,103.98144,1.62471,1.40435492
conv-bn-relu_prior_VHDUW9.pt,14,205,104,5,1,104.488384,0.533104,1.649502
conv-bn-relu_prior_9TPVUY.pt,56,100,148,3,2,104.544832,0.133348,1.1266418800000004
conv-bn-relu_prior_6KMO0R.pt,28,232,64,3,1,104.817664,0.133696,1.0683312399999998
conv-bn-relu_prior_NJH1JI.pt,56,265,126,1,1,105.106176,0.033516,1.4581640399999998
conv-bn-relu_prior_0GSR2K.pt,7,217,202,7,1,105.255332,2.148068,1.0600599800000001
conv-bn-relu_prior_M6OFI1.pt,56,167,200,1,1,105.3696,0.0336,1.09053594
conv-bn-relu_prior_KGWFA5.pt,27,304,53,3,1,105.749469,0.145061,0.7486854999999997
conv-bn-relu_prior_UVWQTC.pt,28,79,35,7,1,106.24768,0.13552,0.7566154599999999
conv-bn-relu_prior_F9CO6R.pt,56,168,201,1,1,106.526784,0.033969,1.10760512
conv-bn-relu_prior_SOHTRP.pt,14,129,86,7,1,106.563632,0.543692,0.7577114800000001
conv-bn-relu_prior_W0DU4J.pt,27,786,186,1,1,106.712478,0.146382,1.5874652200000003
conv-bn-relu_prior_XOZXZM.pt,13,962,73,3,1,106.826083,0.632107,0.8647930399999997
conv-bn-relu_prior_018DB4.pt,28,489,31,3,1,106.986208,0.136462,0.9699341399999998
conv-bn-relu_prior_2XU0LL.pt,27,954,154,1,1,107.21403,0.14707,1.4529943400000003
conv-bn-relu_prior_LXN90F.pt,28,851,161,1,1,107.542848,0.137172,1.2675157400000001
conv-bn-relu_prior_4FC6IN.pt,112,195,44,1,1,108.179456,0.008624,1.7711987599999994
conv-bn-relu_prior_C5HMPI.pt,14,189,239,7,2,108.467282,2.213618,1.0313974799999999
conv-bn-relu_prior_4740RN.pt,14,163,136,5,1,108.649856,0.554336,1.20799468
conv-bn-relu_prior_1JMOQV.pt,14,1427,389,1,1,108.876432,0.555492,1.43014488
conv-bn-relu_prior_S097TD.pt,27,65,47,7,1,109.161918,0.149742,1.4817065200000001
conv-bn-relu_prior_KGGUWW.pt,27,96,32,7,1,109.75824,0.15056,0.8669842800000002
conv-bn-relu_prior_EBDI4G.pt,13,170,153,5,1,109.918107,0.650403,0.5712671199999999
conv-bn-relu_prior_5JLH35.pt,27,12,2005,5,2,109.98878625,0.603505,0.9872658599999999
conv-bn-relu_prior_60O4NY.pt,27,156,79,7,2,110.07079875,0.603955,1.01474492
conv-bn-relu_prior_0XAWCY.pt,13,538,135,3,1,110.493045,0.653805,0.9805342200000001
conv-bn-relu_prior_XQGCJU.pt,56,61,570,1,1,110.82624,0.03534,0.98046526
conv-bn-relu_prior_MXQS12.pt,56,68,513,1,1,111.004992,0.035397,0.95129936
conv-bn-relu_prior_6KVBRR.pt,112,49,177,1,1,111.0144,0.00885,2.0099470999999998
conv-bn-relu_prior_FWPSGO.pt,28,189,120,5,2,111.15552,0.56712,1.0955529400000001
conv-bn-relu_prior_UXA6MT.pt,56,8,486,3,1,111.259008,0.035478,0.86640534
conv-bn-relu_prior_791YCZ.pt,27,427,40,3,1,112.09104,0.15376,1.6446196599999998
conv-bn-relu_prior_XNCHA4.pt,56,150,237,1,1,112.228032,0.035787,1.9181122600000007
conv-bn-relu_prior_FHFF2F.pt,56,159,224,1,1,112.39424,0.03584,1.4576459000000002
conv-bn-relu_prior_448PLU.pt,28,139,115,3,1,112.88032,0.14398,1.0753778400000003
conv-bn-relu_prior_Z3SRMM.pt,13,303,45,7,1,112.91904,0.66816,0.7754766399999998
conv-bn-relu_prior_RSDDYK.pt,13,102,134,7,1,113.207354,0.669866,0.7582235200000004
conv-bn-relu_prior_FTYFFD.pt,13,28,490,7,1,113.69813,0.67277,1.1244737200000001
conv-bn-relu_prior_X427AU.pt,112,168,6,3,1,113.874432,0.009078,1.0577328000000001
conv-bn-relu_prior_27TJN7.pt,28,98,165,3,1,114.22488,0.145695,0.8356817200000001
conv-bn-relu_prior_JMA9S5.pt,27,1015,155,1,1,114.80292,0.15748,1.1901020999999998
conv-bn-relu_prior_1IVMRN.pt,224,84,27,1,1,115.15392,0.002295,3.393716120000001
conv-bn-relu_prior_U0ZNBP.pt,13,221,495,5,2,115.5693825,2.73537,1.1085429400000002
conv-bn-relu_prior_QNTN2E.pt,13,535,142,3,1,115.574368,0.683872,0.9648681999999998
conv-bn-relu_prior_DM10W7.pt,28,443,37,3,1,115.683904,0.147556,0.9593428999999997
conv-bn-relu_prior_3WNZYH.pt,7,241,200,7,1,115.738,2.362,1.52183634
conv-bn-relu_prior_IDXVB5.pt,8,998,37,7,1,115.802304,1.809411,1.8462317400000001
conv-bn-relu_prior_TJOI1P.pt,8,218,170,7,1,116.23104,1.81611,1.16064666
conv-bn-relu_prior_MC1VJV.pt,13,181,152,5,1,116.263888,0.687952,1.0499933399999997
conv-bn-relu_prior_CS7CIX.pt,14,170,140,5,1,116.64744,0.59514,1.1816893799999995
conv-bn-relu_prior_O2ST4I.pt,56,479,78,1,1,117.41184,0.03744,1.6017347599999996
conv-bn-relu_prior_BWHANL.pt,13,440,176,3,1,117.815984,0.697136,1.04321586
conv-bn-relu_prior_DF3ZEH.pt,56,323,117,1,1,118.879488,0.037908,1.4051907399999997
conv-bn-relu_prior_6Y2GWZ.pt,28,87,195,3,1,119.85792,0.15288,0.9142582000000004
conv-bn-relu_prior_LKKK87.pt,14,127,193,5,1,120.141728,0.612968,1.1654659199999997
conv-bn-relu_prior_MUENNP.pt,27,169,39,5,1,120.149406,0.164814,1.3175514399999997
conv-bn-relu_prior_LMAXGJ.pt,27,439,375,1,1,120.285,0.165,1.1469938600000003
conv-bn-relu_prior_02FZQ6.pt,27,96,191,3,1,120.441735,0.165215,1.2517463399999997
conv-bn-relu_prior_Z8B1G2.pt,27,422,8,7,1,120.599928,0.165432,0.97391876
conv-bn-relu_prior_YO45V1.pt,112,89,107,1,1,120.79872,0.00963,1.5836149599999996
conv-bn-relu_prior_YY06E2.pt,28,966,160,1,1,121.30048,0.15472,1.3175706399999998
conv-bn-relu_prior_21VS5E.pt,28,13,475,5,1,121.4024,0.15485,1.3724563399999996
conv-bn-relu_prior_XXF0SF.pt,27,166,1004,1,1,122.229972,0.167668,1.0060273200000003
conv-bn-relu_prior_OTMO1B.pt,14,159,157,5,1,122.349472,0.624232,1.4121510200000003
conv-bn-relu_prior_SRWZ7T.pt,56,104,15,5,1,122.35104,0.039015,1.1927770400000002
conv-bn-relu_prior_3VNRT0.pt,27,1977,85,1,1,122.56677,0.16813,1.6775190999999998
conv-bn-relu_prior_867THI.pt,28,776,203,1,1,123.661104,0.157731,1.4443623800000005
conv-bn-relu_prior_R2C5ZC.pt,56,260,152,1,1,124.411392,0.039672,1.2176006399999997
conv-bn-relu_prior_QYAPRV.pt,14,138,511,3,1,124.493908,0.635173,1.2632240400000003
conv-bn-relu_prior_RY0UKR.pt,56,86,205,3,2,124.558,0.158875,1.1564564800000001
conv-bn-relu_prior_FQZETC.pt,56,260,17,3,1,124.803392,0.039797,1.0706164
conv-bn-relu_prior_2S8ZBT.pt,28,265,604,1,1,125.960576,0.160664,1.15037354
conv-bn-relu_prior_SJOTJQ.pt,28,94,190,3,1,126.16912,0.16093,1.27304438
conv-bn-relu_prior_L6S8T4.pt,27,193,102,3,1,129.234204,0.177276,0.8680664
conv-bn-relu_prior_XIVB8J.pt,28,170,108,3,1,129.632832,0.165348,0.9855522600000001
conv-bn-relu_prior_YC1GB9.pt,56,209,198,1,1,130.39488,0.04158,1.0392365399999994
conv-bn-relu_prior_S68MS9.pt,13,62,255,7,1,130.965705,0.774945,0.99923694
