model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
conv-bn-relu_finegrained1_ZKVMJM.pt,28,643,65,1,2,8.20456,0.04186,0.6385534
conv-bn-relu_finegrained1_2FOHT8.pt,28,899,69,1,2,12.1716,0.0621,0.4562435199999999
conv-bn-relu_finegrained1_FSRRL7.pt,28,904,131,1,2,23.23678,0.118555,0.4217202800000001
conv-bn-relu_finegrained1_ILU1U6.pt,28,524,115,1,2,11.8335,0.060375,0.2270357199999999
conv-bn-relu_finegrained1_K5BLZ8.pt,28,990,116,1,2,22.531376,0.114956,0.6056730799999999
conv-bn-relu_finegrained1_79R7L4.pt,28,883,70,1,2,12.12848,0.06188,0.4598574400000001
conv-bn-relu_finegrained1_H88PM4.pt,28,583,91,1,2,10.416224,0.053144,0.20704656
conv-bn-relu_finegrained1_XQB7TL.pt,28,951,89,1,2,16.606688,0.084728,0.93611902
conv-bn-relu_finegrained1_54ISFU.pt,28,732,117,1,2,16.809156,0.085761,0.4307767600000001
conv-bn-relu_finegrained1_7MTUO7.pt,28,977,61,1,2,11.692968,0.059658,0.46346780000000004
conv-bn-relu_finegrained1_VYLLYC.pt,28,493,120,1,2,11.61888,0.05928,0.22301482000000003
conv-bn-relu_finegrained1_1AANF2.pt,28,605,128,1,2,15.203328,0.077568,0.34842394000000015
conv-bn-relu_finegrained1_88Z1U0.pt,28,1052,86,1,2,17.749368,0.090558,0.60482562
conv-bn-relu_finegrained1_3P7WWG.pt,28,692,79,1,2,10.730412,0.054747,0.26355076
conv-bn-relu_finegrained1_KQWJCI.pt,56,269,138,1,2,29.21184,0.03726,0.73106504
conv-bn-relu_finegrained1_A2SV29.pt,56,205,120,1,2,19.38048,0.02472,0.4617438200000003
conv-bn-relu_finegrained1_EGHLQH.pt,56,154,121,1,2,14.70392,0.018755,0.24145438000000005
conv-bn-relu_finegrained1_6F28DJ.pt,56,259,96,1,2,19.56864,0.02496,0.4119630000000001
conv-bn-relu_finegrained1_79OEV7.pt,56,146,169,1,2,19.476912,0.024843,0.48720297999999995
conv-bn-relu_finegrained1_8XOQVF.pt,56,188,118,1,2,17.484768,0.022302,0.2831139
conv-bn-relu_finegrained1_OM83KT.pt,56,208,99,1,2,16.221744,0.020691,0.25957065999999995
conv-bn-relu_finegrained1_IX826B.pt,56,276,107,1,2,23.236976,0.029639,0.48434985999999997
conv-bn-relu_finegrained1_1PQGNP.pt,56,226,115,1,2,20.46632,0.026105,0.3638488599999999
conv-bn-relu_finegrained1_EFFKNA.pt,56,216,143,1,2,24.328304,0.031031,0.27422726000000003
conv-bn-relu_finegrained1_H0TWP3.pt,56,239,122,1,2,22.95552,0.02928,0.6908049199999999
conv-bn-relu_finegrained1_R14HVD.pt,56,187,134,1,2,19.750528,0.025192,0.30061403999999997
conv-bn-relu_finegrained1_OFQ6YO.pt,56,143,110,1,2,12.41856,0.01584,0.7483471599999997
conv-bn-relu_finegrained1_3YDRXX.pt,56,281,112,1,2,24.761856,0.031584,0.75945448
conv-bn-relu_finegrained1_CYYCQA.pt,56,217,145,1,2,24.78224,0.03161,0.4988323000000001
conv-bn-relu_finegrained1_J4K3HR.pt,56,225,130,1,2,23.03392,0.02938,0.5651282200000002
conv-bn-relu_finegrained1_4G6CAT.pt,56,162,141,1,2,18.018672,0.022983,0.3452619800000001
conv-bn-relu_finegrained1_FOGA4O.pt,56,286,166,1,2,37.351328,0.047642,0.4184523000000002
conv-bn-relu_finegrained1_OF53SE.pt,56,128,92,1,2,9.304512,0.011868,0.18110682000000003
conv-bn-relu_finegrained1_O0ZQMR.pt,56,175,88,1,2,12.142592,0.015488,0.22814298
conv-bn-relu_finegrained1_GOHPTS.pt,13,135,5,7,1,5.59052,0.03308,0.21769205999999997
conv-bn-relu_finegrained1_FTK3QP.pt,13,167,6,7,1,8.298576,0.049104,0.23320544000000004
conv-bn-relu_finegrained1_XTWGUS.pt,13,125,3,7,1,3.105882,0.018378,0.19178665999999997
conv-bn-relu_finegrained1_5VF67F.pt,13,111,4,7,1,3.67744,0.02176,0.5119941399999999
conv-bn-relu_finegrained1_0KNF7D.pt,13,387,101,1,1,6.622772,0.039188,0.35932215999999984
conv-bn-relu_finegrained1_EY8ROS.pt,13,248,94,1,1,3.955614,0.023406,0.15117957999999998
conv-bn-relu_finegrained1_WAOHAL.pt,13,399,72,1,1,4.8672,0.0288,0.16068917999999996
conv-bn-relu_finegrained1_8QEPCA.pt,13,361,150,1,1,9.1767,0.0543,0.17519971999999995
conv-bn-relu_finegrained1_4URXK7.pt,13,315,118,1,1,6.301672,0.037288,0.16753972000000006
conv-bn-relu_finegrained1_JNTHAP.pt,13,537,107,1,1,9.728654,0.057566,0.18521388000000008
conv-bn-relu_finegrained1_I2BHZI.pt,13,527,120,1,1,10.70784,0.06336,0.18559240000000002
conv-bn-relu_finegrained1_D084S8.pt,13,439,155,1,1,11.5258,0.0682,0.19934005999999996
conv-bn-relu_finegrained1_ZCEPDN.pt,13,564,126,1,1,12.03111,0.07119,0.20893805999999995
conv-bn-relu_finegrained1_WCVFXP.pt,13,492,133,1,1,11.081161,0.065569,0.2032256
conv-bn-relu_finegrained1_Y96CW1.pt,13,546,69,1,1,6.378567,0.037743,0.4405711800000001
conv-bn-relu_finegrained1_0ZKKD5.pt,13,539,147,1,1,13.41522,0.07938,0.20977692
conv-bn-relu_finegrained1_5SOBAY.pt,13,413,100,1,1,6.9966,0.0414,0.17199659999999997
conv-bn-relu_finegrained1_0FZPIA.pt,13,284,146,1,1,7.03209,0.04161,0.17498965999999996
conv-bn-relu_finegrained1_4X76RJ.pt,13,403,153,1,1,10.446228,0.061812,0.18675084000000006
conv-bn-relu_finegrained1_NYES65.pt,13,258,110,1,1,4.81481,0.02849,0.17275868000000003
conv-bn-relu_finegrained1_WSJUR5.pt,13,304,121,1,1,6.236945,0.036905,0.15375487999999998
conv-bn-relu_finegrained1_9KX88Y.pt,13,351,132,1,1,7.852416,0.046464,0.17056686000000001
conv-bn-relu_finegrained1_IK8UC9.pt,13,397,78,1,1,5.246436,0.031044,0.16587786000000002
conv-bn-relu_finegrained1_XGBC22.pt,13,436,109,1,1,8.049977,0.047633,0.35769754
conv-bn-relu_finegrained1_6505TX.pt,14,510,258,5,1,644.792568,3.289758,2.0983803
conv-bn-relu_finegrained1_7FSX00.pt,14,484,212,5,1,502.820752,2.565412,1.5143330999999998
conv-bn-relu_finegrained1_P5MOQO.pt,14,311,237,5,1,361.210752,1.842912,1.1859122199999999
conv-bn-relu_finegrained1_1UJGOH.pt,14,320,280,5,1,439.09488,2.24028,1.3579950399999996
conv-bn-relu_finegrained1_K763IJ.pt,14,318,164,5,1,255.576944,1.303964,1.2368792400000002
conv-bn-relu_finegrained1_96I907.pt,14,282,266,5,1,367.610936,1.875566,1.1606606999999998
conv-bn-relu_finegrained1_TWSHN6.pt,14,442,222,5,1,480.851112,2.453322,1.5451100000000004
conv-bn-relu_finegrained1_A79W69.pt,14,482,289,5,1,682.616844,3.482739,2.141608599999999
conv-bn-relu_finegrained1_Y1FEMF.pt,14,433,123,5,1,260.993208,1.331598,1.0874579200000003
conv-bn-relu_finegrained1_AWQXEL.pt,14,522,276,5,1,706.006896,3.602076,2.187340779999999
conv-bn-relu_finegrained1_LQWQI2.pt,14,239,241,5,1,282.282336,1.440216,1.0473627799999998
conv-bn-relu_finegrained1_2R8TJR.pt,14,339,169,5,1,280.759024,1.432444,1.2489159799999998
conv-bn-relu_finegrained1_8FAMCE.pt,14,386,162,5,1,306.438552,1.563462,1.1016371
conv-bn-relu_finegrained1_HQDN84.pt,14,521,184,5,1,469.769664,2.396784,1.46823012
conv-bn-relu_finegrained1_9BGY29.pt,14,346,256,5,1,434.072576,2.214656,1.35347358
conv-bn-relu_finegrained1_UGBWS6.pt,14,297,228,5,1,331.853088,1.693128,1.1238599000000002
conv-bn-relu_finegrained1_OWK7IF.pt,14,382,259,5,1,484.846964,2.473709,1.4915231199999999
conv-bn-relu_finegrained1_XXB3NL.pt,14,493,124,5,1,299.571104,1.528424,1.4131667600000002
conv-bn-relu_finegrained1_8Z07WZ.pt,14,486,149,5,1,354.857804,1.810499,1.2123055
conv-bn-relu_finegrained1_32AKFW.pt,14,286,211,5,1,295.736756,1.508861,1.1911264000000001
conv-bn-relu_finegrained1_HEQ9WA.pt,56,716,12,3,2,60.63456,0.07734,1.24292036
conv-bn-relu_finegrained1_6V84OU.pt,56,879,23,3,2,142.669184,0.181976,1.3569552999999996
conv-bn-relu_finegrained1_CZQRKH.pt,56,826,24,3,2,139.89696,0.17844,1.25968738
conv-bn-relu_finegrained1_26K1RH.pt,56,816,20,3,2,115.1696,0.1469,1.1089333599999998
conv-bn-relu_finegrained1_ATN5Y2.pt,56,950,27,3,2,181.007568,0.230877,1.2921734000000002
conv-bn-relu_finegrained1_SN8FOI.pt,56,461,26,3,2,84.5936,0.1079,1.05553628
conv-bn-relu_finegrained1_DQHJLS.pt,56,504,16,3,2,56.912128,0.072592,0.60965274
conv-bn-relu_finegrained1_5PWAQS.pt,56,722,18,3,2,91.713888,0.116982,1.1411308600000003
conv-bn-relu_finegrained1_J5G3MX.pt,56,911,21,3,2,135.0048,0.1722,1.2954643800000003
conv-bn-relu_finegrained1_JK9B58.pt,56,822,29,3,2,168.223664,0.214571,1.1338747599999999
conv-bn-relu_finegrained1_UV6X5Y.pt,56,747,25,3,2,131.7904,0.1681,1.2926821799999997
conv-bn-relu_finegrained1_4NPE4Z.pt,56,691,17,3,2,82.90016,0.10574,1.2042847400000003
conv-bn-relu_finegrained1_WEBLPS.pt,56,769,15,3,2,81.40272,0.10383,1.3628732599999998
conv-bn-relu_finegrained1_XRM388.pt,56,621,22,3,2,96.41632,0.12298,1.23089168
conv-bn-relu_finegrained1_1XCHO9.pt,56,651,13,3,2,59.72512,0.07618,1.10475668
conv-bn-relu_finegrained1_CTSZNV.pt,56,852,19,3,2,114.237424,0.145711,1.17916582
conv-bn-relu_finegrained1_X4DDZG.pt,56,450,14,3,2,44.463776,0.056714,0.60851492
conv-bn-relu_finegrained1_3SCIAQ.pt,56,585,28,3,2,115.599232,0.147448,1.1189543400000004
conv-bn-relu_finegrained1_I25QCQ.pt,56,88,105,5,2,181.18632,0.231105,1.00506674
conv-bn-relu_finegrained1_SGP6FO.pt,56,89,80,5,2,139.61472,0.17808,0.9167285000000003
conv-bn-relu_finegrained1_T7YPXH.pt,56,127,83,5,2,206.668672,0.263608,1.3541176399999997
conv-bn-relu_finegrained1_0LLVLE.pt,56,140,79,5,2,216.837936,0.276579,1.16524218
conv-bn-relu_finegrained1_2910ML.pt,56,137,62,5,2,166.531008,0.212412,1.0592746600000005
conv-bn-relu_finegrained1_QO15V1.pt,56,151,76,5,2,224.989184,0.286976,1.1671638599999996
conv-bn-relu_finegrained1_HNIMSD.pt,56,149,56,5,2,163.586304,0.208656,1.3689944199999997
conv-bn-relu_finegrained1_RYW0SE.pt,56,129,69,5,2,174.513696,0.222594,0.93708258
conv-bn-relu_finegrained1_NUPTTT.pt,56,70,91,5,2,124.923344,0.159341,1.1760949799999998
conv-bn-relu_finegrained1_35VQYE.pt,56,107,53,5,2,111.193152,0.141828,1.1427691999999998
conv-bn-relu_finegrained1_BMNHWH.pt,56,115,84,5,2,189.401856,0.241584,1.07591978
conv-bn-relu_finegrained1_7OKZWY.pt,56,134,101,5,2,265.345584,0.338451,1.0857020200000003
conv-bn-relu_finegrained1_0R6RC5.pt,56,96,102,5,2,192.003168,0.244902,0.9010644400000001
conv-bn-relu_finegrained1_MDTBIA.pt,56,108,88,5,2,186.347392,0.237688,1.2649672600000001
conv-bn-relu_finegrained1_QWWNG3.pt,56,65,89,5,2,113.455776,0.144714,1.1969609400000003
conv-bn-relu_finegrained1_4VTK3G.pt,56,110,70,5,2,150.97488,0.19257,1.0398378799999999
conv-bn-relu_finegrained1_TOM0O5.pt,56,147,92,5,2,265.142528,0.338192,1.0489434400000002
conv-bn-relu_finegrained1_76PCKI.pt,56,133,47,5,2,122.556448,0.156322,0.7856078
conv-bn-relu_finegrained1_9ECM1K.pt,56,122,100,5,2,239.1984,0.3051,1.1360237800000001
conv-bn-relu_finegrained1_ENKBCC.pt,56,142,51,5,2,141.983184,0.181101,0.9169735000000001
conv-bn-relu_finegrained1_FN5QV9.pt,56,308,233,1,1,225.782592,0.071997,1.27132412
conv-bn-relu_finegrained1_R5JI7B.pt,56,435,216,1,1,295.335936,0.094176,1.1978996600000003
conv-bn-relu_finegrained1_RJT3EV.pt,56,506,166,1,1,263.932032,0.084162,1.1207854400000001
conv-bn-relu_finegrained1_G5GLCY.pt,56,507,281,1,1,447.657728,0.142748,1.64270158
conv-bn-relu_finegrained1_I0ZA8V.pt,56,590,254,1,1,470.757504,0.150114,1.65624566
conv-bn-relu_finegrained1_OTKFD3.pt,56,416,249,1,1,325.620288,0.103833,1.2171931799999998
conv-bn-relu_finegrained1_WGNFIC.pt,56,332,197,1,1,205.724736,0.065601,1.28495002
conv-bn-relu_finegrained1_7EJJ8X.pt,56,257,287,1,1,232.208256,0.074046,1.07834068
conv-bn-relu_finegrained1_R337UX.pt,56,497,279,1,1,435.722112,0.138942,1.6412545399999996
conv-bn-relu_finegrained1_S9OY4S.pt,56,331,235,1,1,244.67072,0.07802,1.0829579599999997
conv-bn-relu_finegrained1_EJLM8F.pt,56,305,192,1,1,184.246272,0.058752,1.20836846
conv-bn-relu_finegrained1_KH1DAV.pt,56,355,147,1,1,164.113152,0.052332,1.2827096200000003
conv-bn-relu_finegrained1_HQ27MF.pt,56,295,248,1,1,230.207488,0.073408,1.1087695599999998
conv-bn-relu_finegrained1_UTK4O0.pt,56,586,220,1,1,404.98304,0.12914,1.4788273599999997
conv-bn-relu_finegrained1_1NKC8R.pt,56,397,187,1,1,233.399936,0.074426,1.23012288
conv-bn-relu_finegrained1_B1T4YF.pt,56,504,246,1,1,389.58528,0.12423,1.3847468800000002
conv-bn-relu_finegrained1_3IY7IM.pt,56,371,171,1,1,199.487232,0.063612,1.0657696400000003
conv-bn-relu_finegrained1_JBOZMF.pt,56,296,198,1,1,184.415616,0.058806,1.06139752
conv-bn-relu_finegrained1_7R28OQ.pt,56,345,274,1,1,297.305344,0.094804,1.3315429799999998
conv-bn-relu_finegrained1_ST8PBZ.pt,56,547,201,1,1,345.424128,0.110148,1.3379619199999997
conv-bn-relu_finegrained1_2YBK98.pt,8,182,161,1,1,1.885632,0.029463,0.08912356000000003
conv-bn-relu_finegrained1_O91UKT.pt,8,176,84,1,1,0.951552,0.014868,0.09004843999999998
conv-bn-relu_finegrained1_G0ZHBT.pt,8,157,120,1,1,1.21344,0.01896,0.09081974000000001
conv-bn-relu_finegrained1_MA59KI.pt,8,158,162,1,1,1.648512,0.025758,0.09842838000000005
conv-bn-relu_finegrained1_S03P5I.pt,8,138,118,1,1,1.049728,0.016402,0.09635194
conv-bn-relu_finegrained1_P74JVQ.pt,8,188,103,1,1,1.245888,0.019467,0.09881316
conv-bn-relu_finegrained1_HF73TR.pt,8,281,183,1,1,3.302784,0.051606,0.11045916000000004
conv-bn-relu_finegrained1_37JSP4.pt,8,133,107,1,1,0.917632,0.014338,0.09597651999999998
conv-bn-relu_finegrained1_H29OY6.pt,8,276,99,1,1,1.755072,0.027423,0.09900442
conv-bn-relu_finegrained1_K2BYQT.pt,8,212,190,1,1,2.59008,0.04047,0.11209288
conv-bn-relu_finegrained1_3KL0XL.pt,8,175,95,1,1,1.07008,0.01672,0.09720625999999999
conv-bn-relu_finegrained1_II1IM3.pt,8,192,132,1,1,1.630464,0.025476,0.09951088000000001
conv-bn-relu_finegrained1_QP1YJ7.pt,8,142,147,1,1,1.345344,0.021021,0.09640974000000004
conv-bn-relu_finegrained1_3YVDX9.pt,8,160,121,1,1,1.246784,0.019481,0.09834986000000001
conv-bn-relu_finegrained1_YNTRU6.pt,8,121,108,1,1,0.843264,0.013176,0.10201226000000002
conv-bn-relu_finegrained1_JOL1YE.pt,8,131,189,1,1,1.596672,0.024948,0.09931254000000003
conv-bn-relu_finegrained1_WCE89C.pt,8,279,145,1,1,2.5984,0.0406,0.11255448000000003
conv-bn-relu_finegrained1_ZKTN2Y.pt,8,273,130,1,1,2.27968,0.03562,0.10366600000000002
conv-bn-relu_finegrained1_YSQK8I.pt,8,289,143,1,1,2.65408,0.04147,0.10489898000000003
conv-bn-relu_finegrained1_T5621A.pt,8,224,128,1,1,1.8432,0.0288,0.10873073999999998
conv-bn-relu_finegrained1_KRKC1Q.pt,56,185,35,3,1,182.86016,0.05831,1.0257072800000002
conv-bn-relu_finegrained1_NO4WG4.pt,56,169,24,3,1,114.551808,0.036528,1.11550762
conv-bn-relu_finegrained1_UOIHXD.pt,56,197,28,3,1,155.771392,0.049672,1.3953976999999997
conv-bn-relu_finegrained1_EXSENJ.pt,56,141,39,3,1,155.32608,0.04953,0.8912741599999998
conv-bn-relu_finegrained1_S7K2UG.pt,56,226,38,3,1,242.50688,0.07733,1.2103927600000006
conv-bn-relu_finegrained1_4SKK09.pt,56,108,29,3,1,88.488512,0.028217,1.1456071800000005
conv-bn-relu_finegrained1_DUL5QA.pt,56,220,42,3,1,260.921472,0.083202,1.3107442800000002
conv-bn-relu_finegrained1_I8QLF9.pt,56,136,34,3,1,130.6144,0.04165,0.85000786
conv-bn-relu_finegrained1_KDYLAP.pt,56,163,47,3,1,216.371456,0.068996,1.1821557000000003
conv-bn-relu_finegrained1_D8YA03.pt,56,233,41,3,1,269.752448,0.086018,1.24790178
conv-bn-relu_finegrained1_L9INYT.pt,56,121,33,3,1,112.80192,0.03597,0.8920625399999997
conv-bn-relu_finegrained1_6RJZEP.pt,56,157,37,3,1,164.069248,0.052318,0.9600199200000002
conv-bn-relu_finegrained1_D7OJOL.pt,56,120,23,3,1,77.970368,0.024863,1.00477286
conv-bn-relu_finegrained1_JHO4C7.pt,56,205,45,3,1,260.50752,0.08307,1.63154238
conv-bn-relu_finegrained1_DNDHY9.pt,56,142,32,3,1,128.350208,0.040928,0.9714609200000004
conv-bn-relu_finegrained1_CUTP8J.pt,56,209,30,3,1,177.05856,0.05646,0.9504935200000001
conv-bn-relu_finegrained1_7WMT05.pt,56,194,44,3,1,241.058048,0.076868,1.1623201399999996
conv-bn-relu_finegrained1_7SSQLU.pt,56,129,46,3,1,167.625472,0.053452,0.9939291400000002
conv-bn-relu_finegrained1_WU158H.pt,56,182,27,3,1,138.777408,0.044253,1.0618800199999998
conv-bn-relu_finegrained1_F8D84W.pt,56,161,40,3,1,181.888,0.058,0.9450413000000003
conv-bn-relu_finegrained1_FDQL9V.pt,14,12,161,1,1,0.410228,0.002093,0.11118657999999998
conv-bn-relu_finegrained1_TG9C3C.pt,14,13,82,1,1,0.225008,0.001148,0.10264935999999998
conv-bn-relu_finegrained1_XVTALP.pt,14,7,145,1,1,0.22736,0.00116,0.19370031999999998
conv-bn-relu_finegrained1_4JTVLO.pt,14,11,160,1,1,0.37632,0.00192,0.09930855999999999
conv-bn-relu_finegrained1_PLMESX.pt,14,14,126,1,1,0.37044,0.00189,0.09679755999999999
conv-bn-relu_finegrained1_M90SWG.pt,14,9,174,1,1,0.34104,0.00174,0.11529884000000003
conv-bn-relu_finegrained1_UGXF2X.pt,14,8,118,1,1,0.208152,0.001062,0.04651601999999998
conv-bn-relu_finegrained1_372T8H.pt,14,10,127,1,1,0.273812,0.001397,0.16654392000000004
conv-bn-relu_finegrained1_5FUGKP.pt,14,15,102,1,1,0.319872,0.001632,0.09878759999999998
conv-bn-relu_finegrained1_BPXT7G.pt,14,294,66,3,1,34.241592,0.174702,1.01312006
conv-bn-relu_finegrained1_WZ9MZ9.pt,14,263,31,3,1,14.387968,0.073408,0.20519368
conv-bn-relu_finegrained1_6AIUSD.pt,14,275,38,3,1,18.441248,0.094088,0.28093747999999996
conv-bn-relu_finegrained1_8PZ0JS.pt,14,246,60,3,1,26.0484,0.1329,0.6976305599999998
conv-bn-relu_finegrained1_FME990.pt,14,330,45,3,1,26.20422,0.133695,0.24380643999999996
conv-bn-relu_finegrained1_6WD0LL.pt,14,218,42,3,1,16.159416,0.082446,0.5159140200000002
conv-bn-relu_finegrained1_KOM74H.pt,14,257,53,3,1,24.037832,0.122642,0.5195445799999999
conv-bn-relu_finegrained1_X2C4Z4.pt,14,202,57,3,1,20.321868,0.103683,0.54569584
conv-bn-relu_finegrained1_4OB68H.pt,14,286,62,3,1,31.2914,0.15965,0.2778115
conv-bn-relu_finegrained1_VUH26E.pt,14,282,63,3,1,31.351572,0.159957,0.27404308000000005
conv-bn-relu_finegrained1_QEPYY7.pt,14,196,59,3,1,20.41046,0.104135,0.22595607999999998
conv-bn-relu_finegrained1_WIO6H1.pt,14,326,34,3,1,19.55884,0.09979,0.2801309400000001
conv-bn-relu_finegrained1_2EUXQ5.pt,14,315,40,3,1,22.23424,0.11344,0.23560089999999995
conv-bn-relu_finegrained1_QIDKPT.pt,14,344,43,3,1,26.101516,0.133171,0.2782217
conv-bn-relu_finegrained1_O5SY17.pt,14,298,68,3,1,35.759024,0.182444,0.3300793
conv-bn-relu_finegrained1_1OW6HQ.pt,14,321,52,3,1,29.45488,0.15028,0.32514328
conv-bn-relu_finegrained1_FBER5Q.pt,14,211,46,3,1,17.1304,0.0874,0.24954567999999994
conv-bn-relu_finegrained1_9BSS6O.pt,14,373,36,3,1,23.694048,0.120888,0.3165838
conv-bn-relu_finegrained1_4QON5L.pt,14,210,58,3,1,21.496888,0.109678,0.27314622000000005
conv-bn-relu_finegrained1_92LR8U.pt,14,244,56,3,1,24.114272,0.123032,0.5912179000000001
conv-bn-relu_finegrained1_MBV2DR.pt,8,109,13,7,2,1.111136,0.069446,0.15600417999999996
conv-bn-relu_finegrained1_R6G7HI.pt,8,145,17,7,2,1.932832,0.120802,0.21672129999999992
conv-bn-relu_finegrained1_4D5LG0.pt,8,252,23,7,2,4.544432,0.284027,0.18375731999999995
conv-bn-relu_finegrained1_LNHL5F.pt,8,161,15,7,2,1.8936,0.11835,0.15060921999999996
conv-bn-relu_finegrained1_SPWV4K.pt,8,122,16,7,2,1.530624,0.095664,0.14278960000000002
conv-bn-relu_finegrained1_A4XT7R.pt,8,162,18,7,2,2.286432,0.142902,0.13414737999999998
conv-bn-relu_finegrained1_IU4JSZ.pt,8,190,12,7,2,1.787712,0.111732,0.17421750000000003
conv-bn-relu_finegrained1_GO6DAH.pt,8,113,14,7,2,1.240512,0.077532,0.15965913999999995
conv-bn-relu_finegrained1_C87J2B.pt,8,213,20,7,2,3.34016,0.20876,0.20167836000000006
conv-bn-relu_finegrained1_UMJXZM.pt,8,158,26,7,2,3.221088,0.201318,0.21263775999999995
conv-bn-relu_finegrained1_VKLNX7.pt,8,218,24,7,2,4.102272,0.256392,0.2026273
conv-bn-relu_finegrained1_MLJDXV.pt,8,182,11,7,2,1.569744,0.098109,0.17492138000000007
conv-bn-relu_finegrained1_NSXL3W.pt,8,160,22,7,2,2.760032,0.172502,0.18369619999999998
conv-bn-relu_finegrained1_KWWP1F.pt,8,240,19,7,2,3.575344,0.223459,0.30462477999999993
conv-bn-relu_finegrained1_O0HPOH.pt,8,202,25,7,2,3.9596,0.247475,0.44049430000000006
conv-bn-relu_finegrained1_2OC6HI.pt,8,254,21,7,2,4.182192,0.261387,0.18162024000000002
conv-bn-relu_finegrained1_9S5QDC.pt,56,94,443,5,1,3266.122048,1.041493,8.309507919999998
conv-bn-relu_finegrained1_60RTYB.pt,56,69,406,5,1,2197.570816,0.700756,6.281927519999998
conv-bn-relu_finegrained1_B08V7L.pt,56,97,297,5,1,2259.556992,0.720522,6.970164719999999
conv-bn-relu_finegrained1_EF107Y.pt,56,57,580,5,1,2593.72288,0.82708,8.357207379999998
conv-bn-relu_finegrained1_TDTUN1.pt,56,52,413,5,1,1685.013568,0.537313,5.1260718
conv-bn-relu_finegrained1_6XHMFU.pt,56,73,483,5,1,2765.820288,0.881958,8.00114824
conv-bn-relu_finegrained1_IDRJIX.pt,56,67,575,5,1,3022.1632,0.9637,8.11778938
conv-bn-relu_finegrained1_WU1BVX.pt,56,84,326,5,1,2147.927936,0.684926,6.491008000000002
conv-bn-relu_finegrained1_QQXWNA.pt,56,49,561,5,1,2156.896896,0.687786,6.504540199999999
conv-bn-relu_finegrained1_NFQMZC.pt,56,85,340,5,1,2266.82624,0.72284,6.301371399999999
conv-bn-relu_finegrained1_04JBZQ.pt,56,88,250,5,1,1725.584,0.55025,4.95956702
conv-bn-relu_finegrained1_BIL3MD.pt,56,43,320,5,1,1079.78752,0.34432,3.020262539999999
conv-bn-relu_finegrained1_2Y1966.pt,56,63,405,5,1,2001.64608,0.63828,5.783916139999998
conv-bn-relu_finegrained1_DWRW3X.pt,56,48,484,5,1,1822.906624,0.581284,5.356457880000002
conv-bn-relu_finegrained1_C3H8XN.pt,56,75,391,5,1,2300.306176,0.733516,6.6788474399999975
conv-bn-relu_finegrained1_6SVMOU.pt,56,55,559,5,1,2412.161024,0.769184,6.66460758
conv-bn-relu_finegrained1_ZRQNWX.pt,56,98,383,5,1,2943.866688,0.938733,7.9914793
conv-bn-relu_finegrained1_0D8OZK.pt,56,81,333,5,1,2115.727488,0.674658,6.501660080000002
conv-bn-relu_finegrained1_7W8DQZ.pt,56,78,509,5,1,3114.233024,0.993059,8.473018160000004
conv-bn-relu_finegrained1_Y5ACRL.pt,56,72,277,5,1,1564.478272,0.498877,4.18457386
conv-bn-relu_finegrained1_ZTEL0C.pt,8,193,174,1,1,2.160384,0.033756,0.09800990000000001
conv-bn-relu_finegrained1_PMBKTK.pt,8,199,111,1,1,1.4208,0.0222,0.09985961999999997
conv-bn-relu_finegrained1_STC276.pt,8,162,146,1,1,1.523072,0.023798,0.09909712000000002
conv-bn-relu_finegrained1_YRRSXX.pt,8,195,166,1,1,2.082304,0.032536,0.10825036
conv-bn-relu_finegrained1_8AZV0A.pt,8,215,178,1,1,2.460672,0.038448,0.11001789999999996
conv-bn-relu_finegrained1_YBLNJM.pt,8,124,154,1,1,1.232,0.01925,0.09970808000000003
conv-bn-relu_finegrained1_25D50T.pt,8,166,164,1,1,1.752832,0.027388,0.10659969999999996
conv-bn-relu_finegrained1_FPCZYX.pt,8,225,156,1,1,2.256384,0.035256,0.23649416000000006
conv-bn-relu_finegrained1_TRFDFD.pt,8,161,202,1,1,2.094336,0.032724,0.11599779999999998
conv-bn-relu_finegrained1_7E19G5.pt,8,113,176,1,1,1.284096,0.020064,0.10523924000000001
conv-bn-relu_finegrained1_D6AWBY.pt,8,187,143,1,1,1.720576,0.026884,0.21448897999999997
conv-bn-relu_finegrained1_TQ9630.pt,8,160,185,1,1,1.90624,0.029785,0.15737274000000004
conv-bn-relu_finegrained1_QAWV9A.pt,8,119,149,1,1,1.14432,0.01788,0.09510886000000002
conv-bn-relu_finegrained1_1WR004.pt,8,127,159,1,1,1.302528,0.020352,0.09179439999999998
conv-bn-relu_finegrained1_VCA467.pt,8,164,193,1,1,2.03808,0.031845,0.10969188
conv-bn-relu_finegrained1_YGK3XE.pt,8,167,124,1,1,1.333248,0.020832,0.09744818000000001
conv-bn-relu_finegrained1_27GVM5.pt,8,130,89,1,1,0.746176,0.011659,0.14971382
conv-bn-relu_finegrained1_MJW18X.pt,8,177,186,1,1,2.118912,0.033108,0.0988706
conv-bn-relu_finegrained1_O3GZWR.pt,8,104,114,1,1,0.76608,0.01197,0.09716671999999998
conv-bn-relu_finegrained1_A3WYE7.pt,8,213,129,1,1,1.766784,0.027606,0.19298274000000004
conv-bn-relu_finegrained1_C1U13A.pt,28,691,114,1,1,61.848192,0.078888,0.9297338599999994
conv-bn-relu_finegrained1_JH1W5T.pt,28,643,70,1,1,35.34272,0.04508,0.31810395999999996
