model_path,HW,CIN,COUT,KERNEL_SIZE,POOL_STRIDES,latency
avgpool_prior_1GRSHO.pt,224,201,201,3,2,2.3656262
avgpool_prior_QX1YTC.pt,112,508,508,3,2,2.3333608200000002
avgpool_prior_DUXWAU.pt,28,133,133,2,2,0.18750954000000003
avgpool_prior_8YXFPP.pt,112,237,237,3,2,1.5272511999999994
avgpool_prior_G3DD4F.pt,14,98,98,2,2,0.10021047999999996
avgpool_prior_1BX633.pt,112,188,188,3,2,1.3853176599999997
avgpool_prior_I6OGLK.pt,28,842,842,2,2,0.6582832599999997
avgpool_prior_HUJOCW.pt,112,193,193,2,2,1.1907659800000001
avgpool_prior_YP3HGH.pt,14,509,509,2,2,0.22834666000000006
avgpool_prior_U6P294.pt,28,71,71,2,2,0.12178982
avgpool_prior_F5W9D6.pt,28,239,239,2,2,0.36684473999999995
avgpool_prior_OGZENO.pt,14,248,248,2,2,0.11641192
avgpool_prior_99O6UH.pt,28,58,58,2,2,0.11349036
avgpool_prior_4391BU.pt,14,243,243,3,2,0.12440392000000002
avgpool_prior_8RWNWC.pt,28,233,233,2,1,0.7400985
avgpool_prior_XBVWIO.pt,56,149,149,3,2,0.5144835200000001
avgpool_prior_EB5M09.pt,224,246,246,2,2,2.58526334
avgpool_prior_0CYU2D.pt,14,493,493,3,1,0.7324141200000003
avgpool_prior_RC31GF.pt,56,838,838,3,2,1.6187467199999999
avgpool_prior_M7PYUW.pt,14,511,511,2,1,0.47928872
avgpool_prior_QCXKU6.pt,14,832,832,3,2,0.25066813999999993
avgpool_prior_BF1QQ2.pt,14,511,511,3,2,0.18195032
avgpool_prior_7GRRX5.pt,112,506,506,2,2,1.7042568000000002
avgpool_prior_FUTNK4.pt,14,142,142,3,2,0.11109388000000003
avgpool_prior_H8U5V7.pt,112,246,246,2,2,1.66841296
avgpool_prior_AGR9F4.pt,112,101,101,2,2,1.0986658600000003
avgpool_prior_BJBR0B.pt,14,44,44,3,2,0.08065404000000001
avgpool_prior_ZMFGFN.pt,224,52,52,3,2,1.3382383999999998
avgpool_prior_ZJ2GPE.pt,224,185,185,2,1,8.051961
avgpool_prior_5XN5L2.pt,14,63,63,2,2,0.10277729999999996
avgpool_prior_XU388S.pt,56,513,513,2,2,1.1924518599999998
avgpool_prior_5ANUQ6.pt,112,838,838,2,2,2.35699904
avgpool_prior_TV55A0.pt,28,506,506,2,2,0.45702528000000003
avgpool_prior_RIJQGJ.pt,112,29,29,2,1,1.0954608799999999
avgpool_prior_W8IFJ0.pt,112,498,498,2,2,1.6636902
avgpool_prior_M11EZT.pt,56,502,502,2,1,1.66004768
avgpool_prior_W5J7K6.pt,56,65,65,3,2,0.30277372
avgpool_prior_36MLAT.pt,224,58,58,2,2,1.4581364599999995
avgpool_prior_I1V89T.pt,56,31,31,2,2,0.16522080000000006
avgpool_prior_1MUSA9.pt,14,840,840,3,2,0.07259818000000001
avgpool_prior_JLKFEW.pt,112,60,60,3,1,1.4803418400000001
avgpool_prior_WJETDO.pt,14,383,383,3,2,0.1532856
avgpool_prior_YYCLAP.pt,56,505,505,3,2,1.5225979400000003
avgpool_prior_K3VBS9.pt,56,830,830,3,2,1.36642102
avgpool_prior_KTI22Q.pt,28,69,69,2,2,0.12108363999999998
avgpool_prior_V24W1Y.pt,14,494,494,2,1,0.6691783400000001
avgpool_prior_JHYOII.pt,14,68,68,3,2,0.08816898000000004
avgpool_prior_7EDDRP.pt,14,51,51,2,2,0.08673462000000003
avgpool_prior_Q4JOU0.pt,112,493,493,2,2,1.43756546
avgpool_prior_XMPVW2.pt,224,54,54,3,2,0.55501148
avgpool_prior_FP29ZA.pt,224,497,497,2,1,21.15824834
avgpool_prior_4YRYC2.pt,112,55,55,3,2,0.73895158
avgpool_prior_ZFBGXG.pt,112,96,96,2,2,1.0259527000000002
avgpool_prior_8TJCL7.pt,56,44,44,2,2,0.1990178
avgpool_prior_NOSH3W.pt,14,128,128,3,1,0.22390223999999997
avgpool_prior_RN4EAT.pt,14,81,81,3,2,0.08686384
avgpool_prior_OM6D6L.pt,112,477,477,3,2,1.8265743999999995
avgpool_prior_NVWMYD.pt,14,240,240,2,1,0.2609550199999999
avgpool_prior_65B3CB.pt,112,49,49,3,2,0.5813048799999999
avgpool_prior_K5WRKC.pt,28,464,464,3,2,0.4636690000000001
avgpool_prior_XUD8PA.pt,56,52,52,2,2,0.24736529999999998
avgpool_prior_IZX2GV.pt,112,506,506,3,2,1.64949256
avgpool_prior_14D0AC.pt,112,523,523,2,2,1.8986170999999998
avgpool_prior_TC9WOA.pt,56,52,52,2,2,0.25891362000000007
avgpool_prior_CTUN5M.pt,224,249,249,2,1,10.828962279999999
avgpool_prior_JD1ADM.pt,14,501,501,2,2,0.24141700000000005
avgpool_prior_O800WI.pt,112,230,230,3,2,1.6103562199999997
avgpool_prior_NU2HM9.pt,14,194,194,3,2,0.12901698
avgpool_prior_FLX3ZF.pt,14,27,27,3,2,0.07947111999999998
avgpool_prior_SCO971.pt,56,849,849,2,2,1.2707693200000005
avgpool_prior_R6CZJS.pt,112,80,80,2,2,0.99897582
avgpool_prior_LUAKPI.pt,14,235,235,3,2,0.11372946000000002
avgpool_prior_8AGEH6.pt,112,513,513,2,2,1.6310360600000007
avgpool_prior_4EEOVP.pt,112,182,182,3,2,1.3785657800000004
avgpool_prior_MDI3L6.pt,14,362,362,3,2,0.14148266000000004
avgpool_prior_OD3T20.pt,28,509,509,2,2,0.4135479
avgpool_prior_ODNABT.pt,112,51,51,3,2,0.6988399600000001
avgpool_prior_HTL9Z6.pt,28,847,847,3,2,1.0066789400000002
avgpool_prior_495QUY.pt,28,56,56,2,1,0.28524738000000005
avgpool_prior_XWEEWR.pt,112,71,71,2,2,1.0072998200000003
avgpool_prior_Y37NBF.pt,14,85,85,2,2,0.08901473999999997
avgpool_prior_3MTYBN.pt,28,49,49,3,1,0.3434814999999999
avgpool_prior_RK89AA.pt,56,504,504,2,2,1.21923584
avgpool_prior_9M1DJR.pt,56,72,72,2,1,0.9176465400000002
avgpool_prior_VJJXV5.pt,14,510,510,3,2,0.23157022000000002
avgpool_prior_O3LMOA.pt,56,179,179,3,2,0.6677668600000001
avgpool_prior_K1LA98.pt,14,62,62,2,2,0.08686347999999999
avgpool_prior_MFUTAU.pt,14,369,369,2,2,0.14542447999999994
avgpool_prior_I0VY3R.pt,112,56,56,2,2,0.66590034
avgpool_prior_P339SI.pt,112,1053,1053,2,2,3.17737504
avgpool_prior_774W6Z.pt,112,479,479,2,1,4.56705328
avgpool_prior_KW9F4F.pt,56,237,237,2,1,1.1151141199999999
avgpool_prior_OXJ2SD.pt,14,504,504,2,2,0.22346177999999997
avgpool_prior_GWF7JV.pt,112,496,496,2,2,1.7610883000000004
avgpool_prior_144AYK.pt,28,503,503,2,2,0.5106169
avgpool_prior_H9ZYXM.pt,112,56,56,2,2,0.9033930800000002
avgpool_prior_P8ISVL.pt,112,518,518,3,2,1.8466985600000003
avgpool_prior_E5MM5B.pt,224,488,488,2,2,5.08007718
avgpool_prior_TYO8OS.pt,28,510,510,2,2,0.45482138000000005
avgpool_prior_N36CJ5.pt,28,495,495,2,2,0.53647214
avgpool_prior_GZQ009.pt,56,41,41,3,2,0.31547422
avgpool_prior_SEJ3QW.pt,28,240,240,2,2,0.3829538400000002
avgpool_prior_V4Q4VC.pt,112,70,70,2,2,0.92753586
avgpool_prior_C348C8.pt,14,68,68,3,2,0.08964869999999997
avgpool_prior_PZXU9N.pt,14,501,501,3,2,0.17732949999999995
avgpool_prior_IGMZCP.pt,224,255,255,2,2,2.8179007600000006
avgpool_prior_7JF48K.pt,112,1037,1037,2,2,3.0379388599999992
avgpool_prior_Z5S9MW.pt,56,52,52,2,2,0.21012982000000002
avgpool_prior_608UU6.pt,56,128,128,3,2,0.45008069999999994
avgpool_prior_TEAYHS.pt,112,489,489,3,2,1.963272119999999
avgpool_prior_7TCZNJ.pt,112,463,463,2,2,1.6751024399999996
avgpool_prior_9LGUSY.pt,112,498,498,3,1,5.36378672
avgpool_prior_TVVE2K.pt,56,503,503,2,2,0.8607340999999997
avgpool_prior_YMKHAK.pt,56,494,494,3,2,1.29360624
avgpool_prior_KJG6HC.pt,28,134,134,3,2,0.17582876000000006
avgpool_prior_9LVLAT.pt,56,496,496,2,2,1.1478547000000001
avgpool_prior_BMLAEE.pt,56,129,129,2,2,0.41492028000000014
avgpool_prior_3NI3KD.pt,28,54,54,2,2,0.10908807999999999
avgpool_prior_PGMG5F.pt,112,135,135,2,2,1.17966614
avgpool_prior_9S9R3Q.pt,14,91,91,3,2,0.09385996
avgpool_prior_RFZ4HU.pt,14,491,491,2,2,0.1885524
avgpool_prior_VQMQH9.pt,14,490,490,3,2,0.26261372
avgpool_prior_WT751P.pt,14,193,193,2,2,0.10624030000000002
avgpool_prior_Y0BAAH.pt,112,57,57,3,2,0.7657833000000004
avgpool_prior_HTI157.pt,28,134,134,3,2,0.18439032
avgpool_prior_1GGJ68.pt,28,242,242,2,2,0.2659637399999999
avgpool_prior_I9O6TM.pt,14,253,253,3,2,0.1253351
avgpool_prior_1QBQXP.pt,14,146,146,3,2,0.10211652
avgpool_prior_Y6CSN4.pt,14,507,507,2,2,0.16346922
avgpool_prior_5ZL76W.pt,224,464,464,3,2,5.51546266
avgpool_prior_X6OCGX.pt,28,145,145,2,2,0.18030252000000002
avgpool_prior_D4NIH2.pt,28,64,64,3,2,0.12197272000000002
avgpool_prior_C0DZPY.pt,28,495,495,3,2,0.44113144
avgpool_prior_JHPVRZ.pt,112,54,54,3,2,0.9988295799999999
avgpool_prior_22JQGY.pt,112,55,55,2,2,0.9726193400000004
avgpool_prior_V3U19Q.pt,56,513,513,2,2,1.2422312200000003
avgpool_prior_65FYYY.pt,56,55,55,2,2,0.3507985800000001
avgpool_prior_UKP27K.pt,28,63,63,2,2,0.11489924000000004
avgpool_prior_IAHGO8.pt,56,56,56,2,2,0.2301569
avgpool_prior_F4X3PA.pt,112,492,492,3,2,1.87951384
avgpool_prior_HW2BNF.pt,28,51,51,3,2,0.10952067999999997
avgpool_prior_1NQMDK.pt,14,244,244,2,2,0.11361384000000001
avgpool_prior_ZBUIWN.pt,14,507,507,2,2,0.16757382000000004
avgpool_prior_NDPYHT.pt,28,140,140,3,2,0.18467034000000004
avgpool_prior_0SAHKZ.pt,28,506,506,3,1,1.24514124
avgpool_prior_SPHF2N.pt,14,253,253,3,1,0.29322886
avgpool_prior_OUPT04.pt,112,56,56,2,2,0.663501
avgpool_prior_O1T9ZK.pt,14,140,140,3,2,0.09953618
avgpool_prior_4NG5X0.pt,56,43,43,2,1,0.5776785799999999
avgpool_prior_1GDRFV.pt,14,98,98,2,2,0.08218146000000003
avgpool_prior_TQXU05.pt,14,508,508,3,2,0.17513170000000006
avgpool_prior_UQIDIO.pt,56,244,244,2,2,0.72400172
avgpool_prior_3KQ34C.pt,14,200,200,3,1,0.25977421999999994
avgpool_prior_JCH7ZV.pt,28,495,495,2,2,0.46280459999999995
avgpool_prior_QZ7QTS.pt,56,62,62,3,2,0.25286699999999995
avgpool_prior_BXHXTT.pt,56,75,75,3,2,0.4128906199999998
avgpool_prior_FYTO2T.pt,112,63,63,3,2,0.9665563399999998
avgpool_prior_2QACW0.pt,112,496,496,3,2,1.8119750799999996
avgpool_prior_HDOBWM.pt,14,839,839,3,2,0.25047336
avgpool_prior_K39UVS.pt,28,68,68,3,2,0.12729552000000002
avgpool_prior_G7S7Y7.pt,224,50,50,3,2,1.500594200000001
avgpool_prior_F364L5.pt,112,507,507,2,2,1.5896713600000008
avgpool_prior_OKC6RK.pt,14,491,491,3,2,0.16633225999999998
avgpool_prior_8JP7QA.pt,14,494,494,3,2,0.25665756
avgpool_prior_67CSCZ.pt,112,503,503,3,2,1.8327847200000003
avgpool_prior_XR0TAB.pt,14,236,236,2,2,0.11480006000000004
avgpool_prior_JUCSFA.pt,28,189,189,3,2,0.34853442000000007
avgpool_prior_F4LFJ8.pt,28,833,833,3,2,1.008574
avgpool_prior_72OFA0.pt,224,490,490,2,2,5.067959239999999
avgpool_prior_VRBM7Q.pt,14,57,57,3,2,0.08495600000000002
avgpool_prior_A7FY7C.pt,14,510,510,3,1,0.55669234
avgpool_prior_FVZ1OW.pt,56,68,68,3,2,0.30838588
avgpool_prior_UF29ZS.pt,224,129,129,3,2,1.7580141800000002
avgpool_prior_5INCK4.pt,56,77,77,2,2,0.4812881799999998
avgpool_prior_FF2X6F.pt,112,237,237,3,1,2.53849668
avgpool_prior_4MIQH9.pt,14,59,59,3,2,0.08692099999999998
avgpool_prior_N19XLL.pt,112,75,75,2,2,1.0513119599999998
avgpool_prior_LCSZ64.pt,14,498,498,2,2,0.24478182000000004
avgpool_prior_V8BKCD.pt,56,64,64,3,2,0.27194208
avgpool_prior_DAOEQH.pt,112,504,504,3,1,5.252204700000001
avgpool_prior_6NK20E.pt,28,494,494,3,2,0.6533622600000001
avgpool_prior_STQBKN.pt,56,43,43,3,2,0.20015605999999994
avgpool_prior_ULA230.pt,112,144,144,3,2,1.3619175
avgpool_prior_J1NZR3.pt,56,476,476,3,2,1.2448276599999997
avgpool_prior_H3OWT9.pt,112,831,831,3,2,2.3506774000000004
avgpool_prior_O19BL3.pt,56,63,63,2,1,0.80780532
avgpool_prior_3UM248.pt,112,92,92,3,2,1.2003364999999997
avgpool_prior_VWJNWH.pt,56,69,69,3,2,0.32982547999999995
avgpool_prior_GY966C.pt,14,72,72,3,2,0.08728369999999998
avgpool_prior_PY4DDZ.pt,112,499,499,3,2,1.7922447400000001
avgpool_prior_3AKJ97.pt,112,67,67,2,2,0.8273528399999998
avgpool_prior_HOGCOP.pt,28,490,490,3,2,0.64674112
avgpool_prior_Q8UDL4.pt,14,506,506,2,2,0.2510061
avgpool_prior_1G6TH2.pt,56,63,63,2,1,0.75257458
avgpool_prior_IPX42L.pt,112,496,496,2,2,1.7806407000000006
avgpool_prior_CPYSSI.pt,224,134,134,2,1,4.93356348
avgpool_prior_LBUA17.pt,112,493,493,3,2,1.7917765600000002
avgpool_prior_4QCMHZ.pt,28,241,241,2,2,0.30204718
avgpool_prior_MWX8YI.pt,56,201,201,2,2,0.6717042199999997
avgpool_prior_60XF3C.pt,14,129,129,3,2,0.09957652
avgpool_prior_7NER5G.pt,224,71,71,2,2,1.4518894199999999
avgpool_prior_Y8O1C3.pt,14,50,50,3,2,0.08558168000000001
avgpool_prior_J03AWE.pt,28,378,378,3,2,0.4230564199999998
avgpool_prior_VFUKQ9.pt,28,46,46,2,2,0.10604059999999998
avgpool_prior_32R697.pt,28,845,845,2,1,1.36790074
avgpool_prior_4HUJFH.pt,112,94,94,2,2,1.0472576200000003
avgpool_prior_0VSN2P.pt,56,65,65,3,2,0.27153346
avgpool_prior_OFXJLE.pt,112,247,247,2,2,1.512658
avgpool_prior_3MR2BC.pt,14,187,187,3,2,0.10981617999999996
avgpool_prior_AOQ6ZQ.pt,112,510,510,3,2,1.9312754599999993
avgpool_prior_TGOT17.pt,112,837,837,3,2,2.39350178
avgpool_prior_TQA97C.pt,28,60,60,2,1,0.35961388
avgpool_prior_OPPINA.pt,112,150,150,3,2,0.8344300200000001
avgpool_prior_L4RHQZ.pt,14,248,248,3,1,0.30615746
avgpool_prior_69H6RT.pt,14,185,185,2,2,0.15004404
avgpool_prior_YBYZJK.pt,56,491,491,2,2,1.1813639800000002
avgpool_prior_KF89DS.pt,56,185,185,3,1,1.33580318
avgpool_prior_D6RTVI.pt,14,42,42,3,2,0.08354738
avgpool_prior_7N0U0C.pt,224,195,195,3,2,2.3209568200000006
avgpool_prior_WLGLL7.pt,28,828,828,3,2,0.8078162000000002
avgpool_prior_6X2XZV.pt,56,833,833,3,2,1.4384635599999995
avgpool_prior_V2YMQ8.pt,28,238,238,3,1,0.80204482
avgpool_prior_MECYI7.pt,28,63,63,2,2,0.11835513999999998
avgpool_prior_EZ2DLH.pt,112,490,490,3,2,1.7847077200000008
avgpool_prior_Z4C61N.pt,112,59,59,2,1,1.3473934000000005
avgpool_prior_T863Z3.pt,14,245,245,2,2,0.11386622000000003
avgpool_prior_OM3NFK.pt,224,233,233,2,2,2.4898241999999993
avgpool_prior_YLWC73.pt,14,75,75,2,2,0.08691097999999998
avgpool_prior_56H5VJ.pt,28,367,367,3,2,0.35404354
avgpool_prior_1VCSG9.pt,28,247,247,3,2,0.2602956399999999
avgpool_prior_KRTQE5.pt,112,499,499,2,2,1.7905958600000007
avgpool_prior_XLKBWD.pt,56,40,40,2,2,0.20410778000000004
avgpool_prior_RG9YIT.pt,112,539,539,2,2,1.7874593800000005
avgpool_prior_ZJHTVD.pt,56,489,489,3,2,1.3113777999999996
avgpool_prior_ZAQ1GM.pt,28,508,508,2,2,0.5535619000000002
avgpool_prior_UVFBZQ.pt,28,495,495,2,1,1.1962021600000003
avgpool_prior_BXGES3.pt,28,513,513,2,2,0.59378398
avgpool_prior_XIA1NT.pt,112,75,75,2,2,0.9555552399999996
avgpool_prior_BVNHVD.pt,14,201,201,3,2,0.08051779999999999
avgpool_prior_ABR1KZ.pt,56,185,185,3,2,0.19187058
avgpool_prior_U1Q1GX.pt,112,498,498,3,1,5.2009505
avgpool_prior_XD9BN0.pt,112,505,505,3,2,1.6632585200000005
avgpool_prior_GEB7ET.pt,28,230,230,2,1,0.7144839000000003
avgpool_prior_73V64A.pt,112,499,499,3,2,1.80722708
avgpool_prior_38WTJF.pt,28,84,84,2,2,0.13020428
avgpool_prior_NPRL62.pt,28,69,69,3,2,0.12710598000000004
avgpool_prior_9JMNFP.pt,14,232,232,3,2,0.12101428000000002
avgpool_prior_2P9O0R.pt,112,151,151,3,1,1.7416689000000003
avgpool_prior_KGVYTV.pt,14,510,510,2,1,0.44997654000000026
avgpool_prior_FM5ZTW.pt,14,63,63,3,1,0.12202468
avgpool_prior_8SRK7O.pt,112,230,230,3,2,1.64583334
avgpool_prior_VN52R6.pt,224,502,502,2,2,5.299009340000001
avgpool_prior_6HLJ5N.pt,56,33,33,3,2,0.27544380000000007
avgpool_prior_W8VVJL.pt,28,62,62,2,2,0.11531317999999996
avgpool_prior_RJKXDB.pt,14,240,240,2,1,0.25990196000000004
avgpool_prior_4W83PT.pt,112,244,244,2,2,1.27858484
avgpool_prior_QZSEJE.pt,112,491,491,2,2,1.5068830200000003
avgpool_prior_SXZFWY.pt,56,497,497,3,1,1.5245456200000005
avgpool_prior_9DR4TU.pt,28,240,240,2,2,0.23578052
avgpool_prior_OKVBZG.pt,112,847,847,3,2,2.601401599999999
avgpool_prior_M7FMPC.pt,112,371,371,3,2,1.5606770000000003
avgpool_prior_D8TA3Q.pt,112,512,512,3,2,1.9265411600000004
avgpool_prior_APIOU3.pt,224,67,67,2,1,2.5835070599999996
avgpool_prior_ONQNJZ.pt,14,255,255,2,2,0.1527219
avgpool_prior_TZ9K39.pt,14,62,62,2,2,0.08547048
avgpool_prior_5XG5SD.pt,14,138,138,2,2,0.09807488000000002
avgpool_prior_BUPUA6.pt,112,491,491,3,2,1.6010131599999995
avgpool_prior_TWZPET.pt,14,256,256,2,2,0.11669035999999998
avgpool_prior_IOPUOA.pt,112,150,150,3,2,1.3659120000000002
avgpool_prior_JPZ6PG.pt,28,100,100,2,1,0.39896674000000004
avgpool_prior_SNDPN9.pt,112,237,237,2,2,1.31032268
avgpool_prior_F4PN40.pt,112,51,51,3,2,0.9302102199999999
avgpool_prior_9ME26V.pt,14,67,67,2,2,0.08549846
avgpool_prior_KJTVNO.pt,14,192,192,3,2,0.10728829999999999
avgpool_prior_76C4QA.pt,28,190,190,2,2,0.19850748000000004
avgpool_prior_P32URW.pt,112,27,27,3,2,0.46520192
avgpool_prior_79B2FY.pt,112,245,245,3,1,2.62799244
avgpool_prior_IBRPS4.pt,14,230,230,3,1,0.25269402
avgpool_prior_A69R3M.pt,56,140,140,3,2,0.48366108
avgpool_prior_ERWUYL.pt,28,73,73,2,2,0.11574448000000002
avgpool_prior_FHHBMP.pt,112,494,494,2,2,1.7470284999999999
avgpool_prior_RK6BUK.pt,112,146,146,3,1,1.6199511400000004
avgpool_prior_YQ9RYW.pt,112,66,66,2,2,0.7707777799999996
avgpool_prior_4204ZK.pt,56,488,488,3,2,1.3067424
avgpool_prior_2T1MYX.pt,28,192,192,2,2,0.20330158000000004
avgpool_prior_3VULJC.pt,14,146,146,2,1,0.18281858
avgpool_prior_KFTVYJ.pt,112,64,64,2,2,0.7987021400000001
avgpool_prior_0BW04Z.pt,112,71,71,2,2,1.0066701599999996
avgpool_prior_FP8Y9U.pt,112,472,472,2,2,1.8017877399999995
avgpool_prior_11BGMY.pt,112,74,74,2,2,0.4189665999999999
avgpool_prior_Y45V4F.pt,112,464,464,3,2,1.56269928
avgpool_prior_YPXFJ5.pt,28,86,86,2,2,0.16679915999999997
avgpool_prior_A29CEK.pt,56,181,181,2,2,0.61786916
avgpool_prior_GQ6XQN.pt,56,197,197,3,2,0.7466442599999997
avgpool_prior_73HVLL.pt,56,94,94,2,2,0.3565386400000002
avgpool_prior_LRMDC7.pt,112,190,190,3,1,1.9858723999999994
avgpool_prior_T7PUF8.pt,112,825,825,3,1,9.794893380000001
avgpool_prior_6650D8.pt,14,489,489,3,2,0.18491369999999996
avgpool_prior_YEZMSZ.pt,224,60,60,3,2,1.3915271599999994
avgpool_prior_YVZHUN.pt,14,238,238,2,2,0.12044584000000003
avgpool_prior_1M1FZM.pt,14,151,151,2,2,0.13074088000000003
avgpool_prior_E9FTSS.pt,112,824,824,3,2,2.4633769400000003
avgpool_prior_JPW2J2.pt,14,490,490,3,2,0.19725402
avgpool_prior_O8OBTP.pt,112,59,59,2,1,1.3047497
avgpool_prior_05SI60.pt,112,50,50,2,1,1.4252814000000003
avgpool_prior_HDBG2K.pt,14,513,513,3,2,0.19097014
avgpool_prior_XB9SFR.pt,14,506,506,3,1,0.52906352
avgpool_prior_LAAOJH.pt,14,134,134,3,2,0.12163556
avgpool_prior_7W1REX.pt,56,31,31,2,2,0.15774738
avgpool_prior_3FTS4R.pt,224,64,64,3,2,1.4151574200000008
avgpool_prior_ETJ4LX.pt,28,244,244,2,2,0.26391396
avgpool_prior_8B278T.pt,112,37,37,2,1,1.1755197
avgpool_prior_PJKEMU.pt,56,142,142,3,2,0.7660382800000001
avgpool_prior_OK1GI4.pt,28,185,185,2,1,0.6791931600000001
avgpool_prior_LYRKU9.pt,56,829,829,3,2,1.3827514800000003
avgpool_prior_6IDDVU.pt,112,67,67,2,2,0.79123582
avgpool_prior_WTHJ0T.pt,14,132,132,3,2,0.10049085999999997
avgpool_prior_G0S5Z8.pt,28,74,74,3,2,0.13979719999999993
avgpool_prior_O213MY.pt,28,152,152,3,2,0.21105848000000002
avgpool_prior_9N7K7S.pt,112,29,29,2,1,1.1290151800000001
avgpool_prior_TLT9BS.pt,56,179,179,3,2,0.7750640599999998
avgpool_prior_822O35.pt,224,144,144,2,2,1.70102906
avgpool_prior_8U3VU1.pt,28,134,134,3,2,0.19143791999999998
avgpool_prior_PI1QAX.pt,112,54,54,2,2,0.6878081400000002
avgpool_prior_2C2QGM.pt,224,484,484,3,2,5.4254576199999995
avgpool_prior_DYKDPT.pt,14,489,489,3,2,0.16379643999999996
avgpool_prior_IRUR7A.pt,112,505,505,2,1,4.75893976
avgpool_prior_1CVGZ3.pt,224,67,67,3,2,1.48358062
avgpool_prior_APR7NP.pt,112,255,255,3,2,1.44765638
avgpool_prior_MQ29R6.pt,56,57,57,2,1,0.6950929399999999
avgpool_prior_B9PVUK.pt,14,490,490,3,1,0.4755695799999998
avgpool_prior_RCMWRP.pt,224,478,478,2,2,5.01402382
avgpool_prior_H5DYQR.pt,14,249,249,3,2,0.12026852000000003
avgpool_prior_W7LYUH.pt,28,252,252,2,2,0.32060688000000004
avgpool_prior_SAWSF4.pt,14,373,373,3,2,0.14564770000000002
avgpool_prior_2JRV79.pt,56,195,195,3,2,0.7538774600000002
avgpool_prior_7MIZSA.pt,112,511,511,2,1,4.824208299999999
avgpool_prior_7WN4UG.pt,112,243,243,2,2,1.3107395
avgpool_prior_NMUGNX.pt,112,503,503,3,2,1.8022158000000004
avgpool_prior_90PIYY.pt,28,73,73,2,1,0.09871053999999999
avgpool_prior_WLJMHP.pt,28,829,829,2,2,0.8899611399999999
avgpool_prior_0PNV8W.pt,224,238,238,2,2,2.627615159999999
avgpool_prior_97LBWL.pt,14,247,247,2,2,0.14366519999999997
avgpool_prior_T7430J.pt,14,1039,1039,2,1,1.01502052
avgpool_prior_H4LHCJ.pt,14,44,44,3,1,0.10854057999999997
avgpool_prior_5OBGB3.pt,112,843,843,3,2,2.5588516400000003
avgpool_prior_HIO0K5.pt,14,60,60,2,1,0.11850592000000003
avgpool_prior_ZUWXMU.pt,14,128,128,3,2,0.09898505999999997
avgpool_prior_8K0ISD.pt,112,825,825,3,2,2.5501789600000007
avgpool_prior_9BTOB8.pt,28,192,192,2,2,0.17406813999999998
avgpool_prior_LTZTGV.pt,224,240,240,3,1,11.233123280000003
avgpool_prior_KSNBYL.pt,28,828,828,2,2,0.80245176
avgpool_prior_L9N8XH.pt,224,488,488,3,1,22.549225859999993
avgpool_prior_NKDEBV.pt,28,231,231,2,2,0.23200936000000005
avgpool_prior_YME2JR.pt,28,1051,1051,2,2,1.01121024
avgpool_prior_NOB9N6.pt,112,248,248,3,2,1.7154266400000007
avgpool_prior_SNU8XF.pt,14,475,475,2,2,0.15664915999999998
avgpool_prior_UDU0KN.pt,112,53,53,2,1,1.4728663399999993
avgpool_prior_GXEMUU.pt,14,64,64,3,2,0.08699749999999998
avgpool_prior_P218UI.pt,224,838,838,3,2,10.819031820000003
avgpool_prior_HT0SMW.pt,112,513,513,2,2,1.8519424599999998
avgpool_prior_MNL8U3.pt,56,254,254,3,2,0.62726476
avgpool_prior_KLYS26.pt,14,835,835,3,2,0.3297049600000001
avgpool_prior_SW574Y.pt,14,67,67,2,2,0.08496094000000001
avgpool_prior_PG792Z.pt,112,495,495,3,2,1.6119454200000007
avgpool_prior_5BMB7K.pt,14,232,232,3,1,0.25305516
avgpool_prior_I95CVX.pt,14,192,192,3,2,0.11092328000000004
avgpool_prior_CN9D0K.pt,56,65,65,3,2,0.26339976
avgpool_prior_CFSJ8U.pt,14,59,59,3,2,0.08465143999999998
avgpool_prior_Y4VJGK.pt,14,150,150,2,2,0.10096936000000004
avgpool_prior_CMEXT8.pt,112,503,503,2,2,1.7347539200000002
avgpool_prior_L988C7.pt,112,64,64,3,2,1.1140363199999996
avgpool_prior_N8U3QU.pt,14,250,250,3,2,0.12224650000000002
avgpool_prior_L4BH24.pt,56,98,98,2,2,0.46075141999999986
avgpool_prior_UVMFLL.pt,14,242,242,2,2,0.11560607999999999
avgpool_prior_1QCJHN.pt,56,254,254,3,1,1.7755304600000001
avgpool_prior_JOCNHP.pt,112,484,484,2,2,1.60403318
avgpool_prior_R3LKFI.pt,28,848,848,3,2,0.9887490399999996
avgpool_prior_59H9G0.pt,14,72,72,2,2,0.08843318000000001
avgpool_prior_3BAL10.pt,112,504,504,3,2,1.9745579999999996
avgpool_prior_UM1VNR.pt,112,250,250,2,1,2.32781848
avgpool_prior_F2TRV7.pt,14,256,256,2,2,0.16496126
avgpool_prior_H05LB3.pt,112,512,512,2,2,1.8548294799999994
avgpool_prior_F36XVQ.pt,112,847,847,2,2,2.2547717599999997
avgpool_prior_NEQ7BX.pt,56,66,66,3,2,0.4575212599999999
avgpool_prior_RJRZEZ.pt,112,839,839,2,2,2.4338964399999994
avgpool_prior_J5ULY9.pt,112,74,74,2,2,0.8668993599999999
avgpool_prior_L0VMNG.pt,112,231,231,3,2,1.3732669600000003
avgpool_prior_TEAODI.pt,224,1045,1045,3,2,12.741572840000002
