feature0,feature1,feature2,feature3,True,Pred,Error
3940,4031,15.8841555,31.768311,2.07283714,1.6151547638378367,0.2207999689556716
813,1000,0.8135,1.627,0.12166242000000003,0.1223545834594588,0.005689213312202388
2247,1000,2.2475,4.495,0.20934185999999996,0.269398810702703,0.2868845757972297
3732,4087,15.2547275,30.509455,1.4916225600000002,1.4975977302162142,0.004005819150532341
4139,4071,16.8519045,33.703809,1.6359898999999996,1.797607033783793,0.09878858896610153
24535,1000,24.5355,49.071,2.4194064,2.7023084295315343,0.11693034685348194
3814,1065,4.0624425,8.124885,0.40809156000000013,0.3977654425765754,0.02530343294388324
1033,4047,4.1825745,8.365149,0.4287983800000001,0.3996835851351329,0.06789856543969959
4155,4040,16.78822,33.57644,1.90338626,1.7809181422702796,0.06434223063568843
4096,4025,16.4884125,32.976825,1.6660439399999998,1.6478961366486458,0.010892751935074427
3886,4037,15.6898005,31.379601,1.4994667799999997,1.5834587235135185,0.056014541058067864
2121,1035,2.1957525,4.391505,0.19756864,0.26750588902702743,0.3539896262232075
24847,4080,101.3778,202.7556,9.998438340000002,9.999015885459452,5.7763566650137446e-05
24716,1023,25.2849795,50.569959,2.7550608199999997,2.6163077724324237,0.05036297077738415
3769,1000,3.7695,7.539,0.37641568,0.3831740368468481,0.017954504038854367
3594,1000,3.5945,7.189,0.3971108599999999,0.41590481059253515,0.04732671021017973
3964,1055,4.1825475,8.365095,0.4401019999999998,0.4384928777567556,0.0036562484225116485
3664,1000,3.6645,7.329,0.37398355999999994,0.402295775567569,0.07570443889985186
4165,1006,4.190493,8.380986,0.47043206,0.4271259508765763,0.09205603275300518
2222,1000,2.2225,4.445,0.26363358,0.26862475929729646,0.018932259302083133
630,4048,2.552264,5.104528,0.34275572000000004,0.3130262978378385,0.08673647273388045
1109,1071,1.1882745,2.376549,0.1324103,0.14599689583783737,0.10260981085185489
3907,1000,3.9075,7.815,0.3415113,0.33216204222882906,0.027376130075845103
3917,1063,4.1643025,8.328605,0.42553428000000004,0.40316889081081014,0.05255837247516204
24732,1000,24.7325,49.465,2.68516534,2.8671974911892013,0.06779178491451894
651,1000,0.6515,1.303,0.13931988000000003,0.12345152718918909,0.11389869709054404
4072,1000,4.0725,8.145,0.3385726000000001,0.4257816684942112,0.2575786359977477
3608,4092,14.765982,29.531964,1.41545414,1.4874395365945936,0.05085674947730456
9362,1022,9.568475,19.13695,0.7925618199999999,0.8143995364324335,0.027553328814695615
4128,1069,4.4133665,8.826733,0.46383997999999993,0.4218598992972963,0.0905055245619484
1953,1000,1.9535,3.907,0.23531338000000004,0.23355794848648626,0.007459973221725804
2144,1000,2.1445,4.289,0.28065688,0.2741567671999982,0.023160354380059343
4008,4022,16.122187,32.244374,1.5237881799999997,1.7390093881621624,0.14124089619999727
24530,1000,24.5305,49.061,2.73856414,2.449905440810804,0.1054051263481438
3880,1000,3.8805,7.761,0.36345472000000006,0.44376269971171245,0.2209573168061
4138,1038,4.295763,8.591526,0.39693815999999993,0.44876080227027165,0.13055595932190478
930,4053,3.7713165,7.542633,0.41049446,0.38574113194594556,0.060301247558991286
3673,4081,14.9915535,29.983107,1.4826045999999997,1.4902363166486474,0.005147506387507298
24632,1000,24.6325,49.265,2.782749159999999,2.82765420657659,0.016136936530991897
2097,1007,2.1121825,4.224365,0.20652443999999995,0.2549578047027025,0.23451638315882894
3700,1066,3.944733,7.889466,0.40344618,0.4089505910090072,0.013643482778811356
640,1014,0.649467,1.298934,0.12760232000000002,0.12439534945945957,0.025132541011326823
24683,1059,26.1398265,52.279653,2.9059207000000002,2.7468539797162146,0.054738837258630504
1132,1029,1.1653425,2.330685,0.14381408,0.13500101648648627,0.0612809504710091
3969,1026,4.072707,8.145414,0.35577240000000004,0.407772746162161,0.1461618331330957
3646,1048,3.821532,7.643064,0.37452528000000007,0.42564423043243255,0.1364899865569354
4185,1000,4.1855,8.371,0.3586436200000002,0.40859032969588066,0.13926557426528433
9698,1000,9.6985,19.397,0.7527372000000004,0.7497263120540548,0.003999919156307959
25022,1000,25.0225,50.045,2.76426192,2.7415646097297137,0.008210983954185614
1405,1073,1.5081015,3.016203,0.16956151999999997,0.16663344070270233,0.017268536501074253
3987,1000,3.9875,7.975,0.48513217999999997,0.40372470518918896,0.16780473068352425
1555,1051,1.6348305,3.269661,0.20366378000000002,0.1979133435675677,0.02823494895573631
3610,1000,3.6105,7.221,0.3885924200000001,0.42113438594594893,0.08374318249941369
3590,1016,3.647948,7.295896,0.39575807999999996,0.3969390413441447,0.0029840485989439526
3924,1043,4.0932535,8.186507,0.39852443999999987,0.37716628097207244,0.053593097145880016
2235,1000,2.2355,4.471,0.29824280000000003,0.25900030302702753,0.13157902545500677
9156,1071,9.8066115,19.613223,0.6696533400000001,0.8192066645405424,0.22332946855837715
24591,1043,25.6489345,51.297869,2.8684166399999986,2.691214511945954,0.0617769837139296
2045,1000,2.0455,4.091,0.25465166000000006,0.24085426983783834,0.05418142635379529
9148,1000,9.1485,18.297,0.8457606999999997,0.6935061165405358,0.18002087760694474
1031,1000,1.0315,2.063,0.14554957999999998,0.13833593059459506,0.049561458064014484
24530,1004,24.628622,49.257244,3.09102398,2.5317568698216215,0.18093263390935538
1091,1000,1.0915,2.183,0.13516849999999997,0.241870869567566,0.7894026312903233
4162,1000,4.1625,8.325,0.41001694,0.4231634122162147,0.03206324162171123
4123,1039,4.2843165,8.568633,0.48013926000000007,0.44374821335135306,0.07579269116349079
1120,1053,1.1798865,2.359773,0.2730930800000001,0.14696760475675616,0.4618406121577445
2042,1000,2.0425,4.085,0.25070751999999996,0.24445028374774838,0.024958310992233425
1717,1000,1.7175,3.435,0.20236822000000004,0.16415989772972878,0.18880594131959683
3781,1048,3.963012,7.926024,0.4081273400000001,0.4191585947027023,0.027028953028979046
1868,1016,1.898396,3.796792,0.28640077999999997,0.23892113255675693,0.1657804404137553
3860,1008,3.891384,7.782768,0.37743052,0.3948364048828838,0.04611679225856935
786,1021,0.8030165,1.606033,0.11495354000000002,0.12141308562162172,0.05619266376330555
801,1000,0.8015,1.603,0.11404686000000001,0.13413953032432374,0.1761790752005248
569,1032,0.587724,1.175448,0.12821677999999997,0.11536760337387415,0.10021446979190886
4132,1046,4.322595,8.64519,0.3689528799999999,0.430735602216217,0.1674542348503068
2277,1000,2.2775,4.555,0.28934826,0.2975064600787645,0.02819508947026154
4125,1075,4.4349125,8.869825,0.40167885999999986,0.42389692394594564,0.0553130028947647
3639,1000,3.6395,7.279,0.39059856,0.4041833643013524,0.03477945310743694
1823,1059,1.9310865,3.862173,0.24927001999999995,0.24173969213513524,0.030209520843560378
24763,4040,100.04454,200.08908,9.870818620000001,9.933679765405392,0.006368382180381982
2253,1055,2.3774425,4.754885,0.17790745999999996,0.25980863140540444,0.4603582750571814
1016,1018,1.034797,2.069594,0.13100649999999991,0.13462203216216212,0.027598112781901718
2347,1000,2.3475,4.695,0.28913784,0.2659204043783793,0.08029884854096113
3815,1000,3.8155,7.631,0.38110268000000014,0.41531313917992196,0.08976703910852007
24627,1034,25.464835,50.92967,2.8829847199999996,2.6988843906936943,0.06385754597627742
765,4034,3.088027,6.176054,0.27443392000000005,0.3601761093513504,0.31243291409221696
4044,1000,4.0445,8.089,0.43719263999999997,0.3969945659851992,0.09194590744894687
24783,1000,24.7835,49.567,2.695759880000001,2.5775843694594673,0.04383755074674296
697,1000,0.6975,1.395,0.11943683999999999,0.12378786621621624,0.03642951551812864
2270,1000,2.2705,4.541,0.30033024,0.2871105868648628,0.0440170564746901
2232,1006,2.245895,4.49179,0.28473950000000003,0.27728421189189173,0.026182837674816117
1958,1000,1.9585,3.917,0.23553316000000002,0.23786222221621553,0.009888468427186688
1052,1047,1.1019675,2.203935,0.15188062000000002,0.1431076531891885,0.05776225308279306
2192,1051,2.3043175,4.608635,0.2820017999999999,0.3017626340540534,0.07007343234707543
3652,1000,3.6525,7.305,0.40331318000000005,0.4058038547972962,0.006175535342772938
2293,1000,2.2935,4.587,0.31218702,0.2778899783243256,0.10986056267065293
24658,1000,24.6585,49.317,2.46089106,2.619105996532444,0.06429172713254691
3906,1000,3.9065,7.813,0.36023929999999993,0.3621131373765774,0.005201646174022327
3845,4092,15.735786,31.471572,1.5734524200000004,1.6254323821081058,0.03303561102159377
25021,1020,25.52193,51.04386,2.6957001599999995,2.806510372405401,0.04110628253455369
799,1000,0.7995,1.599,0.14582237999999997,0.13097353664864822,0.10182828830082019
4192,1000,4.1925,8.385,0.45283308,0.41332444805045115,0.08724767181220251
4019,1000,4.0195,8.039,0.38511461999999996,0.3940898393513508,0.023305319728840253
24524,1028,25.211186,50.422372,3.0254995200000003,2.6163851682792783,0.1352220844909346
4101,1000,4.1015,8.203,0.3760243,0.4215283760270288,0.12101365796579856
1013,1000,1.0135,2.027,0.16638714000000004,0.14146511535135242,0.14978335854951058
24918,1000,24.9185,49.837,2.7781665999999996,2.6886392203603733,0.03222534589524845
3809,4056,15.451332,30.902664,1.5333516400000005,1.5726977991351356,0.025660232205533207
9389,4024,37.783348,75.566696,3.9009515199999987,3.7884893511892113,0.028829419754180245
3798,1019,3.8706715,7.741343,0.41427499999999995,0.4049941226486485,0.022402697124739534
4195,1008,4.229064,8.458128,0.36156704000000006,0.43496150553333396,0.20298992279089897
570,1000,0.5705,1.141,0.11193645999999999,0.1096404999729727,0.02051127958689495
