feature0,feature1,feature2,feature3,True,Pred,Error
630,4048,2.552264,5.104528,0.34275572000000004,0.29465700043243254,0.14032944386038984
19814,965,19.1209925,38.241985,1.9186014400000002,2.1380643544864864,0.11438692263594158
3591,1000,3.5915,7.183,0.41223022,0.33610861356756666,0.1846579962828376
24973,1006,25.123341,50.246682,2.772061699999999,2.5538567029099175,0.07871577933856297
870,1150,1.001075,2.00215,0.12081656000000002,0.12948672243243295,0.07176303010475493
4186,1000,4.1865,8.373,0.4334391800000001,0.38230848965765646,0.11796508645652112
887,638,0.566225,1.13245,0.10428215999999998,0.11985035886486482,0.14928918680687894
864,1000,0.8645,1.729,0.13433352000000004,0.1255824691351358,0.06514420871919566
9151,789,7.2205335,14.441067,0.6455654200000001,0.5808036256756742,0.10031794194355365
719,776,0.558332,1.116664,0.10492747999999999,0.1077649645405404,0.027042339533365385
2044,4059,8.2986255,16.597251,0.21540982,0.6269564448108097,1.910528613833899
4135,1000,4.1355,8.271,0.4172650599999999,0.41833284208108,0.002559001899368484
4145,961,3.9838255,7.967651,0.4011282600000001,0.410184318972973,0.022576467120448956
1673,884,1.479374,2.958748,0.18759696,0.17217734713513483,0.0821954303783237
2519,909,2.2902255,4.580451,0.27744664,0.306273681027028,0.10390120791164739
1046,719,0.7524335,1.504867,0.16062799999999997,0.09866121535135124,0.38577822452280264
1868,1016,1.898396,3.796792,0.28640077999999997,0.23584281886486463,0.1765287131380555
13791,1045,14.4121175,28.824235,1.6625190200000004,1.3148660448108056,0.20911217917326125
1775,1052,1.867826,3.735652,0.23114714000000006,0.22661924783783738,0.01958878730735183
3793,1000,3.7935,7.587,0.4456994599999999,0.330180388518148,0.2591860252239298
2097,1007,2.1121825,4.224365,0.20652443999999995,0.2576102188783778,0.24735948383822215
1779,1000,1.7795,3.559,0.21588356,0.23228245108262516,0.0759617410544145
740,1000,0.7405,1.481,0.11382057999999998,0.11475103567567566,0.008174757813355712
3994,1065,4.2541425,8.508285,0.44833316,0.4314664945405402,0.03762082969606755
2371,1092,2.589678,5.179356,0.30920687999999996,0.3000509209729733,0.029611110292974887
4046,1000,4.0465,8.093,0.4569165200000002,0.4179437736756763,0.08529511326122305
1665,1005,1.6738275,3.347655,0.16897507999999997,0.18451788071171146,0.0919827983612228
23285,797,18.5585435,37.117087,1.9923141999999998,1.8715847128108103,0.06059761416607357
3813,4083,15.5705205,31.141041,1.9759165199999995,1.561400577621619,0.2097841372257875
3941,4076,16.065554,32.131108,1.6301030400000003,1.6023870569729777,0.01700259575432888
3664,1000,3.6645,7.329,0.37398355999999994,0.40168090767567705,0.07406033483310634
28602,640,18.3056,36.6112,1.9375241599999997,1.8422357452432407,0.04918050402879053
2199,1015,2.2324925,4.464985,0.28446956000000007,0.25079298984684656,0.11838373903047306
2091,1000,2.0915,4.183,0.26044903999999997,0.2571309241621615,0.012739981064389703
25040,4079,102.1401995,204.280399,10.087689300000001,10.053044510324348,0.0034343632763999764
696,1000,0.6965,1.393,0.12284229999999999,0.12097645524324303,0.015188943521547173
24720,1052,26.005966,52.011932,2.9177745999999996,2.776553521945935,0.048400269868023524
4117,1033,4.2533775,8.506755,0.40067642,0.4273526114054059,0.06657789196930018
1730,541,0.9362005,1.872401,0.12929830000000003,0.12702194189189195,0.017605475927433566
1951,1126,2.197389,4.394778,0.2884555800000001,0.2885661220540554,0.0003832203698583574
4102,1000,4.1025,8.205,0.45068050000000004,0.3941532941621647,0.12542634047365112
2263,528,1.195128,2.390256,0.17368542,0.15275956427026974,0.12048136066763847
4046,1057,4.2771505,8.554301,0.3631503799999999,0.43481443410810766,0.19733988467286692
3806,3599,13.6995935,27.399187,1.2153661399999998,1.3730003680000014,0.12970101997411385
957,524,0.50173,1.00346,0.10306016000000001,0.10905518048648612,0.0581701065327873
24783,1000,24.7835,49.567,2.695759880000001,2.519583815135142,0.06535302575422967
1607,4689,7.5375675,15.075135,0.7031648400000001,0.584929896540542,0.16814683660727142
697,1000,0.6975,1.395,0.11943683999999999,0.12309566562162132,0.0306339787759064
24738,1069,26.4454565,52.890913,2.7021594999999996,2.7694531714594466,0.024903663702844702
2009,1000,2.0095,4.019,0.26987206,0.2361592208648646,0.12492156148041195
9704,1000,9.7045,19.409,0.7168871400000002,0.776496463189193,0.08315021969733304
3594,1000,3.5945,7.189,0.3971108599999999,0.38570226091891874,0.02872900298189066
2297,977,2.2446575,4.489315,0.30253756,0.25808389183783764,0.1469360305615023
22889,626,14.328827,28.657654,1.4237809799999996,1.3035097219999954,0.08447314558170618
3900,1020,3.97851,7.95702,0.4435061999999999,0.38943253821621654,0.1219231248261769
1337,4064,5.4356,10.8712,0.40809715999999985,0.48601598918918854,0.190932054487193
1784,3874,6.913153,13.826306,0.5860005199999998,0.5558613006486478,0.0514320692946689
698,1022,0.713867,1.427734,0.11325707999999998,0.12336204481081106,0.08922148452715786
3866,560,2.16524,4.33048,0.29086192,0.2597503577162163,0.10696333945599926
2100,1000,2.1005,4.201,0.2699514,0.2644663996216219,0.020318473541452737
1609,1007,1.6207665,3.241533,0.20573055999999998,0.18834624435135144,0.08450040503777628
1331,1029,1.3701135,2.740227,0.15751428000000003,0.18584678491891865,0.1798726116699934
1575,1043,1.6432465,3.286493,0.19871277999999992,0.20527866555675703,0.03304208997910003
2041,4047,8.2619505,16.523901,0.7017431200000003,0.6633537255675647,0.05470576531257705
855,2888,2.470684,4.941368,0.2848775799999999,0.2915006609729734,0.0232488670149946
1791,1000,1.7915,3.583,0.23646854,0.20674038913513548,0.12571714979449072
950,1000,0.9505,1.901,0.11956721999999997,0.1171413644864861,0.020288633569584335
1013,1147,1.1624845,2.324969,0.14371467999999998,0.15526272572972968,0.08035397448423294
9262,4041,37.4297625,74.859525,3.99295504,3.9058545443783923,0.021813542789504516
3619,1146,4.147947,8.295894,0.4484226400000001,0.3847730824324318,0.14194099916000735
4414,778,3.434481,6.868962,0.3685446600000001,0.36759844437837746,0.0025674381542324194
1998,4058,8.109913,16.219826,0.64801776,0.6689170881621599,0.03225116571212476
844,518,0.437451,0.874902,0.10246632,0.08711759659459467,0.14979286272216402
1930,1000,1.9305,3.861,0.24273900000000004,0.2455527818378386,0.01159179957830659
570,971,0.5539555,1.107911,0.11015312,0.10861166111261256,0.013993783266306365
434,3678,1.598091,3.196182,0.20573800000000006,0.22752287632432408,0.10588649799416741
1763,1119,1.9733565,3.946713,0.25278402,0.24818851718919027,0.01817956218438858
24532,1004,24.63063,49.26126,2.42175454,2.819485170745954,0.1642324290825751
4234,984,4.166748,8.333496,0.48774648,0.4237516087000007,0.13120519352594665
2338,1000,2.3385,4.677,0.2886923600000001,0.238328465297297,0.1744552391435058
903,1009,0.9116315,1.823263,0.11925415999999997,0.12579135772972996,0.05481735588703987
4068,1000,4.0685,8.137,0.45275991999999987,0.40324018667567735,0.10937304990318608
2349,1038,2.438781,4.877562,0.23556696000000002,0.2939350798918914,0.24777719206416451
394,1095,0.4319775,0.863955,0.11452005999999998,0.11388658945945962,0.005531524700042592
1752,1000,1.7525,3.505,0.2265062,0.2598575596216205,0.14724259036450438
3978,1071,4.2609735,8.521947,0.46185190000000004,0.44062599945945935,0.045958240164305234
24789,1033,25.6075535,51.215107,2.7471579600000013,2.70789527064864,0.014292112038348612
646,828,0.535302,1.070604,0.11041428,0.10705867427027027,0.030391048419912102
3996,1033,4.1283845,8.256769,0.3768907199999999,0.43827809999999945,0.1628784598357836
4688,710,3.328835,6.65767,0.4109823400000001,0.35687346048648433,0.13165743207729017
4162,4030,16.774875,33.54975,1.6603266800000005,1.7037158645405428,0.02613292014348784
1201,1159,1.3925385,2.785077,0.21318738,0.1675748871351354,0.21395493891272832
1815,1059,1.9226145,3.845229,0.23743602000000003,0.2361386413513513,0.005464118917798292
1290,4091,5.2794355,10.558871,0.5323977199999999,0.49574717010810776,0.06884054629665225
2263,962,2.177487,4.354974,0.27654064,0.259094476787387,0.06308715859127612
3647,1056,3.85176,7.70352,0.3854478,0.391565698972974,0.01587218547615005
1997,1000,1.9975,3.995,0.24370711999999986,0.24862950756756702,0.020197963717954417
902,1009,0.9106225,1.821245,0.10742455999999999,0.12255488875675682,0.1408460854459803
584,4041,2.3619645,4.723929,0.20408094000000004,0.30224729600000055,0.4810167769709434
612,800,0.49,0.98,0.10769273999999998,0.11584445572972978,0.07569419934649073
2298,4064,9.341104,18.682208,0.7403962800000001,0.6838134896216188,0.07642230506396022
1820,639,1.1632995,2.326599,0.15103956,0.1554718417297299,0.029345171091135977
9156,1071,9.8066115,19.613223,0.6696533400000001,0.8361030447567576,0.24856100136341805
4302,632,2.71918,5.43836,0.31210486000000004,0.3250875972432437,0.04159735687308319
1727,1000,1.7275,3.455,0.20805248000000007,0.23455926221621515,0.1274043078756623
1205,763,0.9197965,1.839593,0.13865483999999995,0.12332028259459465,0.11059518301276246
3695,1018,3.762019,7.524038,0.37927758000000006,0.40360887988378447,0.06415169566253931
