feature0,feature1,feature2,feature3,feature4,True,Pred,Error
14,499,499,2,2,0.15863951999999995,0.20068095508378458,0.26501236945109674
14,73,73,2,2,0.08782062,0.09474393492475375,0.07883473066751004
112,42,42,3,2,0.7213222400000001,0.6856001170478792,0.04952311320959819
112,569,569,2,2,2.0579327600000004,1.8287024554054019,0.11138862699994068
112,78,78,3,2,1.0415781400000004,1.1623959689459489,0.1159949736905466
28,506,506,3,1,1.3227570999999998,1.2640920230351382,0.044350604479735226
56,64,64,2,2,0.24232581999999997,0.3690145733812732,0.5228033619416752
224,511,511,3,1,23.498803339999995,22.394763350432406,0.04698281753302205
14,59,59,2,2,0.0798907,0.08796554875733593,0.10107370141125237
112,27,27,3,2,0.39129298,0.3564576346171177,0.0890262467343071
14,45,45,2,2,0.08294979999999998,0.09021633455150141,0.08760159218589357
14,129,129,2,2,0.11039589999999999,0.1038844025503219,0.05898314565738485
28,140,140,2,2,0.17002125999999998,0.17609195642310108,0.03570551366988515
14,186,186,2,2,0.10141497999999999,0.0816320077026268,0.19506952816411535
14,281,281,3,2,0.13518916,0.12788111445945924,0.054057925506311034
56,494,494,3,1,1.6691939799999997,1.6040394512972993,0.03903352724930176
14,92,92,2,2,0.016554040000000003,0.09339442329459491,4.641790360213875
56,279,279,3,2,1.0189294199999999,1.0225410792432437,0.003544562726674242
28,82,82,3,2,0.13915298,0.1432918031963957,0.02974297206136506
56,510,510,3,2,1.45114732,1.2609827027891938,0.13104432237162952
14,193,193,2,2,0.10624030000000002,0.10141683025405417,0.04540150720532469
56,470,470,3,2,1.2721788200000002,1.2092438134594545,0.0494702517846867
14,204,204,2,2,0.10971142,0.11155384997162177,0.01679342015281328
14,78,78,3,1,0.14068361999999998,0.16090563288648688,0.1437410615854703
28,98,98,2,2,0.1606084,0.1429996523602318,0.10963777510870053
14,506,506,3,2,0.27213677999999997,0.18893663797232846,0.30572913381157635
28,69,69,2,2,0.12108363999999998,0.1225961664583009,0.01249158398525949
28,271,271,3,1,1.1291142600000004,1.0061538915675645,0.10889984547040953
28,300,300,2,2,0.32674440000000005,0.3122111297387376,0.044479018649630844
14,268,268,2,1,0.3768778,0.2852369384324334,0.24315802514121704
112,72,72,3,2,1.0998297800000003,1.0113950889729728,0.0804076163740788
28,976,976,3,2,0.97955442,0.9026087018828853,0.07855175429366619
56,237,237,2,1,1.1151141199999999,1.5781345966837879,0.4152225035799816
14,71,71,2,2,0.09179473999999999,0.08722214475263883,0.04981325996850319
14,840,840,3,2,0.07259818000000001,0.26281620362162167,2.6201486541621515
112,71,71,2,2,1.0072998200000003,0.9560617160936931,0.0508667855279744
56,548,548,3,1,1.83518338,1.7002047464324292,0.07355048821746123
14,825,825,3,2,0.25457191999999995,0.2405632530990995,0.05502832716546445
56,185,185,3,1,1.33580318,1.3189431700540581,0.01262162734628461
56,276,276,3,2,1.1938193599999998,0.9245303584864832,0.22556930347780302
28,31,31,3,1,0.18442829999999996,0.16770036434787625,0.09070156614859931
14,430,430,3,2,0.15451267999999999,0.1553746824324317,0.005578845907220704
28,110,110,3,2,0.1604902,0.16718371875675792,0.04170671328690422
14,470,470,3,2,0.18336028000000007,0.1873702359713636,0.021869272731059996
56,34,34,3,1,0.474952,0.5036724235855847,0.06047016032269523
14,362,362,2,1,0.34245656,0.39912402454054074,0.16547343855974236
56,143,143,3,2,0.5103998,0.6977197573970411,0.3670063299339873
112,406,406,2,2,1.4454569999999998,1.5148557131324318,0.048011606801469764
56,41,41,2,2,0.17993918000000003,0.20754055997277954,0.15339282958152584
14,250,250,3,2,0.12049193999999996,0.12310778129465338,0.02170967862791006
56,49,49,3,1,0.7530461000000002,0.7185724066222637,0.045778994642873015
14,51,51,3,2,0.08460526000000002,0.08902878083749505,0.052284229579756994
56,28,28,3,2,0.16667959999999998,0.15854127243127447,0.04882617650105659
14,56,56,3,2,0.08574021999999998,0.08459309367477491,0.013379092393570576
56,27,27,2,2,0.14725872000000004,0.1506998300504503,0.023367784606916665
112,1090,1090,3,2,3.1118092799999992,3.053936499675663,0.018597791547281594
112,45,45,2,2,0.71850802,0.632897889019952,0.11914986137530933
14,389,389,3,2,0.15422966000000002,0.15412458329008963,0.0006813002759027671
112,29,29,2,2,0.45478919999999995,0.5133723430604891,0.1288138395997291
112,495,495,2,2,1.5940212000000002,1.642180527935179,0.03021247643078953
14,146,146,2,1,0.18281858,0.23721081596396543,0.2975202846667194
56,71,71,3,2,0.3637105800000001,0.2903291552684669,0.2017577402657167
56,252,252,3,1,1.5849785399999996,1.5346542836216164,0.03175074936874744
112,34,34,2,1,1.3769257,1.286009494378382,0.0660284034364512
28,352,352,3,2,0.43947063999999986,0.3753494865405409,0.1459054317245379
224,134,134,2,1,4.93356348,5.441350718378354,0.10292504402484225
56,73,73,2,2,0.2976300799999999,0.33462412123693663,0.1242953710758561
112,1037,1037,2,2,3.0379388599999992,2.798507453111967,0.07881376746602214
56,269,269,2,2,0.78696852,0.7899103054054054,0.003738123356453269
56,152,152,2,2,0.5106748999999999,0.5743483009936933,0.1246848063096372
112,170,170,2,2,1.25690838,1.2935236824864829,0.029131242236194507
28,57,57,2,1,0.22894961999999996,0.33306511824199825,0.4547528763838887
28,230,230,3,2,0.38379102,0.2597614081081076,0.32316965595467134
56,836,836,2,2,1.3487369200000001,1.3058578957837879,0.031791985212514424
28,245,245,3,2,0.26045470000000004,0.21077014693423451,0.19076082353578383
56,248,248,2,2,0.7495463800000001,0.7931335639279271,0.058151416764799846
112,499,499,2,2,1.7905958600000007,1.6667509538942034,0.06916407486041953
56,260,260,3,2,0.8806935600000001,0.9006220492063067,0.022628176373069686
28,128,128,2,2,0.17126769999999997,0.16182018458687306,0.05516227177177549
112,295,295,2,2,1.5504125199999998,1.4976129248946028,0.03405519139215736
14,975,975,3,2,0.27788646000000006,0.2865379665333335,0.03113324245209163
14,67,67,2,2,0.0869083,0.08555424680277685,0.015580251796700069
28,96,96,2,2,0.19707375999999996,0.17915703394594618,0.09091380838348945
56,46,46,3,1,0.66267062,0.7124813918762752,0.07516671234990809
112,546,546,2,2,2.1488089000000006,1.6824310363783794,0.2170401768261575
112,506,506,3,2,1.8951154200000007,1.6901096200571426,0.10817589144140782
28,294,294,2,2,0.3359864800000001,0.33219364492342357,0.011288653866597597
112,871,871,2,2,2.386393359999999,2.4903083024252157,0.0435447668297303
14,594,594,3,2,0.19037442000000002,0.18754735044144155,0.014850049489623998
28,49,49,2,1,0.20823831999999995,0.2600694005628272,0.24890270226357591
56,504,504,2,2,1.2136253400000003,1.1564706923669281,0.04709414491384317
28,123,123,3,2,0.033579939999999996,0.18672118367567578,4.560497835186001
14,61,61,2,2,0.10813349999999998,0.09369403167554675,0.1335337182691139
56,50,50,3,2,0.30373056000000015,0.2443930808603595,0.1953622287452426
28,48,48,2,1,0.20843110000000006,0.21930476432432414,0.05216910683829846
112,507,507,2,2,1.7872980600000006,1.7169018871351363,0.03938692400576113
14,63,63,2,1,0.12513966000000004,0.12667967636842564,0.012306381273735283
112,1055,1055,3,2,3.0276342399999994,3.1018296715135087,0.02450607491924434
14,196,196,2,2,0.10782094000000003,0.082989117992793,0.2303061168564012
112,73,73,2,1,1.4399868599999999,1.4515447160684605,0.00802636217698584
112,511,511,3,2,1.7785068600000005,1.6652558260540522,0.0636775918569964
112,49,49,3,2,0.67940146,0.617729973878509,0.09077326110175121
224,493,493,2,2,5.308142360000001,5.116616032936956,0.036081610867543634
14,82,82,2,2,0.12227824,0.08955593347387385,0.2676053116738199
14,49,49,2,2,0.08363930000000003,0.08308819747400219,0.006589038000053086
112,193,193,3,2,1.3454166,1.0417518538648656,0.2257031362145632
14,426,426,2,2,0.14572624000000003,0.1499605959698842,0.0290569218685953
14,506,506,3,2,0.19244073999999997,0.18893663797232846,0.01820873286847428
56,162,162,3,1,1.3690547800000001,1.2140965347027077,0.11318630018390673
14,830,830,2,2,0.22386476000000002,0.22292267066126142,0.004208296735665764
14,501,501,2,2,0.16182783999999997,0.18141407760694928,0.12103132320711509
28,847,847,2,2,0.8194573800000003,0.7359877172972956,0.10185967536555067
14,178,178,2,2,0.11017234000000001,0.10935910069369303,0.007381519774445865
112,497,497,3,2,1.6389539199999996,1.7033831294918982,0.03931117812750866
112,476,476,2,2,1.7442661599999996,1.5406369410882852,0.11674205667770016
112,146,146,3,1,1.6199511400000004,1.6509586109729775,0.019140991482605493
28,162,162,3,2,0.29337206000000005,0.22422602943449155,0.23569398723760024
28,442,442,3,2,0.40547986,0.5409615863783801,0.33412689443658206
14,507,507,2,2,0.24209076000000004,0.17077276058532848,0.29459199274962644
56,30,30,2,2,0.036878940000000006,0.16805745766061753,3.557003473001597
14,201,201,2,2,0.11861658000000004,0.11073802015585654,0.06642039286703003
14,235,235,3,2,0.11372946000000002,0.11879824241621655,0.04456877238506651
112,135,135,2,2,1.17966614,1.308106535219426,0.10887859782041909
14,502,502,2,2,0.16043508000000004,0.16219681322012025,0.010980972615965378
28,49,49,2,2,0.11253596,0.10736720259369338,0.045929829063586634
14,779,779,2,2,0.22232268000000002,0.24690427351351432,0.1105671878078939
56,242,242,2,2,0.7923384200000002,0.7810612316981553,0.014232792475019542
14,64,64,3,1,0.12477854000000002,0.13400515498447002,0.07394392484853564
28,1051,1051,2,2,1.01121024,1.2110056057297347,0.19758044156053509
112,155,155,3,2,1.36750468,1.3596282779675655,0.005759689270265934
56,376,376,3,2,1.1438226599999999,1.1362363232973036,0.006632441346017977
28,245,245,2,1,0.8386475999999997,0.8411922732594598,0.0030342580834429892
14,431,431,3,2,0.16815822000000005,0.15529965183783706,0.07646708059922963
14,22,22,3,2,0.07660788000000002,0.0781113517729731,0.019625549916967813
14,233,233,2,2,0.12439160000000005,0.12092931950939584,0.02783371618826518
56,72,72,3,2,0.46375379999999994,0.2937002414585574,0.3666893048454645
14,354,354,3,2,0.14237259999999996,0.14436789050810836,0.014014568169074667
112,335,335,2,2,1.4911350400000003,1.3191590512432396,0.115332269810225
56,838,838,3,2,1.6187467199999999,1.394214455621625,0.13870747140625864
56,558,558,3,2,1.3597509399999999,1.190012995740546,0.12483017239867014
112,499,499,2,2,1.7659895799999998,1.6667509538942034,0.05619434408316072
28,30,30,3,1,0.17630212,0.16499505365945855,0.06413460224154684
28,51,51,2,2,0.11163776,0.10745087246808224,0.037504223767278744
28,53,53,3,1,0.23310718000000002,0.2473923736567575,0.06128165445936707
56,189,189,3,2,0.65124224,0.6280047483423451,0.035681794316128626
14,53,53,2,2,0.0856555,0.08522095106936906,0.005073216905288514
56,287,287,2,2,1.0457431599999998,0.9952038344324314,0.048328621692890976
28,190,190,2,1,0.8671542999999998,0.6606530190810836,0.23813672021105842
112,37,37,3,1,1.3537971000000004,1.3495815987567545,0.003113835332669775
28,346,346,2,2,0.34654041999999996,0.3742277364324329,0.07989635504116069
14,380,380,3,2,0.14253686,0.12762909185945948,0.10458886312312839
14,475,475,2,2,0.22492341999999993,0.1632955660135138,0.27399482893549343
14,260,260,3,2,0.12425080000000004,0.1326638015593309,0.06770983816064664
14,502,502,2,2,0.22981547999999996,0.16219681322012025,0.2942302528092525
14,570,570,3,2,0.2898621,0.19560592075675798,0.32517593449865306
112,70,70,2,2,0.8000560399999999,0.8557317550144159,0.06958976900470128
14,194,194,3,2,0.11126871999999999,0.1276595663644026,0.1473086628874908
28,502,502,3,2,0.4935447999999997,0.5918635709292813,0.1992094150911563
112,264,264,2,2,1.39142788,1.3555382389225128,0.02579338936164421
14,56,56,3,1,0.11847429999999999,0.1281846359181464,0.08196153864717007
112,154,154,2,2,1.0257328799999998,1.1970756812648653,0.16704427108241424
28,159,159,3,2,0.19815998000000007,0.2692179519333324,0.35858891353002925
112,234,234,2,2,1.28347762,1.40818698612072,0.09716520504714365
