feature0,feature1,feature2,feature3,feature4,True,Pred,Error
28,501,501,3,2,0.004456759999999999,0.00446007686422137,0.000744232182431023
112,505,505,3,2,0.004411559999999999,0.004475386390604893,0.014467986518350287
28,186,186,2,1,0.004449520000000001,0.004487252497297285,0.008480127586185385
14,179,179,3,2,0.004408939999999999,0.004447303864864855,0.008701380573302324
14,476,476,3,2,0.00450166,0.004451414996782508,0.011161438939744943
112,828,828,2,2,0.0044239,0.004495635311711696,0.016215400825447285
56,838,838,2,2,0.00452022,0.004518275405405392,0.0004301991041604559
14,83,83,2,2,0.004414619999999999,0.005245015351351337,0.18810120720500023
28,69,69,2,2,0.0044099,0.00448515207799228,0.01706435021027249
14,180,180,3,2,0.004565280000000001,0.004462470513513504,0.02251986438652119
56,471,471,3,2,0.0044284,0.004431258481081099,0.0006454884565755389
14,509,509,2,2,0.00454844,0.004926532279138867,0.08312570444786947
112,828,828,3,2,0.004436059999999999,0.004473388171685957,0.008414712985387603
14,120,120,3,2,0.00449792,0.0044592899459459335,0.008588426217911022
14,505,505,2,1,0.004427660000000001,0.004531401709009008,0.023430369316751274
112,1053,1053,2,2,0.004481880000000001,0.004445304324324351,0.008160788703769312
14,148,148,3,2,0.004453499999999999,0.004480181069755464,0.005991033963279455
224,237,237,2,1,0.004400860000000001,0.004435573697297293,0.007887934925739862
112,480,480,3,2,0.0044151600000000004,0.004457654263191777,0.009624625878060188
28,503,503,2,2,0.0044334199999999995,0.004431191382625482,0.0005026858214465989
28,128,128,2,2,0.00440622,0.004492945642213649,0.01968254926300766
14,73,73,3,2,0.00449972,0.004477165119131765,0.005012507637860669
14,183,183,3,2,0.0045227,0.004445201532175036,0.01713544294889428
28,250,250,2,2,0.004450460000000001,0.0044243364295366685,0.005869858500768964
56,57,57,2,2,0.00443186,0.004424414479794092,0.0016799989633941245
14,70,70,2,2,0.004496579999999999,0.004460826378957526,0.007951292102547493
224,509,509,3,2,0.004448840000000001,0.004459658477734897,0.0024317524871418222
28,237,237,2,2,0.0044602800000000005,0.004644513884684671,0.04130545272598823
224,72,72,3,2,0.0044418800000000005,0.0044479229585585684,0.0013604506557061342
56,230,230,3,2,0.00443696,0.0044893764774774966,0.011813601537425703
14,512,512,3,2,0.004518740000000001,0.004447974852187915,0.01566037165494936
56,74,74,2,2,0.00495276,0.004510053854182757,0.08938574568871559
14,523,523,2,2,0.004444640000000001,0.004431209777649083,0.00302166707560505
28,193,193,3,2,0.0043723600000000005,0.004574096222522529,0.046138978154252684
112,62,62,3,2,0.00448518,0.004469999851801793,0.0033845125944125393
56,490,490,2,2,0.00463054,0.00449746958397684,0.02873755890741906
56,824,824,3,2,0.004389220000000001,0.004505597639639647,0.02651442389300283
14,125,125,3,2,0.00441856,0.00450891065152461,0.020447985661529947
56,68,68,2,2,0.0044962399999999994,0.004472896328571442,0.005191820594220321
224,491,491,2,2,0.005088640000000001,0.004436815486271965,0.12809405140234645
56,510,510,2,2,0.004370680000000001,0.004459301703989703,0.020276410990898927
14,597,597,2,2,0.004468839999999999,0.0044519249189189335,0.003785116737467807
28,165,165,3,1,0.004452120000000001,0.013189598918918865,1.9625434442285612
14,58,58,3,2,0.0045184199999999996,0.004458714781660233,0.013213738063253657
28,143,143,2,2,0.004416219999999999,0.004436103875675698,0.004502464930573811
56,496,496,2,2,0.004382640000000002,0.004431325046846855,0.011108611897589885
14,831,831,3,1,0.0044686000000000005,0.004807234540540552,0.07578090241698776
112,273,273,3,2,0.00486476,0.004435438072072085,0.08825140971556972
14,75,75,3,2,0.00447866,0.004459526861389983,0.004272067674263478
14,524,524,3,2,0.0044857000000000005,0.0044603427207207235,0.005652914657528801
112,830,830,3,2,0.004443540000000001,0.004419164942857132,0.005485504157241444
14,390,390,2,2,0.0044382399999999995,0.00448135895495497,0.009715327462005235
14,502,502,2,2,0.004591,0.004471923321570919,0.02593698070770646
14,496,496,3,2,0.004554959999999999,0.004443933815459634,0.024374788042126786
14,1039,1039,2,2,0.00448764,0.004485749189189186,0.0004213374537205243
14,249,249,2,2,0.0044324,0.004441029308108091,0.0019468703429498025
14,61,61,3,1,0.004529439999999999,0.004512077931724572,0.003833160009940945
14,232,232,3,2,0.004467739999999999,0.004543516770592014,0.016960872967544036
56,238,238,3,2,0.004512200000000001,0.009392737391891916,1.0816314418447575
14,251,251,3,2,0.00444732,0.004448022923446824,0.00015805551361794144
112,509,509,2,2,0.0044417,0.004465185727173274,0.005287553678383058
224,245,245,2,2,0.0043257999999999994,0.004362826162162145,0.008559379111874241
28,217,217,2,2,0.00444898,0.004475158063063073,0.005884059506465068
56,234,234,3,2,0.004458439999999999,0.004484709825568413,0.005892156352538949
14,500,500,3,2,0.0044670000000000005,0.004440856759202048,0.00585252760195927
56,602,602,2,2,0.00448346,0.004482864270270259,0.00013287276561873624
28,150,150,2,2,0.0044189,0.0044730022225225275,0.012243368829918675
14,484,484,3,1,0.00441254,0.0045176584144144185,0.023822654166175967
14,149,149,3,2,0.00442574,0.00449055680810812,0.014645417062032566
14,54,54,2,2,0.00444856,0.0044870055935357445,0.008642255816656324
14,493,493,3,1,0.00443054,0.004442885154954948,0.0027863770454499273
14,72,72,3,2,0.0043812799999999995,0.004523201757720054,0.03239276141220256
14,66,66,3,2,0.00441766,0.004460059858258258,0.009597809305889826
112,520,520,3,2,0.004426299999999999,0.004396529935135157,0.00672572235610825
28,232,232,3,2,0.00454408,0.0045448381671814525,0.0001668472345233178
14,237,237,2,2,0.00449762,0.004425329068731729,0.01607315230461241
14,148,148,3,2,0.00445862,0.004480181069755464,0.004835816857113687
112,954,954,2,2,0.004336180000000002,0.004375952540540553,0.009172253121538103
28,152,152,2,1,0.004431340000000001,0.004446097468468464,0.003330249646486946
56,255,255,3,2,0.004430100000000002,0.004566683607078493,0.030830818057942425
14,375,375,3,2,0.00442704,0.004451354848198212,0.005492348882822705
14,208,208,3,2,0.004429800000000001,0.004463967459459472,0.007713093019881531
56,41,41,3,2,0.00456984,0.004482207729729727,0.019176222859065742
14,39,39,2,2,0.00444504,0.004525454043822392,0.018090735701454183
224,238,238,2,2,0.00434226,0.004377363677863596,0.008084195295444475
112,831,831,2,2,0.004450259999999999,0.004438289088288278,0.002689935354725547
56,55,55,3,2,0.0044336,0.004462049461990572,0.006416785905487978
112,193,193,3,2,0.00434042,0.004396018632432446,0.012809505170569993
28,203,203,2,1,0.0043986599999999995,0.0044768564360360185,0.0177773312863506
112,383,383,3,1,0.0044153,0.004490527135135135,0.01703783098207041
56,496,496,3,2,0.004476480000000001,0.004436471397597593,0.008937513940061958
56,147,147,3,1,0.0044636599999999995,0.0044099183225225075,0.012039823256585857
112,353,353,3,2,0.004450099999999999,0.004421377189189173,0.006454419184024313
28,191,191,3,2,0.004480399999999999,0.0046205122513513575,0.03127226393879086
14,151,151,2,2,0.00447932,0.004493817645688545,0.00323657289243563
112,500,500,2,2,0.0044142,0.004409184165422564,0.0011362952692302976
14,1040,1040,3,2,0.004565359999999999,0.004448334422779943,0.025633373319969566
224,56,56,3,2,0.0044423399999999995,0.0044381444585156445,0.0009444440282272386
14,52,52,2,2,0.028590760000000007,0.004471975985649935,0.8435866697614917
14,69,69,2,2,0.0045008800000000005,0.0044743024747104215,0.005904961982896465
14,232,232,2,2,0.004458780000000001,0.004530203245817226,0.0160185624357392
224,475,475,2,1,0.004405199999999999,0.00454164583783786,0.03097381227591515
28,239,239,3,2,0.004582859999999999,0.005293597320720733,0.15508597703633395
28,231,231,2,2,0.00442356,0.0045310519105534125,0.024299864939870273
112,50,50,3,2,0.004466980000000001,0.004450669045045045,0.003651450186693397
28,83,83,3,1,0.0045985999999999996,0.0068184091312741115,0.4827141154425504
56,336,336,3,2,0.004451359999999999,0.004470902216216217,0.00439016754794457
112,569,569,2,2,0.0044062400000000005,0.004458643027027045,0.011892912557428586
56,520,520,2,2,0.00445178,0.004438253601801813,0.0030384246746665185
14,232,232,2,2,0.004449900000000001,0.004530203245817226,0.01804607874721331
14,87,87,3,2,0.004478139999999999,0.004519300273959673,0.009191377214574284
14,250,250,2,2,0.00449976,0.004440126994208478,0.01325248586402887
28,67,67,2,2,0.004505740000000001,0.004473452118404117,0.007165944239100287
14,50,50,3,2,0.00447762,0.004490199627814825,0.0028094451549762695
112,73,73,2,2,0.004440100000000001,0.0044640479117117465,0.00539355233254789
56,845,845,2,2,0.004460880000000001,0.0044370274918918845,0.00534704096683093
14,494,494,2,2,0.004465819999999999,0.004466209120077209,8.713295144234939e-05
14,243,243,3,2,0.00446206,0.004414600702702688,0.010636185371176615
28,72,72,3,2,0.00444694,0.004475697856842554,0.006466886632730437
28,245,245,2,2,0.004437679999999999,0.004490839183869582,0.01197904848244633
28,512,512,2,2,0.00438886,0.0044603380467181574,0.016286244427518266
14,250,250,2,2,0.004442579999999999,0.004440126994208478,0.0005521579333453219
14,586,586,3,2,0.0044689599999999975,0.004461348180180167,0.001703264253837656
56,71,71,3,1,0.0045378599999999995,0.004440300551351341,0.021498999230619435
224,472,472,2,1,0.0043914800000000006,0.004541682486486509,0.03420315849930058
14,142,142,2,2,0.004478480000000001,0.004477689062290857,0.00017660851653763897
112,32,32,2,2,0.0044482,0.004443338550450439,0.0010929026459153978
56,482,482,2,2,0.004503179999999999,0.0044679486347490496,0.007823663555742705
56,377,377,2,2,0.004504600000000001,0.004557243783783774,0.011686672242546043
28,64,64,2,2,0.004441779999999999,0.004448216183075923,0.0014490098735019821
224,510,510,2,2,0.00447026,0.004439729926748196,0.006829596768824161
14,71,71,3,2,0.00449714,0.004486492770668068,0.002367555675814369
56,510,510,3,1,0.004480479999999999,0.004510284683719424,0.0066521184603936245
112,502,502,3,2,0.0044525599999999995,0.004482201139060491,0.006657100423237826
28,40,40,2,2,0.004477539999999999,0.006600184764092675,0.47406494729085097
14,80,80,3,2,0.004471780000000002,0.004481927548948963,0.0022692415434035704
112,135,135,2,2,0.00448268,0.0044633042993565035,0.0043223474893359865
28,62,62,3,2,0.004522480000000001,0.004599869980158725,0.017112287983302252
14,54,54,3,2,0.004459799999999999,0.0045539776790277245,0.02111701848238162
14,329,329,2,2,0.00440168,0.004443973221621601,0.009608427150906235
14,62,62,3,2,0.004482979999999999,0.004445548480566278,0.00834969583485114
112,71,71,2,2,0.00444324,0.004461989637537529,0.004219812015000099
28,85,85,2,1,0.004448580000000001,0.005922942120720701,0.33142308797879333
14,183,183,3,2,0.0044250999999999995,0.004445201532175036,0.00454261647760197
56,58,58,3,2,0.00443634,0.004666004329858435,0.051768874761275036
112,484,484,3,2,0.004842979999999999,0.004407524291891909,0.08991482684382136
14,389,389,3,2,0.004474880000000001,0.004478725778378358,0.0008594148621541308
14,273,273,2,2,0.004402659999999998,0.004498952900900885,0.021871527871987952
56,508,508,2,2,0.0044690400000000005,0.004454976238223934,0.0031469312819009513
14,36,36,3,2,0.004425760000000001,0.0044615173146718015,0.008079361436634779
14,190,190,3,2,0.004487519999999999,0.00444530924324325,0.009406254848279066
14,69,69,2,2,0.00442526,0.0044743024747104215,0.011082393963387721
112,59,59,2,2,0.004507800000000001,0.004477732752960126,0.006670049034978171
56,253,253,2,1,0.004573259999999999,0.0044803136540540614,0.020323870924884593
14,237,237,3,2,0.00450512,0.004411895855662811,0.020692932560550728
14,60,60,3,2,0.00442684,0.004555939030823692,0.02916279576937325
112,382,382,3,2,0.0044196999999999995,0.0044295442162162165,0.002227349416525325
14,67,67,3,2,0.0044750400000000004,0.004428226349227808,0.010461057503886623
28,52,52,2,2,0.004532660000000001,0.004499853198884599,0.007237869400176081
56,835,835,3,2,0.00453568,0.004459152189189191,0.016872400789034712
112,187,187,2,1,0.004471520000000001,0.004408184342342356,0.014164234456660294
14,50,50,3,2,0.0044379400000000005,0.004490199627814825,0.011775649921996296
14,474,474,3,1,0.004470720000000001,0.004519808228828842,0.010979938092486527
28,135,135,3,2,0.004439020000000001,0.004500680339475852,0.0138905297736552
112,553,553,2,2,0.0044461200000000005,0.004470053027027041,0.005382901727133009
56,57,57,2,2,0.00442636,0.004424414479794092,0.00043953049591709416
112,54,54,3,2,0.0045555000000000005,0.0045529986395635835,0.0005490858163576035
14,495,495,2,2,0.00445854,0.004487268451265554,0.0064434660820703645
14,70,70,2,2,0.028000260000000003,0.004460826378957526,0.8406862515220385
14,841,841,2,2,0.004422580000000001,0.004745235369369398,0.07295636695535133
14,512,512,2,2,0.004454840000000001,0.0044261751007722205,0.006434551909334611
112,203,203,3,2,0.00446,0.0044739321774774935,0.003123806609303391
28,499,499,2,2,0.004521859999999998,0.004428129365765771,0.020728336178967726
28,207,207,2,2,0.0043840400000000005,0.004498636702702698,0.026139520328897065
14,180,180,3,1,0.00442668,0.004458950324324315,0.0072899609468756975
112,75,75,2,2,0.0044567800000000005,0.004433912947490352,0.00513084615117837
28,841,841,3,1,0.0044962199999999996,0.006074229262162173,0.3509635342937341
28,677,677,3,1,0.00451032,0.006146153405405424,0.3626867728687597
14,165,165,3,2,0.004445620000000001,0.008327096972972922,0.8731013836029441
28,142,142,2,2,0.0045509,0.004434195330373253,0.025644305439967232
56,497,497,2,2,0.00446128,0.004442180478635771,0.00428117521523611
14,148,148,3,2,0.004425379999999999,0.004480181069755464,0.012383359113898798
28,203,203,2,2,0.0044490599999999995,0.004482027098198181,0.0074099019114557746
28,139,139,3,2,0.00447826,0.004443462381081092,0.007770343597492951
112,513,513,2,2,0.004406839999999999,0.004461340463755614,0.012367243593054293
14,471,471,3,2,0.004537160000000001,0.004457802411196924,0.017490586358664226
224,66,66,2,1,0.004440540000000001,0.004640730046975542,0.04508236542752497
14,39,39,2,2,0.0044857,0.004525454043822392,0.008862394681408085
28,491,491,3,2,0.004433020000000001,0.004449765022972984,0.0037773398209309202
224,164,164,2,1,0.00443686,0.006023048648648654,0.35750252400315863
28,446,446,2,2,0.00441716,0.004444856270270288,0.006270153281811975
14,37,37,3,2,0.004474479999999999,0.004458745801501512,0.0035164306240026777
14,313,313,2,2,0.004440759999999999,0.004448977027027016,0.001850365033691645
224,492,492,3,2,0.00442056,0.004459635397232962,0.00883946767671114
28,496,496,2,2,0.00450108,0.0044615834850064385,0.008774897356537022
14,190,190,2,2,0.00446112,0.0044854506486486714,0.005453932790122569
112,238,238,3,2,0.00442354,0.005744330886357793,0.29858233142636736
224,272,272,2,1,0.0044245000000000005,0.004452406594594618,0.006307287737511074
14,251,251,2,2,0.0045116800000000006,0.004440878184493593,0.015693004713633885
56,45,45,3,2,0.004458759999999999,0.0044836705405405155,0.005586876293076188
112,188,188,2,2,0.00429742,0.004381602863963988,0.019589163722416796
28,192,192,3,1,0.004546519999999998,0.0045982132072072066,0.011369840494973789
56,582,582,2,2,0.004475999999999999,0.004470227945945942,0.0012895563123452817
112,56,56,2,2,0.004446879999999999,0.00444753619459459,0.00014756291930305337
28,138,138,2,2,0.00441218,0.004561403680437579,0.03382085056311825
56,56,56,3,2,0.004443079999999999,0.004449783815958815,0.0015088217990257967
14,52,52,3,2,0.00445386,0.004564843011758507,0.024918388040600207
56,293,293,3,2,0.00440942,0.004489204162162143,0.018094026462016178
112,247,247,3,1,0.004451159999999999,0.004459311458938811,0.0018313111500849097
14,74,74,2,2,0.004451519999999999,0.00932137860830896,1.0939765761602696
56,64,64,2,2,0.0044687999999999985,0.004456330810746444,0.0027902768648305734
224,72,72,3,2,0.004402999999999999,0.0044479229585585684,0.0102028068495502
14,50,50,2,2,0.004425319999999999,0.004470671557879964,0.010248198521229024
224,250,250,2,1,0.004473200000000002,0.00445519460540541,0.004025170927879816
56,345,345,2,2,0.004498979999999999,0.004486775027026996,0.0027128311246110343
56,130,130,3,2,0.00442572,0.00440485113513511,0.004715360407999161
28,150,150,2,2,0.0044499,0.0044730022225225275,0.005191627345002776
224,125,125,2,1,0.004473540000000001,0.004647511056113269,0.038888901432259176
56,57,57,2,2,0.00445696,0.004424414479794092,0.007302179109955666
14,602,602,2,2,0.00446588,0.004452460000000012,0.0030050068519503334
14,85,85,2,2,0.004534600000000001,0.011751717806306303,1.5915665783765496
112,55,55,2,2,0.004494259999999999,0.004528993547683399,0.007728424186273122
112,66,66,3,1,0.004427019999999999,0.004509185924324329,0.018560097836542246
112,144,144,3,2,0.0046288,0.004428641644787615,0.04324195368397521
14,246,246,2,2,0.004424020000000001,0.004447080022522511,0.005212458922543295
14,128,128,2,1,0.00444392,0.004442832437558994,0.00024473042741668123
112,508,508,2,2,0.00444436,0.004463650969197762,0.004340550539956884
112,497,497,2,2,0.00444726,0.004478601764092659,0.007047432372440478
224,49,49,3,2,0.004369360000000001,0.004469618207207215,0.022945741986747214
28,179,179,3,2,0.004477400000000001,0.004487351718918907,0.002222655764261745
28,1052,1052,3,2,0.004596179999999999,0.004444801070270286,0.032935814030284526
14,53,53,3,2,0.004507440000000001,0.004474663409367807,0.007271664322141462
224,63,63,3,2,0.004415059999999999,0.004403129699099099,0.0027021831868422985
28,54,54,3,2,0.00445982,0.004499930244766188,0.008993691397004485
28,508,508,2,1,0.004461419999999999,0.004698910250300316,0.05323198674420183
14,510,510,3,2,0.00445466,0.004472616213770914,0.0040308831136189275
14,56,56,2,2,0.00438736,0.004462618349935649,0.01715344761671004
56,56,56,3,2,0.004436260000000001,0.004449783815958815,0.0030484723525704225
28,498,498,3,2,0.004444779999999999,0.004461372462548278,0.0037330222301844786
28,132,132,2,2,0.004512899999999999,0.004499106148648662,0.0030565382240548894
56,70,70,3,2,0.004472260000000001,0.004445982154954981,0.005875741805042632
56,542,542,3,2,0.004434800000000002,0.004491007189189201,0.012674120408856987
28,86,86,3,2,0.005055019999999999,0.004574859301158314,0.09498690387806272
14,142,142,3,2,0.004476679999999999,0.004487412649549537,0.0023974573901948985
14,188,188,2,1,0.004495560000000001,0.004453178432432439,0.0094274278549417
112,188,188,3,2,0.0044080199999999995,0.0044366067333333255,0.006485164162895376
14,244,244,3,2,0.0045296,0.004522164607850705,0.0016415118662343007
56,487,487,3,2,0.0045607799999999995,0.004477749271042458,0.018205379114436888
56,51,51,2,2,0.00448164,0.004643268833848134,0.03606466245573794
14,78,78,3,2,0.00442712,0.004447123448133833,0.004518388508518677
28,72,72,2,2,0.0045112999999999985,0.004482586424737742,0.0063648117532101095
112,249,249,2,2,0.004407380000000001,0.004428562202059184,0.004806075731882301
112,58,58,3,2,0.004425759999999998,0.004461593718597177,0.008096624895425654
28,50,50,2,2,0.004460979999999998,0.004450542212097797,0.002339797063022306
14,56,56,3,2,0.004511779999999999,0.004454622107078507,0.012668590428055524
112,58,58,2,2,0.004402679999999999,0.00447135527979408,0.01559851721998441
28,255,255,2,2,0.00506704,0.0044640341370656535,0.11900554622310985
112,511,511,2,2,0.004412159999999998,0.00450056537844273,0.020036757153578243
112,508,508,2,2,0.004454379999999999,0.004463650969197762,0.002081315289167809
112,204,204,2,1,0.00442432,0.004407229405405387,0.0038628748812502525
56,511,511,3,2,0.004411319999999999,0.004426946697554711,0.0035424085205136486
112,74,74,2,1,0.00447492,0.004543890780823672,0.015412740523556175
14,53,53,2,2,0.004480619999999999,0.004517941905836054,0.008329629791424957
112,250,250,2,2,0.004401819999999999,0.004456147597361637,0.012342076087081778
56,137,137,3,1,0.00445738,0.004437764529729726,0.004400672653055094
14,65,65,2,2,0.004606840000000002,0.004482674675439721,0.026952384836521428
56,187,187,3,2,0.0044166200000000004,0.004440601346396388,0.005429796178160549
56,521,521,2,2,0.0044743399999999985,0.004454736953153156,0.0043812152958519835
112,133,133,2,2,0.004417940000000001,0.004441799481981955,0.005400589863591104
224,249,249,2,2,0.004362179999999999,0.004391572018018016,0.006737919576454063
14,132,132,3,2,0.004454839999999999,0.004486679931145432,0.007147267050092256
28,1038,1038,2,2,0.004496700000000001,0.004418238324324333,0.017448723658609278
14,74,74,3,2,0.0044126999999999994,0.0047624063542471015,0.07924997263514451
56,29,29,3,2,0.0044415,0.004449605729729745,0.0018249982505335923
112,496,496,2,2,0.004425100000000001,0.004449542607979406,0.005523628387924578
112,238,238,2,2,0.004425059999999999,0.004533851079665391,0.024585221367708448
