model_path,HW,CIN,CIN,latency
addrelu_prior_DHAM7K.pt,56,123,123,0.004659599999999999
addrelu_prior_XVMZW8.pt,28,36,36,0.00464976
addrelu_prior_11XFM0.pt,3,337,337,0.0046858
addrelu_prior_UFBP89.pt,28,170,170,0.004612619999999999
addrelu_prior_9EKD3I.pt,112,478,478,0.004647579999999999
addrelu_prior_8RW91E.pt,7,263,263,0.004645699999999999
addrelu_prior_KJ6GSA.pt,56,191,191,0.004633160000000001
addrelu_prior_4TMBJO.pt,14,863,863,0.00465308
addrelu_prior_L53EL6.pt,14,145,145,0.00459746
addrelu_prior_VEJOYI.pt,14,177,177,0.004663000000000001
addrelu_prior_LYPQWC.pt,224,480,480,0.00466132
addrelu_prior_3BXWBC.pt,7,41,41,0.004657379999999999
addrelu_prior_WBQ7QC.pt,14,228,228,0.00463086
addrelu_prior_39K73X.pt,28,135,135,0.004669
addrelu_prior_6ZTO2J.pt,56,1284,1284,0.00462136
addrelu_prior_0RNQ67.pt,14,40,40,0.004640300000000002
addrelu_prior_8BES2D.pt,224,57,57,0.0046234399999999995
addrelu_prior_EXXI8P.pt,7,30,30,0.00457572
addrelu_prior_NOU4W7.pt,3,166,166,0.00469402
addrelu_prior_ZLRNCL.pt,14,941,941,0.004682379999999999
addrelu_prior_4UFGUS.pt,56,184,184,0.004674619999999999
addrelu_prior_FLGIX2.pt,28,1260,1260,0.004619980000000003
addrelu_prior_CY1A8C.pt,14,580,580,0.00460708
addrelu_prior_DAL1RO.pt,56,103,103,0.00456708
addrelu_prior_CRFFVA.pt,56,131,131,0.004566340000000001
addrelu_prior_DCLPXT.pt,56,516,516,0.004642620000000001
addrelu_prior_1A2DPY.pt,7,345,345,0.00463936
addrelu_prior_XVIZ67.pt,112,511,511,0.004597239999999999
addrelu_prior_1PAFR1.pt,14,402,402,0.00459012
addrelu_prior_G28W45.pt,14,560,560,0.0046023800000000005
addrelu_prior_SJU2MX.pt,1,245,245,0.004598700000000001
addrelu_prior_3LZR1M.pt,7,31,31,0.00459794
addrelu_prior_ZU3471.pt,112,844,844,0.00468052
addrelu_prior_W5HRR5.pt,112,75,75,0.004700879999999999
addrelu_prior_4U7ZD2.pt,14,236,236,0.00466994
addrelu_prior_UTLD24.pt,112,207,207,0.004581720000000002
addrelu_prior_KOEUKR.pt,28,493,493,0.004577759999999999
addrelu_prior_CM2GKS.pt,14,179,179,0.00461816
addrelu_prior_I2O6B4.pt,56,50,50,0.004684360000000001
addrelu_prior_VNNLGF.pt,56,265,265,0.0046672
addrelu_prior_YJMD8H.pt,56,215,215,0.004647059999999999
addrelu_prior_QJTVAJ.pt,56,50,50,0.004678079999999999
addrelu_prior_BC16KM.pt,28,204,204,0.004695020000000001
addrelu_prior_ILE6Z2.pt,14,129,129,0.00458914
addrelu_prior_CQDKE2.pt,28,106,106,0.004615480000000001
addrelu_prior_S3U88C.pt,28,149,149,0.004665520000000001
addrelu_prior_VTFH9M.pt,14,65,65,0.004644639999999999
addrelu_prior_KQ9253.pt,28,13,13,0.004594880000000001
addrelu_prior_C1SP28.pt,14,195,195,0.004695219999999999
addrelu_prior_95E1AP.pt,14,33,33,0.004607439999999999
addrelu_prior_D4WHXW.pt,28,6,6,0.004682720000000002
addrelu_prior_EBSLZ8.pt,14,225,225,0.004640719999999999
addrelu_prior_993CL8.pt,14,307,307,0.0046320799999999985
addrelu_prior_4IACD6.pt,28,268,268,0.004658799999999999
addrelu_prior_HPLWRU.pt,56,240,240,0.00469104
addrelu_prior_LKKPTT.pt,28,447,447,0.00461488
addrelu_prior_A3M9EQ.pt,112,126,126,0.00464878
addrelu_prior_JLHE3A.pt,224,20,20,0.00482296
addrelu_prior_NOKRH1.pt,14,507,507,0.004625880000000001
addrelu_prior_02CVSB.pt,7,148,148,0.00465462
addrelu_prior_QMT6P7.pt,28,266,266,0.00465084
addrelu_prior_TOMSV1.pt,14,2013,2013,0.0045803200000000014
addrelu_prior_B2GLV7.pt,14,499,499,0.004627580000000001
addrelu_prior_0R5XSZ.pt,14,575,575,0.0046322
addrelu_prior_FFF7TA.pt,56,76,76,0.004699259999999999
addrelu_prior_QD9FSF.pt,14,91,91,0.0046700199999999996
addrelu_prior_T72NOB.pt,7,180,180,0.004638120000000001
addrelu_prior_8PBWRD.pt,3,14,14,0.004580400000000001
addrelu_prior_AL21AA.pt,14,547,547,0.004621200000000001
addrelu_prior_KSY8M8.pt,7,784,784,0.004696540000000001
addrelu_prior_JJEV5E.pt,14,72,72,0.004593020000000001
addrelu_prior_T43UAH.pt,28,540,540,0.0046008
addrelu_prior_IYN4S3.pt,14,13,13,0.0046624
addrelu_prior_OKH9G0.pt,1,1013,1013,0.00458664
addrelu_prior_QC9RE5.pt,56,275,275,0.004618120000000001
addrelu_prior_4OFWVJ.pt,14,330,330,0.0046739
addrelu_prior_P2WH4L.pt,28,71,71,0.004713680000000001
addrelu_prior_16G5I5.pt,14,182,182,0.0046426800000000015
addrelu_prior_Q7VPWW.pt,28,163,163,0.00461422
addrelu_prior_48QJU1.pt,14,180,180,0.004520200000000001
addrelu_prior_VVQ2T9.pt,7,167,167,0.004661440000000001
addrelu_prior_Z8B948.pt,14,939,939,0.00471874
addrelu_prior_J2OAWI.pt,14,844,844,0.0046488
addrelu_prior_9E2YJF.pt,112,115,115,0.004644940000000001
addrelu_prior_N3T8WR.pt,56,700,700,0.004638140000000001
addrelu_prior_YSSZTS.pt,28,149,149,0.004624039999999999
addrelu_prior_28WJ49.pt,7,1765,1765,0.0045937999999999994
addrelu_prior_GOBUG4.pt,14,122,122,0.004623059999999999
addrelu_prior_LN2UFU.pt,14,140,140,0.0046132399999999985
addrelu_prior_RKWPFD.pt,14,20,20,0.00459988
addrelu_prior_3WUTWH.pt,56,251,251,0.00469958
addrelu_prior_7VR3EW.pt,56,194,194,0.004703400000000001
addrelu_prior_RKUBAH.pt,7,1754,1754,0.00461228
addrelu_prior_4PU3EY.pt,14,32,32,0.00466878
addrelu_prior_0T28X4.pt,112,503,503,0.004544359999999999
addrelu_prior_VKA8RZ.pt,56,1011,1011,0.004617939999999999
addrelu_prior_RKHS0M.pt,112,986,986,0.00464912
addrelu_prior_9BT382.pt,14,529,529,0.004705619999999999
addrelu_prior_4HKE09.pt,14,487,487,0.0046092400000000006
addrelu_prior_50LKBE.pt,7,129,129,0.00462532
addrelu_prior_R5NYOS.pt,14,1027,1027,0.004778940000000001
addrelu_prior_SSR0AV.pt,7,490,490,0.004737700000000001
addrelu_prior_U5S4TM.pt,7,8,8,0.004726200000000001
addrelu_prior_WD6CIK.pt,28,113,113,0.004705419999999999
addrelu_prior_NVOQ67.pt,14,160,160,0.004749800000000001
addrelu_prior_XIQDFT.pt,14,524,524,0.004697939999999999
addrelu_prior_AOQQRB.pt,7,226,226,0.004662440000000001
addrelu_prior_JXMNU5.pt,14,34,34,0.00472894
addrelu_prior_O3EC81.pt,14,218,218,0.0046402
addrelu_prior_UWMKOV.pt,28,181,181,0.0046596
addrelu_prior_O859OQ.pt,14,153,153,0.00468996
addrelu_prior_S840RT.pt,56,124,124,0.00457476
addrelu_prior_L9DTL9.pt,7,223,223,0.0046881399999999995
addrelu_prior_HNW9ZF.pt,14,5,5,0.00470326
addrelu_prior_VDKRS7.pt,28,126,126,0.0046054
addrelu_prior_NAJ830.pt,14,104,104,0.0046222
addrelu_prior_LBC9MI.pt,112,16,16,0.004705919999999999
addrelu_prior_SZGEDC.pt,112,13,13,0.0046781600000000015
addrelu_prior_EUFOR9.pt,14,1003,1003,0.004730380000000001
addrelu_prior_9F9DWM.pt,56,241,241,0.0046844600000000005
addrelu_prior_5DVTYZ.pt,14,131,131,0.0046383200000000005
addrelu_prior_9A9DVI.pt,28,457,457,0.0045827
addrelu_prior_O07RHY.pt,28,201,201,0.00474532
addrelu_prior_85AA1E.pt,14,975,975,0.004701999999999999
addrelu_prior_7K6PWW.pt,28,92,92,0.00461486
addrelu_prior_ABDSAR.pt,28,230,230,0.00467538
addrelu_prior_093LNK.pt,14,1277,1277,0.00471536
addrelu_prior_O6DNDN.pt,14,77,77,0.004772259999999999
addrelu_prior_4UM0NI.pt,28,229,229,0.00467118
addrelu_prior_ULCZU1.pt,7,535,535,0.004698580000000001
addrelu_prior_6KX4BB.pt,112,1253,1253,0.0045863599999999985
addrelu_prior_XLLXCU.pt,14,503,503,0.004672400000000001
addrelu_prior_TQNKPP.pt,7,143,143,0.00462478
addrelu_prior_29GZ1L.pt,224,173,173,0.004658500000000001
addrelu_prior_SJYMCK.pt,3,1967,1967,0.004679339999999999
addrelu_prior_CG0UMO.pt,28,116,116,0.004729539999999999
addrelu_prior_NOE1FC.pt,14,1066,1066,0.004645259999999999
addrelu_prior_N7MXQH.pt,7,590,590,0.004654239999999999
addrelu_prior_SHMAB4.pt,56,128,128,0.00459648
addrelu_prior_HLFW1B.pt,14,508,508,0.00458806
addrelu_prior_GU9DAY.pt,112,453,453,0.004575200000000001
addrelu_prior_BKKI2O.pt,3,2045,2045,0.0046268
addrelu_prior_RTW1O8.pt,28,386,386,0.0045857599999999995
addrelu_prior_H4XHR2.pt,224,674,674,0.00466574
addrelu_prior_2IURPO.pt,112,758,758,0.0046459
addrelu_prior_E5UY34.pt,112,289,289,0.0047171999999999995
addrelu_prior_87XPXP.pt,14,466,466,0.004656440000000001
addrelu_prior_6UP2X2.pt,7,103,103,0.00471622
addrelu_prior_1C3D24.pt,3,34,34,0.00469466
addrelu_prior_7855KA.pt,7,26,26,0.00465166
addrelu_prior_8V5EW5.pt,3,778,778,0.004637260000000001
addrelu_prior_BKGGU3.pt,56,1005,1005,0.004591919999999999
addrelu_prior_KNFK5U.pt,28,216,216,0.00465002
addrelu_prior_NZUBHM.pt,28,507,507,0.0045963
addrelu_prior_SQCKMF.pt,14,166,166,0.004661520000000001
addrelu_prior_F4PJBQ.pt,112,197,197,0.00464728
addrelu_prior_6NH59V.pt,14,536,536,0.00461986
addrelu_prior_XHBJ81.pt,28,507,507,0.004591760000000001
addrelu_prior_K73AVI.pt,56,133,133,0.004566299999999998
addrelu_prior_A5OE15.pt,7,542,542,0.004742060000000001
addrelu_prior_VQ8J99.pt,28,504,504,0.00458124
addrelu_prior_RCG4P5.pt,14,1266,1266,0.00470364
addrelu_prior_DVFMGU.pt,28,158,158,0.00466976
addrelu_prior_J6BA5F.pt,28,55,55,0.00458846
addrelu_prior_LQAIAM.pt,14,152,152,0.00461076
addrelu_prior_8YANFJ.pt,224,48,48,0.004658359999999999
addrelu_prior_AKTMMN.pt,7,1026,1026,0.0046688
addrelu_prior_O8XQ13.pt,7,549,549,0.004589580000000001
addrelu_prior_G75TNY.pt,7,163,163,0.0046446199999999995
addrelu_prior_0GPIHY.pt,7,8,8,0.00470386
addrelu_prior_8RCITS.pt,56,511,511,0.004646059999999999
addrelu_prior_4DGN8T.pt,28,172,172,0.004691000000000001
addrelu_prior_QE11K2.pt,7,218,218,0.0046478199999999996
addrelu_prior_EVRS9N.pt,56,99,99,0.00459574
addrelu_prior_T51S3O.pt,14,1011,1011,0.00464364
addrelu_prior_5TWW2I.pt,7,66,66,0.004579079999999999
addrelu_prior_CBZLML.pt,14,171,171,0.004572159999999999
addrelu_prior_Q0R52L.pt,112,223,223,0.004651159999999999
addrelu_prior_LAGUC8.pt,14,476,476,0.00468668
addrelu_prior_8349WF.pt,14,93,93,0.00458154
addrelu_prior_WOQ8W0.pt,14,402,402,0.00461192
addrelu_prior_DZ54MF.pt,14,206,206,0.004837339999999998
addrelu_prior_0G8KD7.pt,14,165,165,0.00477512
addrelu_prior_9RYZLT.pt,224,206,206,0.004525039999999999
addrelu_prior_GV5DFW.pt,28,589,589,0.00457876
addrelu_prior_PFH4HX.pt,7,540,540,0.004627219999999999
addrelu_prior_AEIY45.pt,56,250,250,0.0046276600000000005
addrelu_prior_QYKCB4.pt,224,1691,1691,0.004614380000000001
addrelu_prior_APLGIP.pt,28,62,62,0.004651239999999998
addrelu_prior_D925TL.pt,14,51,51,0.004673919999999999
addrelu_prior_P1ST3K.pt,14,249,249,0.004581659999999999
addrelu_prior_RZ4PPJ.pt,112,80,80,0.004657300000000002
addrelu_prior_M1T3OG.pt,112,83,83,0.004618999999999999
addrelu_prior_ZEAMWG.pt,112,21,21,0.004547819999999999
addrelu_prior_O80S5O.pt,28,93,93,0.00464014
addrelu_prior_PZIO4F.pt,14,47,47,0.0045971599999999994
addrelu_prior_D6A6RF.pt,14,61,61,0.00469502
addrelu_prior_TI3NH0.pt,112,79,79,0.004628100000000001
addrelu_prior_RORTIW.pt,14,12,12,0.0046497
addrelu_prior_RXU6CT.pt,7,192,192,0.0046400600000000005
addrelu_prior_F93DZ5.pt,7,133,133,0.004624699999999999
addrelu_prior_URNAY7.pt,7,50,50,0.004646539999999999
addrelu_prior_NTOYZW.pt,28,687,687,0.004761179999999999
addrelu_prior_W0WPX5.pt,28,145,145,0.004611539999999998
addrelu_prior_L1M6LF.pt,14,456,456,0.0045517599999999984
addrelu_prior_OHQYT4.pt,14,153,153,0.004694440000000001
addrelu_prior_FM1NOZ.pt,14,38,38,0.004631159999999999
addrelu_prior_REKJUG.pt,56,49,49,0.0046184
addrelu_prior_QYG27U.pt,28,238,238,0.004762260000000001
addrelu_prior_W2GQNF.pt,14,994,994,0.0046881
addrelu_prior_M0L2EM.pt,1,1244,1244,0.004619799999999999
addrelu_prior_QCQ59B.pt,7,212,212,0.00473314
addrelu_prior_SLNZVK.pt,56,243,243,0.004671019999999999
addrelu_prior_78RHAL.pt,56,47,47,0.00465498
addrelu_prior_5ICY8R.pt,28,130,130,0.0046486600000000015
addrelu_prior_CZUZ57.pt,28,197,197,0.004612779999999999
addrelu_prior_C5IH3N.pt,14,976,976,0.004761380000000001
addrelu_prior_KNCS6N.pt,112,95,95,0.004634200000000001
addrelu_prior_HXK34N.pt,14,138,138,0.00467228
addrelu_prior_IA7XGU.pt,14,226,226,0.004686900000000001
addrelu_prior_4FTZ7X.pt,14,1338,1338,0.0045955200000000005
addrelu_prior_733534.pt,14,372,372,0.004699279999999999
addrelu_prior_VYD8KV.pt,28,531,531,0.0046657
addrelu_prior_ZWP9TZ.pt,56,139,139,0.004576180000000001
addrelu_prior_F704TF.pt,28,50,50,0.00464748
addrelu_prior_Q3W006.pt,56,158,158,0.004625120000000002
addrelu_prior_F30NVU.pt,28,515,515,0.0046053599999999984
addrelu_prior_AI7ZWQ.pt,28,910,910,0.004701020000000001
addrelu_prior_5J1X7Y.pt,3,493,493,0.004567100000000001
addrelu_prior_YMO6JJ.pt,56,120,120,0.004612780000000001
addrelu_prior_TMSAP7.pt,112,176,176,0.00465516
addrelu_prior_QCNJ47.pt,14,170,170,0.00455708
addrelu_prior_0SRXJI.pt,14,530,530,0.00458954
addrelu_prior_SWABON.pt,28,38,38,0.00463292
addrelu_prior_8SXPCS.pt,14,10,10,0.004625959999999999
addrelu_prior_GG8D6A.pt,14,150,150,0.004716919999999999
addrelu_prior_EZ616V.pt,56,51,51,0.00468098
addrelu_prior_Z2301T.pt,14,9,9,0.0046188600000000015
addrelu_prior_T1G91M.pt,14,215,215,0.0045894199999999994
addrelu_prior_S2UZYY.pt,56,142,142,0.00453378
addrelu_prior_RDXZHR.pt,7,119,119,0.00459922
addrelu_prior_NBC9ZW.pt,7,41,41,0.004632859999999999
addrelu_prior_XBVV5I.pt,7,996,996,0.004634880000000001
addrelu_prior_D7GFWN.pt,28,1156,1156,0.004711419999999998
addrelu_prior_N17V0H.pt,1,143,143,0.004679400000000001
addrelu_prior_PVUVXH.pt,56,1247,1247,0.0049796400000000005
addrelu_prior_1U7YR1.pt,28,59,59,0.004659380000000001
addrelu_prior_QJLTYJ.pt,14,118,118,0.00459298
addrelu_prior_RN1P8C.pt,14,813,813,0.004668639999999999
addrelu_prior_HMRN6X.pt,28,516,516,0.004582039999999999
addrelu_prior_BLOE7Q.pt,14,161,161,0.004673620000000001
addrelu_prior_7KT56R.pt,112,21,21,0.004604760000000001
addrelu_prior_6RVFCK.pt,14,991,991,0.0047975399999999994
addrelu_prior_8INVVN.pt,7,186,186,0.004773620000000001
addrelu_prior_Y506U5.pt,28,161,161,0.004654159999999999
addrelu_prior_MTIO9N.pt,56,233,233,0.0047788200000000005
addrelu_prior_ZEK6NG.pt,112,163,163,0.004664980000000001
addrelu_prior_NR8KHP.pt,7,2037,2037,0.0045762
addrelu_prior_89U54S.pt,28,559,559,0.00453926
addrelu_prior_ZP0722.pt,28,669,669,0.004724479999999998
addrelu_prior_I3NJLV.pt,112,181,181,0.004650959999999999
addrelu_prior_H7FW6N.pt,1,40,40,0.004606959999999999
addrelu_prior_98T8MF.pt,28,195,195,0.004632780000000001
addrelu_prior_WKELRI.pt,56,546,546,0.004629640000000001
addrelu_prior_V0DO2X.pt,112,471,471,0.004670080000000001
addrelu_prior_AMOIOH.pt,28,497,497,0.004580879999999999
addrelu_prior_AS2YWA.pt,7,176,176,0.00462636
addrelu_prior_SDBQOU.pt,112,136,136,0.0047290000000000006
addrelu_prior_14LOK2.pt,14,196,196,0.004631
addrelu_prior_2YU5HO.pt,7,90,90,0.004611639999999999
addrelu_prior_3HYE3Z.pt,7,151,151,0.0046182
addrelu_prior_VLBQBR.pt,112,94,94,0.0046764
addrelu_prior_5T0M96.pt,28,682,682,0.00471944
addrelu_prior_Q4P6SD.pt,3,104,104,0.004685440000000001
addrelu_prior_XY2FZ7.pt,14,853,853,0.0046722199999999995
addrelu_prior_2UCSQ7.pt,56,8,8,0.00462594
addrelu_prior_YT3TRX.pt,56,497,497,0.00465448
addrelu_prior_IPPL2N.pt,7,132,132,0.0046191800000000005
addrelu_prior_SXZHKU.pt,3,294,294,0.00459608
addrelu_prior_9ECRQB.pt,28,928,928,0.004700759999999999
addrelu_prior_8HMF9H.pt,28,69,69,0.0046117
addrelu_prior_V68O0J.pt,28,215,215,0.0046447400000000005
addrelu_prior_0Q5GWL.pt,14,187,187,0.00465436
addrelu_prior_W9615V.pt,7,182,182,0.00458906
addrelu_prior_2KWQ04.pt,14,84,84,0.00460298
addrelu_prior_13IIE2.pt,56,542,542,0.0046485799999999985
addrelu_prior_G86AJR.pt,56,526,526,0.004647180000000001
addrelu_prior_U03A6W.pt,14,38,38,0.004676
addrelu_prior_1PXACL.pt,1,129,129,0.00460376
addrelu_prior_M81KON.pt,56,16,16,0.004777359999999999
addrelu_prior_J87ZL3.pt,1,539,539,0.004761860000000001
addrelu_prior_HO98HN.pt,28,255,255,0.0046976000000000006
addrelu_prior_0YQ9LJ.pt,14,122,122,0.00458058
addrelu_prior_H5ZI0Q.pt,7,1008,1008,0.004718900000000001
addrelu_prior_YBLN0R.pt,28,433,433,0.00457518
addrelu_prior_OJ5SPG.pt,14,174,174,0.00462174
addrelu_prior_LEOLDZ.pt,112,263,263,0.00473152
addrelu_prior_1FEO4C.pt,14,97,97,0.00463904
addrelu_prior_YT3BBF.pt,7,152,152,0.00461882
addrelu_prior_9ZW9NZ.pt,7,44,44,0.004691300000000001
addrelu_prior_O1RIDQ.pt,3,129,129,0.00464872
addrelu_prior_ESHWBY.pt,112,103,103,0.0045899
addrelu_prior_G5CLBM.pt,28,19,19,0.00467448
addrelu_prior_Q05VMF.pt,14,36,36,0.004565600000000001
addrelu_prior_7I6J3G.pt,56,11,11,0.00465074
addrelu_prior_JKAXHF.pt,56,98,98,0.004594939999999998
addrelu_prior_B66O73.pt,28,121,121,0.00459518
addrelu_prior_RV0O5O.pt,56,236,236,0.004598479999999999
addrelu_prior_ITAFJB.pt,28,20,20,0.004606419999999999
addrelu_prior_AY9SKF.pt,28,436,436,0.004677879999999998
addrelu_prior_4O6B1K.pt,112,147,147,0.004643459999999999
addrelu_prior_RHNPTX.pt,28,55,55,0.00460476
addrelu_prior_DWUDH5.pt,7,2019,2019,0.00462284
addrelu_prior_QXZY44.pt,7,151,151,0.00461264
addrelu_prior_ZD6XD1.pt,14,214,214,0.00460256
addrelu_prior_YJQVSF.pt,28,2104,2104,0.004620000000000001
addrelu_prior_MR9D44.pt,56,54,54,0.00464466
addrelu_prior_7WIIXU.pt,56,222,222,0.004659840000000001
addrelu_prior_6HBIUJ.pt,7,270,270,0.004624380000000001
addrelu_prior_IMOUFP.pt,14,491,491,0.005152059999999999
addrelu_prior_PZET0Q.pt,7,506,506,0.0047402799999999995
addrelu_prior_LBVK8X.pt,7,36,36,0.004649200000000001
addrelu_prior_HXV318.pt,14,523,523,0.004640099999999999
addrelu_prior_2YXPBE.pt,56,253,253,0.0046424199999999995
addrelu_prior_NXXH53.pt,14,207,207,0.004618979999999998
addrelu_prior_FXAWX4.pt,56,1243,1243,0.00484646
addrelu_prior_OAHEWS.pt,112,96,96,0.00487614
addrelu_prior_LKR91P.pt,14,196,196,0.004725900000000002
addrelu_prior_K9H1PT.pt,7,492,492,0.00456546
addrelu_prior_9D0ND2.pt,56,216,216,0.0046872599999999995
addrelu_prior_704N4K.pt,14,188,188,0.00461676
addrelu_prior_JIYMV6.pt,28,218,218,0.004691420000000002
addrelu_prior_D5V0KG.pt,14,1735,1735,0.004661719999999999
addrelu_prior_NS4ETA.pt,56,161,161,0.00481264
addrelu_prior_R45IWA.pt,14,496,496,0.00469288
addrelu_prior_9YV8PY.pt,28,228,228,0.0047568
addrelu_prior_CMMZ80.pt,112,149,149,0.00465552
addrelu_prior_4ZPIYR.pt,56,145,145,0.0045971599999999994
addrelu_prior_6O23HF.pt,14,142,142,0.004625220000000001
addrelu_prior_TK5UY0.pt,7,114,114,0.00462088
addrelu_prior_JCW1CU.pt,112,214,214,0.0046383000000000014
addrelu_prior_R7C97I.pt,112,2048,2048,0.004715499999999998
addrelu_prior_NGRK3C.pt,28,187,187,0.004640320000000001
addrelu_prior_QDIXIA.pt,28,490,490,0.004596459999999999
addrelu_prior_C8BEEI.pt,14,67,67,0.005222199999999999
addrelu_prior_W2FIFI.pt,56,26,26,0.0046478000000000005
addrelu_prior_1XEANR.pt,14,140,140,0.00464106
addrelu_prior_2XMKM3.pt,112,540,540,0.004699139999999999
addrelu_prior_BUS57V.pt,7,159,159,0.004617159999999999
addrelu_prior_X00DSY.pt,28,454,454,0.0045945399999999985
addrelu_prior_CF131S.pt,56,1501,1501,0.00463606
addrelu_prior_R5R4P1.pt,7,68,68,0.00464664
addrelu_prior_T45LBB.pt,28,48,48,0.0047541
addrelu_prior_5L7M5C.pt,7,68,68,0.0047601599999999985
addrelu_prior_EH14HZ.pt,56,271,271,0.004727059999999999
addrelu_prior_XCLNVR.pt,7,99,99,0.004708799999999999
addrelu_prior_52WZIA.pt,28,113,113,0.004706640000000001
addrelu_prior_U13TYC.pt,28,824,824,0.004743639999999999
addrelu_prior_L2WPCR.pt,112,53,53,0.004793119999999999
addrelu_prior_KJOASW.pt,14,116,116,0.004815120000000001
addrelu_prior_ZO9BU0.pt,28,101,101,0.00473872
addrelu_prior_5BFEA8.pt,14,205,205,0.004840479999999999
addrelu_prior_YSSROE.pt,14,135,135,0.00468596
addrelu_prior_B08GM0.pt,56,227,227,0.0047024400000000004
addrelu_prior_5FDDVA.pt,28,16,16,0.004610840000000001
addrelu_prior_PE1STU.pt,14,15,15,0.004641740000000001
addrelu_prior_BR9QT3.pt,56,124,124,0.004702779999999999
addrelu_prior_79UG10.pt,28,847,847,0.004696419999999998
addrelu_prior_2R304O.pt,56,536,536,0.00465234
addrelu_prior_SSU91M.pt,56,383,383,0.004589780000000001
addrelu_prior_HU950F.pt,56,8,8,0.00464028
addrelu_prior_K5TNSL.pt,14,59,59,0.0045927
addrelu_prior_UD3MQI.pt,56,123,123,0.00470178
addrelu_prior_CS8YK2.pt,7,130,130,0.00467254
addrelu_prior_RPN6VN.pt,1,11,11,0.00455268
addrelu_prior_121I6Q.pt,7,245,245,0.004644980000000001
addrelu_prior_LTAI7D.pt,56,158,158,0.004683800000000001
addrelu_prior_ZZ9QRN.pt,112,82,82,0.0046329399999999995
addrelu_prior_S05NXG.pt,112,400,400,0.004728039999999999
addrelu_prior_DNN2JE.pt,28,259,259,0.0046381600000000005
addrelu_prior_ZRB13V.pt,14,22,22,0.00458644
addrelu_prior_14RQ0K.pt,28,502,502,0.00459608
addrelu_prior_ESC42Z.pt,7,522,522,0.00467586
addrelu_prior_CFAHLT.pt,28,761,761,0.00468298
addrelu_prior_4IT8C8.pt,28,98,98,0.00458578
addrelu_prior_LTXZV2.pt,14,118,118,0.0046265
addrelu_prior_ZTHIST.pt,56,102,102,0.00458136
addrelu_prior_K0NX8T.pt,7,180,180,0.004598460000000002
addrelu_prior_2XGNDX.pt,112,79,79,0.0047154399999999996
addrelu_prior_S9J606.pt,112,38,38,0.004548920000000001
addrelu_prior_AGPPW6.pt,28,76,76,0.004607779999999999
addrelu_prior_8J0YUC.pt,14,173,173,0.0045663
addrelu_prior_TOYJ0R.pt,14,130,130,0.00460752
addrelu_prior_VZ5ZAZ.pt,14,249,249,0.004603759999999999
addrelu_prior_M8KDES.pt,56,169,169,0.0046374599999999995
addrelu_prior_J9CUMR.pt,7,523,523,0.004567239999999999
addrelu_prior_V8YPYA.pt,28,20,20,0.004628599999999998
addrelu_prior_FVWQGN.pt,56,499,499,0.00462892
addrelu_prior_Y4Z0RB.pt,14,161,161,0.00476322
addrelu_prior_DNNNCM.pt,56,1679,1679,0.004650840000000002
addrelu_prior_HARXH3.pt,28,614,614,0.004625460000000001
addrelu_prior_2EJT7W.pt,112,407,407,0.004644760000000001
addrelu_prior_2IP03E.pt,7,62,62,0.004572100000000001
addrelu_prior_VDZ9EF.pt,7,147,147,0.00463812
addrelu_prior_T7GLVC.pt,56,139,139,0.004752740000000001
addrelu_prior_QO3WGS.pt,14,266,266,0.004910319999999999
addrelu_prior_MAU5NA.pt,56,192,192,0.004910079999999998
addrelu_prior_PSLQPU.pt,14,188,188,0.00478644
addrelu_prior_V4BQII.pt,7,165,165,0.004635140000000001
addrelu_prior_I08R98.pt,112,27,27,0.0046639
addrelu_prior_65YIFB.pt,28,45,45,0.0046161399999999995
addrelu_prior_3D18L3.pt,14,33,33,0.0045860599999999994
addrelu_prior_ZCMEC9.pt,28,101,101,0.004632880000000001
addrelu_prior_IWNNQ2.pt,56,360,360,0.00467274
addrelu_prior_FCTSKY.pt,14,324,324,0.004570940000000001
addrelu_prior_BOYAV8.pt,56,236,236,0.0046518
addrelu_prior_983SCO.pt,14,726,726,0.004673599999999999
addrelu_prior_BH95QU.pt,28,59,59,0.004633159999999999
addrelu_prior_SS3OJK.pt,14,196,196,0.0046291200000000005
addrelu_prior_NP2Y2G.pt,14,234,234,0.00466168
addrelu_prior_3FLB8R.pt,28,63,63,0.0046262
addrelu_prior_3KQ1PJ.pt,14,1593,1593,0.0045999199999999995
addrelu_prior_JS8DA6.pt,14,184,184,0.0046606999999999985
addrelu_prior_NCOB4C.pt,14,1025,1025,0.004610880000000001
addrelu_prior_NZXSVC.pt,56,1154,1154,0.005142320000000001
addrelu_prior_SSBWCB.pt,14,497,497,0.004621639999999997
addrelu_prior_L005RH.pt,7,71,71,0.0046790999999999985
addrelu_prior_3F22RO.pt,14,106,106,0.0046295
addrelu_prior_OF7BLF.pt,28,167,167,0.004631919999999999
addrelu_prior_QUVH3V.pt,112,1678,1678,0.00468268
addrelu_prior_DPCBBL.pt,28,1675,1675,0.004602739999999999
addrelu_prior_1VHWXL.pt,56,530,530,0.00461636
addrelu_prior_M6684B.pt,14,524,524,0.00461646
addrelu_prior_E07GEW.pt,28,219,219,0.0048353400000000005
addrelu_prior_NW3FZW.pt,56,82,82,0.0047814599999999995
addrelu_prior_JU8X9X.pt,14,1296,1296,0.00466188
addrelu_prior_10VSME.pt,14,175,175,0.004596579999999999
addrelu_prior_CK68XE.pt,14,1727,1727,0.0045052799999999995
