feature0,feature1,True,Pred,Error
3,366,0.008667460000000002,0.004458394950386106,0.4856168992546715
3,398,0.0034299599999999984,0.004982438225225191,0.45262283677512094
7,50,0.00342232,0.00606841474913317,0.7731874135478769
7,108,0.008170380000000003,0.005550212203749873,0.3206910567501302
7,94,0.005065420000000002,0.007287174646847365,0.4386121282830175
7,232,0.004523999999999999,0.006359469958179628,0.40571838156048384
14,474,0.0034377200000000013,0.00347251383783782,0.010121195978095545
14,18,0.0034278599999999996,0.005505577576918172,0.6061267312311975
7,114,0.00553078,0.006324905460120678,0.143582905145509
14,24,0.0034100599999999986,0.0059437651270816995,0.7430089579308581
14,34,0.00345592,0.004884985792297068,0.41351240546571333
14,140,0.0035030999999999994,0.004155006481807692,0.1860941685386351
7,108,0.013907939999999997,0.005550212203749873,0.6009321147668256
1,1144,0.0034868399999999997,0.0036834060414414533,0.056373691205060625
14,84,0.0034106200000000005,0.005482267616161143,0.6074108567243323
28,346,0.003491480000000001,0.0035173447567567423,0.007407963601894175
1,518,0.0034617199999999993,0.005706804424453003,0.6485459322108675
7,150,0.011508699999999998,0.007030304870014067,0.3891312772064553
14,8,0.0034451799999999995,0.008831798365322748,1.5635230569441219
14,62,0.0034152600000000007,0.005139839980791038,0.5049630132965095
14,18,0.004833300000000001,0.005505577576918172,0.13909287172701276
3,24,0.005843,0.007614726883278458,0.30322212618149197
14,64,0.00344332,0.005286596431968736,0.5353195264944112
14,66,0.004812939999999999,0.005550650621043357,0.15327650480649216
14,16,0.016359380000000007,0.006687838915370512,0.5911923975498761
7,100,0.0055877,0.007769181435694002,0.39040775913059067
28,156,0.0034501800000000006,0.0034819739219901715,0.00921514877199765
7,104,0.012303360000000001,0.004696275869756899,0.6182932247973807
14,80,0.004661120000000002,0.004540331386782477,0.025914074990029318
14,12,0.009946739999999999,0.00591327981283223,0.4055057423002682
1,616,0.007790140000000001,0.010527699891891886,0.3514134395391976
14,30,0.0034912200000000015,0.006877744851353001,0.9700118730280527
56,446,0.003519939999999999,0.0035349333657657632,0.004259551516720192
14,268,0.00346678,0.003484242908125356,0.005037212665746294
28,14,0.0034743800000000004,0.005557938155410567,0.5996920761144626
14,326,0.0035295999999999995,0.0034682835135135142,0.017372077993677834
7,112,0.00344236,0.005716761743298665,0.6607100196663522
14,46,0.00841402,0.005785022953568686,0.312454337692484
14,38,0.0034648,0.005910436625043272,0.7058521776273586
7,186,0.0034822399999999993,0.006749165619683523,0.9381678516367408
7,54,0.0037392000000000007,0.006842879512563346,0.8300383805528844
7,10,0.005851639999999999,0.006374610843736759,0.08937167080284494
7,102,0.0036351800000000013,0.006284623451790124,0.728834184769426
14,42,0.0033994999999999997,0.005370684303523426,0.5798453606481618
56,164,0.0034731000000000007,0.0034634305658886176,0.00278409320531601
7,132,0.0034550799999999993,0.006245190083178875,0.8075384891750339
3,482,0.0035818000000000004,0.0035342572297297273,0.013273429636013499
112,98,0.003477720000000001,0.003459719396010284,0.005175978511702197
224,528,0.0035489800000000006,0.003479486573037334,0.019581239387842845
7,36,0.008626200000000002,0.005498076495897723,0.36263053303914566
7,58,0.016261760000000004,0.007225596202755619,0.5556694845603664
14,228,0.0034267799999999986,0.0034308374819390676,0.0011840508988230842
14,40,0.008093139999999999,0.006678499091445526,0.17479506205928394
7,52,0.00342582,0.006975085662975886,1.036033902241182
14,72,0.003418239999999999,0.004822533452341103,0.41082353852892267
