feature0,feature1,feature2,feature3,feature4,True,Pred,Error
112,236,236,3,2,0.005126820000000001,0.005009179183633629,0.022946156948434243
14,153,153,2,1,0.005113920000000001,0.0051275108234234475,0.0026576136160609805
112,520,520,3,2,0.005061880000000001,0.004997736864864873,0.012671800820076318
28,242,242,3,2,0.0050776599999999995,0.005066592563577833,0.002179633221241016
112,1052,1052,2,2,0.00512852,0.0049601842432432436,0.032823457207295
56,46,46,3,2,0.005082360000000001,0.0051011605801801994,0.0036991830921458517
112,237,237,3,2,0.0050774999999999995,0.005079706609030438,0.0004345857273142919
14,271,271,2,1,0.005169099999999999,0.005116116594594576,0.010250025227877803
112,489,489,3,2,0.005120779999999999,0.0048796726684684774,0.04708410272097646
56,200,200,3,2,0.005141980000000001,0.004808883678378368,0.06477977775519016
14,180,180,2,1,0.005144819999999999,0.005125258297297272,0.003802213236367287
28,185,185,3,2,0.00469466,0.005085637022522526,0.08328122218063208
224,51,51,2,2,0.005171959999999996,0.005294924000128702,0.023775125895928406
28,67,67,3,2,0.005086599999999999,0.004866435819562419,0.04328317155616324
28,501,501,3,2,0.00510738,0.005054407869884175,0.010371683743098286
56,63,63,3,1,0.005104999999999998,0.0051174566306306304,0.002440084354678162
224,181,181,2,1,0.005147860000000001,0.005068360648648638,0.015443184420586864
28,68,68,3,2,0.00506606,0.004859554231981979,0.04076259815675708
14,63,63,3,2,0.0050744,0.005141659558944654,0.013254682119000182
112,236,236,2,2,0.0050875799999999995,0.004954311918961806,0.02619478829584857
14,509,509,3,2,0.0051903,0.0048741572097812085,0.06091031158483933
112,239,239,3,2,0.005175900000000001,0.0049396938557914995,0.04563576270957729
28,131,131,2,1,0.005109440000000001,0.0050525510630630545,0.011134084544871092
14,550,550,2,2,0.00509378,0.005149216972972985,0.010883268019620992
112,475,475,3,2,0.00473378,0.005005736189189188,0.057450111578735814
14,583,583,3,2,0.005102220000000001,0.005117807783783822,0.003055098326575666
112,78,78,2,1,0.004830340000000001,0.005026110820720721,0.04052940801697606
112,185,185,3,1,0.00517444,0.004931786779279269,0.04689458583358403
28,503,503,3,2,0.004720819999999999,0.004945327235971684,0.047556830375164796
112,460,460,2,2,0.005024600000000001,0.005043404983783802,0.003742583247184191
112,243,243,3,2,0.00514826,0.004885404196267682,0.051057212287708445
28,43,43,2,2,0.0051078,0.005068309394594589,0.007731431419674073
14,81,81,2,2,0.0051199,0.00489459729549552,0.04400529395192876
14,61,61,3,2,0.005096360000000001,0.005067137875933105,0.005733920693768937
14,70,70,2,1,0.0051189600000000005,0.005149348539382228,0.005936467443040649
28,55,55,3,2,0.0051268,0.004822983880566282,0.059260380633868744
28,200,200,3,2,0.00475514,0.004847505286486472,0.019424304328888784
14,21,21,3,2,0.005090879999999999,0.005106818378378356,0.003130770785867543
28,58,58,3,1,0.00509256,0.004767322135135126,0.06386529856592246
56,252,252,3,2,0.005150560000000001,0.004990809567095659,0.031016128907214332
14,47,47,2,2,0.0050925200000000006,0.005090595285971661,0.00037794923305935543
14,61,61,3,2,0.00508688,0.005067137875933105,0.0038809887528102336
28,190,190,2,2,0.004877319999999999,0.004935237009009003,0.011874760936129644
14,17,17,2,2,0.005080340000000001,0.005124977351351321,0.008786292128345682
28,495,495,3,2,0.005082639999999999,0.004738741663921066,0.06766136025351656
112,338,338,2,2,0.00518908,0.005154936091891887,0.0065799540782014105
28,68,68,2,2,0.0051239599999999995,0.005015919116537991,0.021085426791389597
112,480,480,3,2,0.005002999999999999,0.0048960847988417065,0.021370218100797974
28,233,233,3,2,0.0050703,0.005114129366666666,0.008644333997330772
112,253,253,2,1,0.00517914,0.004947858035907344,0.04465644182096939
56,286,286,2,1,0.005212980000000001,0.005149926360360332,0.012095507682682246
112,50,50,3,1,0.005601719999999999,0.00513198149103387,0.08385612079256544
14,58,58,2,2,0.00511244,0.005033891654504501,0.015364159871900474
224,245,245,3,2,0.00506624,0.0049822673603603495,0.01657494308197996
56,492,492,2,2,0.005195820000000001,0.0051021775540540885,0.018022650119887268
28,233,233,2,2,0.00511092,0.005105400346718128,0.0010799725454266574
112,52,52,2,2,0.004755739999999999,0.005127640245624195,0.07820028967609585
14,499,499,2,2,0.00528266,0.013834384024517385,1.6188291551069698
28,310,310,2,2,0.0051433,0.005118302810810834,0.004860146051983311
112,514,514,2,2,0.0051607599999999995,0.005089106239189175,0.013884342773317222
112,242,242,3,2,0.005160920000000001,0.004794511485070772,0.0709967437839046
56,234,234,2,1,0.00507078,0.005041834775675672,0.0057082390331128635
56,243,243,2,1,0.005076399999999998,0.005041331287387422,0.006908185448856803
56,501,501,3,1,0.00505676,0.005148581598069502,0.018158187865253965
14,512,512,2,2,0.005085000000000002,0.005091182500643507,0.0012158310016726368
56,144,144,2,2,0.004753220000000001,0.005105246450450447,0.07406062636495808
14,230,230,2,1,0.005221200000000001,0.00504364490025739,0.03400656932172893
56,203,203,3,2,0.0051013,0.004910970135135149,0.03731007093581053
56,51,51,2,1,0.005097460000000001,0.005222329129729718,0.024496343223824626
224,59,59,3,1,0.00523856,0.004823176972972977,0.07929336058516522
14,249,249,3,2,0.0047723800000000005,0.005044165945945923,0.05694977054340231
28,506,506,3,2,0.00509548,0.005114606296669392,0.003753580952018592
28,90,90,3,2,0.0051078,0.004979434305405397,0.025131307920161963
