feature0,feature1,feature2,True,Pred,Error
7,526,526,0.006409400000000001,0.015743706562054947,1.4563463915584838
7,74,74,0.02132094,0.015963787942435855,0.25126247048976946
56,8,8,0.006621260000000001,0.013124686801951954,0.9822038104457388
3,42,42,0.004462259999999999,0.017106711328828846,2.8336428914560896
14,141,141,0.00707556,0.011992669711389011,0.6949428329897579
1,486,486,0.025101700000000005,0.018225110349099065,0.27394916084970095
28,22,22,0.018411559999999997,0.015707908910219046,0.14684530207005556
14,73,73,0.01817372,0.017319474675021106,0.04700442864635828
14,16,16,0.014011519999999994,0.01972248332570653,0.4075905630300309
28,119,119,0.004449679999999998,0.0044745599459459755,0.005591401167269817
14,126,126,0.023645100000000002,0.013052452059274298,0.4479849076859774
7,894,894,0.004470279999999998,0.011406546280051444,1.5516402283640953
14,76,76,0.017530119999999996,0.015551933334005476,0.1128450156641552
7,107,107,0.012019020000000005,0.019989719662712905,0.663173841354195
28,51,51,0.009522640000000004,0.009278298575131644,0.02565900053644362
14,156,156,0.008741160000000001,0.0111951012598805,0.2807340513021725
7,32,32,0.01587582,0.02182800735399498,0.37492156965718815
7,313,313,0.010942700000000001,0.01759436165007799,0.607862926889889
28,53,53,0.01461234,0.012417887407222505,0.15017804080506578
7,411,411,0.013311919999999998,0.01683989389414413,0.2650236700749502
7,144,144,0.019577419999999998,0.01770403265476152,0.0956912272014636
56,132,132,0.004395100000000001,0.004414181910553413,0.004341632853271135
28,52,52,0.00635176,0.008595033589467737,0.35317354394179523
14,138,138,0.012026040000000002,0.01181785108279383,0.017311510456157794
14,43,43,0.019221500000000002,0.017618001827699445,0.08342211441877884
14,27,27,0.02152126,0.020367630307515632,0.05360418918243487
14,69,69,0.017642819999999997,0.016360167584844668,0.07270109966294103
7,131,131,0.01998952,0.017005847214908384,0.14926185246527263
1,616,616,0.022026060000000004,0.018809014954954847,0.14605630989133583
1,160,160,0.017971919999999995,0.01464490532792793,0.1851229402352151
28,28,28,0.012441600000000004,0.0132997113160159,0.06897113844006361
14,41,41,0.015291459999999995,0.017073906233678226,0.11656481681135954
1,403,403,0.02660368,0.022781508049163464,0.1436707985826223
14,233,233,0.009362399999999996,0.009097546522378463,0.028289058107059447
7,617,617,0.00857366,0.014413492714092651,0.681136494110176
7,218,218,0.01882212,0.016811214238549588,0.10683736802498409
7,19,19,0.02776304000000001,0.018771113223748102,0.32388120235579043
3,116,116,0.020528920000000003,0.02326873274956579,0.1334611245777074
14,659,659,0.004490340000000001,0.004460317107786352,0.0066861066675683025
3,677,677,0.022890579999999997,0.01892097618018021,0.1734164804832288
7,386,386,0.009953720000000001,0.008576335032132149,0.13837891440264066
14,229,229,0.0047366199999999995,0.0068682058304566146,0.45002255415393577
14,218,218,0.0044913600000000015,0.00779268425139752,0.7350388860829499
14,154,154,0.00697944,0.012437489200811168,0.7820182136118611
14,110,110,0.013426340000000002,0.012674447625519506,0.05600129108010788
28,32,32,0.00448876,0.0128474006674188,1.862126883018651
14,25,25,0.016944959999999995,0.019180566323697135,0.13193340814597027
1,446,446,0.004646180000000001,0.021587287337194325,3.6462442990143136
28,29,29,0.01091288,0.012799940335214055,0.17292046968481792
7,61,61,0.0228433,0.023014122381307286,0.007478008050819513
14,22,22,0.019857679999999996,0.019259542642269065,0.03012121041989449
7,295,295,0.02157073999999999,0.016655253735176095,0.22787749816760564
14,11,11,0.021357699999999993,0.021236309186794203,0.005683702515054989
14,123,123,0.01567942,0.014842238344953991,0.053393662204724926
3,737,737,0.01197938,0.015097092962934364,0.26025662120530146
14,304,304,0.0044670000000000005,0.004524955795495501,0.012974209871390275
56,18,18,0.00452856,0.0062529837536172556,0.3807885406436606
7,551,551,0.016637439999999996,0.015178629629300734,0.08768238206714872
14,33,33,0.016073999999999998,0.019005638652267984,0.18238389027423085
3,544,544,0.0044826799999999984,0.015110239171171132,2.3708047799912415
14,118,118,0.010828119999999997,0.01610455493658778,0.48729003156483164
28,85,85,0.004468819999999999,0.004494592010639214,0.005767072882598681
14,81,81,0.008056,0.014846286830521785,0.8428856542355739
7,259,259,0.00720668,0.01776014221249853,1.4644000028443789
7,88,88,0.020494160000000004,0.01737058013870908,0.1524131684973146
14,123,123,0.008847979999999998,0.014842238344953991,0.677471959131236
14,69,69,0.02109810000000001,0.016360167584844668,0.2245667816132893
28,30,30,0.020033359999999997,0.01362923990055405,0.3196727907573142
7,23,23,0.0206024,0.02079879532977,0.009532643273113884
14,53,53,0.029254540000000006,0.016699392155393098,0.4291692108167452
112,201,201,0.004369159999999998,0.004418885362162156,0.011380989060175959
7,477,477,0.00444596,0.0177072794277349,2.982779743347871
7,527,527,0.009254099999999998,0.014971647570034372,0.6178393976760976
7,53,53,0.028619320000000004,0.01631450618856939,0.4299478048895157
14,171,171,0.008608999999999999,0.012926028850302614,0.50145532004909
14,26,26,0.01701072,0.018111291928582948,0.06469872695470552
14,79,79,0.022638060000000005,0.015619430735307464,0.31003669328080846
7,236,236,0.01571064,0.01406470287188291,0.10476575926360043
14,95,95,0.012776260000000001,0.013709486111589068,0.07304376332268336
14,37,37,0.028941599999999998,0.018725624835180095,0.3529858461460287
14,51,51,0.01693714,0.016776599165191117,0.009478627135920376
7,422,422,0.024227159999999998,0.011968232577238225,0.5059993586851192
56,7,7,0.021369379999999993,0.011685228165212646,0.4531788865557798
7,482,482,0.014452939999999996,0.00841352633038493,0.4178674836825633
14,44,44,0.01616574,0.017517336775768173,0.08360871669148284
7,149,149,0.017780440000000005,0.020603697046031738,0.15878443087076205
14,27,27,0.0217383,0.020367630307515632,0.06305321448707427
3,225,225,0.018692640000000003,0.01682683845135135,0.09981476927007925
7,102,102,0.01681506,0.01952891169191536,0.161394112891382
14,48,48,0.01427994,0.016549595327737227,0.15894011653671003
14,97,97,0.006218100000000001,0.014787240089149499,1.3780962173573112
28,60,60,0.004528600000000001,0.008773131086964241,0.9372722446151659
28,49,49,0.016458079999999996,0.011148629947918978,0.3226044624938644
28,30,30,0.02091814,0.01362923990055405,0.34844876740694686
28,211,211,0.004653400000000001,0.004522674634491635,0.02809244112011984
14,98,98,0.012659740000000004,0.015198476264371449,0.20053620882983725
56,175,175,0.0045228,0.004577136477606175,0.012013902362734266
7,469,469,0.01097216,0.014550518048438146,0.3261306842443189
28,39,39,0.006388980000000001,0.011400296709318905,0.7843688208945565
