feature0,feature1,feature2,feature3,feature4,feature5,feature6,True,Pred,Error
14,46,46,5,1,0.234416,0.001196,0.01978398,0.019809588687901284,0.001294415375535379
7,253,253,3,1,0.12397,0.00253,0.019892160000000002,0.019891865889189144,1.4785262679286437e-05
112,253,253,3,1,31.73632,0.00253,0.02046832,0.020171179837837942,0.014517076250618485
14,186,186,3,1,0.36456,0.00186,0.01964702,0.02011850178661516,0.023997623385895554
56,13,13,3,1,0.40768,0.00013,0.02041222,0.019754009446074663,0.03224590730088817
56,40,40,5,2,0.81536,0.00104,0.019693180000000005,0.019946198774839125,0.012848040531753662
14,27,27,5,1,0.137592,0.000702,0.01977716,0.019801982575008738,0.0012551132219559974
28,82,82,5,1,1.671488,0.002132,0.020003899999999998,0.020136921974624612,0.006649802019836841
28,159,159,5,2,0.810264,0.004134,0.0196118,0.019901170241956295,0.014754904799982455
7,175,175,3,1,0.08575,0.00175,0.020010619999999996,0.019773996880427823,0.011824876968938166
14,85,85,3,2,0.04165,0.00085,0.01947232,0.019697375731231315,0.011557725593627948
14,57,57,3,1,0.11172,0.00057,0.019486120000000003,0.019944417445238085,0.023519173916515056
7,385,385,3,1,0.18865,0.00385,0.01966548,0.02013042780386102,0.023642840340587654
28,103,103,5,1,2.099552,0.002678,0.019444740000000002,0.019795786015315356,0.018053520659847024
7,54,54,5,1,0.068796,0.001404,0.019996100000000003,0.019631446929448883,0.018236209588425742
112,409,409,5,1,133.392896,0.010634,0.020023979999999993,0.020053297272973045,0.001464108182941221
14,164,164,5,1,0.835744,0.004264,0.01972172000000001,0.019842450057096048,0.006121679909056568
56,213,213,5,1,17.367168,0.005538,0.0203686,0.01996257448558572,0.01993389405331144
28,492,492,5,1,10.028928,0.012792,0.019956679999999994,0.019935369579665324,0.0010678339450584933
112,173,173,5,1,56.422912,0.004498,0.01992852,0.01974295982689843,0.009311287195515399
28,265,265,5,2,1.35044,0.00689,0.019781500000000004,0.019870742446246186,0.004511409460666893
56,48,48,5,1,3.913728,0.001248,0.019921860000000003,0.021271267569111893,0.06773501917551322
112,86,86,3,2,2.69696,0.00086,0.0197445,0.019916149201866136,0.008693519808864967
14,51,51,5,1,0.259896,0.001326,0.019949799999999997,0.019755730529086215,0.00972789055097203
14,78,78,3,1,0.15288,0.00078,0.019737580000000005,0.020174612340540576,0.02214214409976156
14,1145,1145,5,1,5.83492,0.02977,0.019813800000000003,0.020031259383783785,0.01097514781535002
28,65,65,3,1,0.5096,0.00065,0.01973092,0.01975245952610465,0.0010916635465883194
14,29,29,3,1,0.05684,0.00029,0.01991934,0.020058911688888813,0.007006843042430729
28,55,55,3,1,0.4312,0.00055,0.019882980000000005,0.01986344048348359,0.0009827257542086455
28,956,956,3,1,7.49504,0.00956,0.019569419999999994,0.019753335513513583,0.009398107532752076
7,1138,1138,5,1,1.449812,0.029588,0.020081219999999997,0.01991759599099092,0.008148110971797325
14,67,67,3,1,0.13132,0.00067,0.019708659999999996,0.019988585748465345,0.014203185222402187
28,170,170,3,1,1.3328,0.0017,0.01984796,0.019886277212594294,0.001930536568709952
14,501,501,3,2,0.24549,0.00501,0.019873260000000004,0.020022039927927938,0.007486437953709358
112,240,240,3,1,30.1056,0.0024,0.01985606,0.019958434608108006,0.005155836964030489
112,103,103,5,1,33.592832,0.002678,0.019747460000000005,0.019742091614414373,0.00027185195390351557
112,180,180,5,1,58.70592,0.00468,0.02002908,0.019883714157700523,0.007257739361941644
28,1151,1151,3,1,9.02384,0.01151,0.01970856,0.019804963471042505,0.0048914517875737985
14,246,246,7,1,2.4108,0.0123,0.0197797,0.019795552480308908,0.0008014520093281221
112,213,213,3,1,26.71872,0.00213,0.020599279999999998,0.01980098067657664,0.038753748840899126
112,15,15,5,1,4.89216,0.00039,0.019688839999999996,0.019936953890261698,0.012601752579720411
28,172,172,5,1,3.506048,0.004472,0.019734099999999997,0.01991171999586015,0.009000663615779371
14,58,58,5,2,0.073892,0.001508,0.019863479999999996,0.019724463936936883,0.006998575429034214
7,49,49,5,1,0.062426,0.001274,0.019742620000000002,0.019822905051608723,0.004066585468834438
28,484,484,3,2,0.94864,0.00484,0.020368480000000005,0.01995198852844271,0.020447842527144617
14,105,105,3,1,0.2058,0.00105,0.019672719999999998,0.019858608477518355,0.009449048099010043
112,75,75,7,1,47.04,0.00375,0.019883660000000004,0.019825527765765717,0.0029236183999468476
112,492,492,3,1,61.71648,0.00492,0.019938340000000002,0.019783108972972852,0.007785554215002355
56,210,210,5,1,17.12256,0.00546,0.019766239999999997,0.019972055963063208,0.010412499446693485
28,49,49,3,1,0.38416,0.00049,0.019761579999999994,0.019959974791763226,0.010039419508117898
112,474,474,5,2,38.648064,0.012324,0.01969244,0.020338618635135072,0.03281353834949218
56,673,673,5,1,54.873728,0.017498,0.01959562,0.019764694569369398,0.008628181673731021
112,23,23,3,1,2.88512,0.00023,0.0198332,0.01987644398648652,0.002180383724589213
28,154,154,3,1,1.20736,0.00154,0.01949288,0.01992604746445343,0.0222218299426985
112,64,64,3,1,8.02816,0.00064,0.02008146,0.019905367890090092,0.008768889807310165
112,690,690,3,1,86.5536,0.0069,0.019612159999999997,0.019734738891891975,0.006250147454027431
28,88,88,5,1,1.793792,0.002288,0.019851900000000002,0.019826695551480054,0.001269623991655598
28,60,60,5,1,1.22304,0.00156,0.01971784,0.019848049469498162,0.006603637594085445
56,160,160,5,1,13.04576,0.00416,0.019866640000000005,0.019875122680695047,0.00042698114502717245
112,105,105,5,1,34.24512,0.00273,0.020082980000000004,0.019743608702702628,0.016898453182614116
28,83,83,3,1,0.65072,0.00083,0.020029179999999997,0.019824325715174902,0.01022779189288303
14,254,254,5,1,1.294384,0.006604,0.01978306000000001,0.019864412064864934,0.004112208367407555
14,66,66,5,1,0.336336,0.001716,0.020334199999999997,0.01965382562966533,0.03345960845937715
14,52,52,5,1,0.264992,0.001352,0.019809339999999998,0.01979585328423431,0.0006808261035294376
7,162,162,5,1,0.206388,0.004212,0.020044340000000004,0.019913072473806814,0.006548857492598438
14,92,92,3,2,0.04508,0.00092,0.02015006,0.020026841340240277,0.006115051754670898
7,71,71,5,1,0.090454,0.001846,0.020040220000000004,0.019748363013642124,0.014563561994722652
7,118,118,5,1,0.150332,0.003068,0.02063348,0.020354439338738765,0.013523683899237283
56,176,176,7,1,27.5968,0.0088,0.019680420000000004,0.019835962462162213,0.007903411724049047
112,61,61,3,2,1.91296,0.00061,0.020823659999999994,0.019912365104375804,0.043762474782252
28,50,50,3,1,0.392,0.0005,0.019495600000000005,0.019975943941547055,0.024638582118377977
