feature0,feature1,feature2,True,Pred,Error
224,161,161,0.00463988,0.004703290108108125,0.013666325014466912
56,940,940,0.004706140000000001,0.004642933459459473,0.013430654536526284
56,176,176,0.0046732399999999995,0.004648169387387386,0.00536471754342035
7,513,513,0.0045918999999999995,0.004672366820463317,0.017523643908473066
14,568,568,0.0045723,0.004624936162162169,0.011511966004454895
112,1253,1253,0.0045863599999999985,0.004793569675675652,0.045179548852609344
14,431,431,0.00467876,0.0046180505945945995,0.012975533133864563
7,463,463,0.0046813600000000025,0.004601956351351347,0.016961662561446923
7,99,99,0.004782839999999999,0.004686341316216218,0.020176021732648573
7,192,192,0.0046400600000000005,0.004600553229601023,0.008514280073744124
7,135,135,0.0045865800000000016,0.004625258759330746,0.008433028385146323
56,40,40,0.0046307399999999995,0.004614390490090072,0.0035306473500838647
14,179,179,0.004593959999999999,0.004588437371171164,0.0012021499596938916
14,384,384,0.00460346,0.004616133027027037,0.002752935189409103
14,559,559,0.004601760000000001,0.004604253783783773,0.0005419195663772931
7,451,451,0.004561539999999999,0.0045999286216216176,0.008415715223722298
14,229,229,0.0045946,0.004656735125740032,0.013523511456934603
28,501,501,0.004572859999999999,0.004670466096267685,0.021344650015020308
14,215,215,0.00463758,0.004595855577713426,0.008997024803145971
7,143,143,0.00462478,0.004615506242900046,0.002005232054271668
28,170,170,0.004612619999999999,0.004613507945945925,0.00019250359793921614
28,42,42,0.004622560000000001,0.00460159798249679,0.004534720480255728
28,691,691,0.00462122,0.004746144,0.027032688337711736
28,121,121,0.00463226,0.0045992256952381,0.007131358076165869
14,29,29,0.004591059999999999,0.004641839652380949,0.011060550805467483
28,112,112,0.00454554,0.00464566055740024,0.022026108537212322
56,544,544,0.004669520000000002,0.004641788221621637,0.005938892729523551
28,135,135,0.004655619999999999,0.00464745993243244,0.0017527348811886064
28,73,73,0.00463128,0.004651531554054029,0.004372776868172297
7,157,157,0.0046074,0.004612953854054038,0.0012054204223722088
112,758,758,0.0046459,0.00462633782702701,0.004210631518756318
28,79,79,0.004586520000000002,0.004606640445945952,0.004386865411237824
28,135,135,0.004624080000000001,0.00464745993243244,0.005056126285107309
56,173,173,0.0046078199999999995,0.0046233303243243176,0.0033660872873328604
56,491,491,0.0046042999999999995,0.004710213621621598,0.023003197363681522
14,41,41,0.0046717,0.00462599523942515,0.009783325250947238
14,529,529,0.00462558,0.004636257595881606,0.0023083798964899423
56,6,6,0.00460312,0.004668958749034757,0.014303070316384827
28,163,163,0.00461422,0.004660048441441432,0.009932001820769792
28,211,211,0.00473204,0.004678861536036047,0.011237957406098273
14,1478,1478,0.004584540000000001,0.0046297060540540285,0.009851818078591935
14,496,496,0.004599179999999999,0.004685582735497806,0.018786552276233364
14,31,31,0.00462158,0.004633444383011569,0.0025671703208792144
7,1153,1153,0.00455794,0.004705915567567564,0.03246544877018214
14,34,34,0.00472894,0.004610437049549549,0.025059093676479578
7,1690,1690,0.004586360000000001,0.004569832517117099,0.0036036165680194644
112,18,18,0.0045673599999999995,0.004674612995495505,0.0234824921826845
112,772,772,0.004639399999999999,0.004626253783783766,0.0028336026676366827
14,141,141,0.0045934999999999995,0.004639283772436725,0.009967077922439416
28,54,54,0.004552560000000001,0.004601896700450443,0.01083713349202253
7,264,264,0.004656820000000001,0.004613705389832696,0.009258380218111295
56,244,244,0.0047167599999999995,0.004677500063063074,0.008323496836159872
28,171,171,0.004667559999999999,0.004611314972972948,0.01205019903912355
7,506,506,0.0047402799999999995,0.004631960824324341,0.022850796930911018
14,507,507,0.004578779999999999,0.004609818274774794,0.006778721575352968
28,21,21,0.004669620000000001,0.004618193193693693,0.011013060228949769
14,179,179,0.0046192,0.004588437371171164,0.0066597308687297305
56,526,526,0.00457516,0.00465497102702704,0.01744442315176743
14,235,235,0.004595240000000001,0.004787772797297305,0.04189831157835135
14,153,153,0.0046377200000000006,0.004686029078078101,0.010416557721919446
56,208,208,0.004691320000000001,0.004682739690090098,0.001828975620913413
7,270,270,0.004702420000000001,0.004663553036036045,0.008265311044942101
3,778,778,0.004637260000000001,0.004693877945945955,0.012209353356498125
56,499,499,0.00462892,0.004637894540540514,0.001938797935698693
28,88,88,0.00464306,0.004576100867953676,0.014421336800800258
224,20,20,0.0045896999999999995,0.004761696369369386,0.037474425206306824
14,170,170,0.00455708,0.004623912089446579,0.01466555106484389
28,48,48,0.0047541,0.004586066238738751,0.035345020353221235
