feature0,feature1,feature2,feature3,feature4,True,Pred,Error
14,179,179,2,2,0.004419339999999999,0.004445029621621631,0.0058129995930687375
56,68,68,2,1,0.0044426599999999985,0.004488250378893174,0.010261955426068031
14,1037,1037,3,2,0.004556979999999999,0.004441887531531537,0.025256303180716564
28,201,201,3,1,0.00445146,0.004512957585585584,0.013815149543202484
28,502,502,3,2,0.004489960000000002,0.004449152188030891,0.009088680515886823
112,185,185,2,2,0.004387199999999998,0.004405904179601046,0.004263352389006211
14,364,364,2,2,0.00443462,0.004477872114157015,0.009753285322533866
14,183,183,3,2,0.0045227,0.0044773596216216485,0.010025068737336482
112,238,238,2,2,0.004425059999999999,0.004468187670270271,0.009746234010447774
14,566,566,3,2,0.004462860000000002,0.0044382105405405175,0.005523242821752013
28,150,150,3,1,0.004412940000000001,0.004486488609009003,0.016666578065643905
56,536,536,3,2,0.00442554,0.00443486733333332,0.0021076147392903974
28,499,499,2,2,0.004521859999999998,0.004465355506306308,0.012495852081596925
14,507,507,3,2,0.004487020000000001,0.00450230436396396,0.003406350754834779
56,513,513,2,2,0.0044109200000000005,0.004470519712008128,0.013511855125036816
14,74,74,2,2,0.00440408,0.012234834696267712,1.7780682222547528
56,134,134,3,2,0.004480139999999999,0.004405850279279263,0.01658200875881907
112,58,58,2,2,0.004402679999999999,0.0044702566634920605,0.015348983685405571
14,73,73,2,2,0.00454174,0.004445232706002107,0.02124896933727886
28,150,150,3,2,0.00438778,0.00447937887207209,0.020875903548511984
112,128,128,3,1,0.00443736,0.004449475772972963,0.0027304011783951397
14,251,251,3,2,0.004457020000000001,0.004449482834813398,0.0016910772638674297
14,184,184,2,2,0.00445886,0.004466088774774793,0.0016212159105225734
28,72,72,3,2,0.00445306,0.004496730191548692,0.009806782650288079
14,69,69,2,2,0.0045008800000000005,0.004484212862462456,0.0037030841829918688
56,495,495,2,1,0.0044434800000000005,0.00443602374234235,0.0016780221037679308
14,43,43,2,2,0.004455639999999999,0.004501835393178882,0.0103678468590107
14,492,492,2,2,0.00446388,0.004445854808108099,0.004038009958130889
56,84,84,2,2,0.0044252599999999994,0.00451019327927928,0.01919283370452377
28,196,196,2,1,0.004497299999999999,0.0044523510495495435,0.009994652447125099
112,54,54,2,2,0.004501920000000001,0.004481400363429675,0.004557974502062687
14,512,512,3,2,0.00445926,0.004479842367932229,0.004615646527053752
14,531,531,3,2,0.0051400000000000005,0.0045667191081081,0.11153324744978606
112,382,382,3,2,0.0044196999999999995,0.004739531988288275,0.07236509000345623
28,41,41,3,2,0.004484319999999999,0.004457661531531537,0.0059448184938770045
14,509,509,2,2,0.0044516,0.0058802524833118834,0.32093011126603543
14,180,180,3,2,0.004565280000000001,0.004484476324324337,0.017699610029541374
14,149,149,2,2,0.004472439999999999,0.004712928182303744,0.053771136628718255
56,845,845,2,2,0.004460880000000001,0.004402495081081066,0.01308820656886883
56,542,542,3,2,0.004434800000000002,0.004452574270270255,0.0040079079711042515
56,838,838,2,2,0.00452022,0.004656601837837823,0.03017150444841691
