model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
conv-bn-relu_prior_X7IZSQ.pt,14,231,74,1,1,3.364928,0.017168,0.024601519999999998
conv-bn-relu_prior_X6XV1X.pt,14,153,112,1,1,3.380608,0.017248,0.024402360000000005
conv-bn-relu_prior_PO6QML.pt,27,90,51,1,1,3.383289,0.004641,0.024340840000000002
conv-bn-relu_prior_KO0EG4.pt,28,91,47,1,1,3.390016,0.004324,0.024331619999999995
conv-bn-relu_prior_5FA4DW.pt,28,36,117,1,1,3.393936,0.004329,0.02490482
conv-bn-relu_prior_9F7ZOL.pt,27,777,6,1,1,3.402972,0.004668,0.025694759999999994
conv-bn-relu_prior_4FJFVX.pt,13,130,154,1,1,3.409406,0.020174,0.024520659999999993
conv-bn-relu_prior_CU63X7.pt,7,493,141,1,1,3.413046,0.069654,0.02566241999999999
conv-bn-relu_prior_PMEZRH.pt,28,310,14,1,1,3.413536,0.004354,0.025726659999999995
conv-bn-relu_prior_60QODK.pt,8,512,104,1,1,3.414528,0.053352,0.026005659999999996
conv-bn-relu_prior_S8C3EO.pt,13,105,191,1,1,3.421574,0.020246,0.024390540000000002
conv-bn-relu_prior_T5RJ6T.pt,14,167,104,1,1,3.424512,0.017472,0.024685379999999996
conv-bn-relu_prior_03LAR7.pt,14,164,106,1,1,3.42804,0.01749,0.02469092
conv-bn-relu_prior_0UO0OZ.pt,7,36,216,3,1,3.4398,0.0702,0.02963602
conv-bn-relu_prior_61LOT8.pt,3,187,228,3,1,3.455568,0.383952,0.031019440000000006
conv-bn-relu_prior_1QQ7TD.pt,28,220,20,1,1,3.46528,0.00442,0.025170139999999997
conv-bn-relu_prior_AK2QWM.pt,7,1575,45,1,1,3.47508,0.07092,0.02550734000000001
conv-bn-relu_prior_20AJZU.pt,14,104,169,1,1,3.47802,0.017745,0.024554280000000005
conv-bn-relu_prior_46BDX1.pt,14,90,195,1,1,3.47802,0.017745,0.02437537999999999
conv-bn-relu_prior_SZYZ8O.pt,13,51,396,1,1,3.480048,0.020592,0.024240400000000002
conv-bn-relu_prior_3ZQ232.pt,8,221,246,1,1,3.495168,0.054612,0.025707319999999995
conv-bn-relu_prior_BJ47V4.pt,7,216,27,7,2,3.50098875,0.285795,0.03438288000000001
conv-bn-relu_prior_3R5SZB.pt,8,12,93,7,1,3.505728,0.054777,0.024100520000000007
conv-bn-relu_prior_S4JDOV.pt,8,530,104,1,1,3.534336,0.055224,0.025679999999999994
conv-bn-relu_prior_NFYZ38.pt,14,79,227,1,1,3.55936,0.01816,0.024692239999999997
conv-bn-relu_prior_813H5N.pt,14,33,244,3,2,3.562888,0.072712,0.0318758
conv-bn-relu_prior_O5IRQ6.pt,14,174,104,1,1,3.5672,0.0182,0.02446128000000001
conv-bn-relu_prior_8DMPQT.pt,28,263,69,1,2,3.570336,0.018216,0.03389388
conv-bn-relu_prior_S44EMV.pt,13,306,69,1,1,3.579927,0.021183,0.025528800000000008
conv-bn-relu_prior_Q9ESL5.pt,28,34,131,1,1,3.59464,0.004585,0.024710880000000005
conv-bn-relu_prior_KE3DKY.pt,13,178,119,1,1,3.599869,0.021301,0.024540919999999997
conv-bn-relu_prior_UHH3E5.pt,27,80,61,1,1,3.601989,0.004941,0.024358539999999995
conv-bn-relu_prior_A27LH8.pt,56,512,9,1,2,3.619728,0.004617,0.02574632
conv-bn-relu_prior_NIPCBB.pt,8,117,480,1,1,3.62496,0.05664,0.02480406
conv-bn-relu_prior_BZFUFD.pt,13,498,43,1,1,3.626233,0.021457,0.02572482000000001
conv-bn-relu_prior_DG77Q4.pt,8,519,109,1,1,3.62752,0.05668,0.025742380000000002
conv-bn-relu_prior_PKJ0R4.pt,28,10,51,3,1,3.638544,0.004641,0.025669719999999993
conv-bn-relu_prior_WU813Y.pt,13,45,469,1,1,3.646006,0.021574,0.02439052
conv-bn-relu_prior_YIDU9X.pt,13,166,130,1,1,3.66899,0.02171,0.024431939999999996
conv-bn-relu_prior_IF8KAW.pt,27,51,97,1,1,3.677076,0.005044,0.024372599999999994
conv-bn-relu_prior_AJFXDQ.pt,56,26,5,3,1,3.6848,0.001175,0.023425260000000003
conv-bn-relu_prior_Q1L6AC.pt,56,97,12,1,1,3.687936,0.001176,0.024125459999999994
conv-bn-relu_prior_NHHENC.pt,13,1148,19,1,1,3.689439,0.021831,0.025347140000000004
conv-bn-relu_prior_29QSB7.pt,14,120,156,1,1,3.699696,0.018876,0.024856719999999992
conv-bn-relu_prior_JHDGB8.pt,56,90,13,1,1,3.709888,0.001183,0.02423524
conv-bn-relu_prior_V96IKL.pt,14,18,999,1,1,3.720276,0.018981,0.024533940000000008
conv-bn-relu_prior_7GTSXW.pt,56,43,27,1,1,3.725568,0.001188,0.024852819999999998
conv-bn-relu_prior_Z72GB9.pt,14,515,37,1,1,3.742032,0.019092,0.02562979999999999
conv-bn-relu_prior_KJQL7E.pt,14,37,504,1,1,3.753792,0.019152,0.02424222
conv-bn-relu_prior_KW6LAA.pt,7,69,493,3,2,3.7564135,0.306646,0.03504734000000001
conv-bn-relu_prior_KTJWU0.pt,28,122,156,1,2,3.760848,0.019188,0.023837999999999998
conv-bn-relu_prior_A3NEDR.pt,28,39,120,1,1,3.7632,0.0048,0.024882080000000008
conv-bn-relu_prior_4U9F0E.pt,13,621,36,1,1,3.784248,0.022392,0.025949679999999996
conv-bn-relu_prior_I5O2HG.pt,14,127,151,1,1,3.788288,0.019328,0.025241020000000006
conv-bn-relu_prior_1SQKLC.pt,13,203,110,1,1,3.79236,0.02244,0.025463059999999996
conv-bn-relu_prior_XHZCI1.pt,28,6,88,3,1,3.79456,0.00484,0.023968180000000002
conv-bn-relu_prior_9GN9Q2.pt,56,37,128,1,2,3.813376,0.004864,0.023991140000000008
conv-bn-relu_prior_FD6TXL.pt,14,514,38,1,1,3.83572,0.01957,0.02566206
conv-bn-relu_prior_OFV23H.pt,8,218,11,5,1,3.837504,0.059961,0.03546516000000001
conv-bn-relu_prior_DNY29U.pt,13,122,185,1,1,3.845595,0.022755,0.02472636
conv-bn-relu_prior_NOA6QL.pt,27,34,151,1,1,3.852765,0.005285,0.024796460000000003
conv-bn-relu_prior_DS8LH7.pt,56,91,6,3,2,3.85728,0.00492,0.033960819999999996
conv-bn-relu_prior_ALB682.pt,13,112,202,1,1,3.857594,0.022826,0.02497792
conv-bn-relu_prior_SGGKNM.pt,14,175,112,1,1,3.863552,0.019712,0.024533799999999998
conv-bn-relu_prior_CPYNUL.pt,14,193,102,1,1,3.878448,0.019788,0.024452460000000006
conv-bn-relu_prior_M3HJ49.pt,8,1554,39,1,1,3.88128,0.060645,0.025486720000000008
conv-bn-relu_prior_0VZ5TW.pt,13,186,123,1,1,3.887169,0.023001,0.02451988
conv-bn-relu_prior_9RTHDO.pt,27,88,60,1,1,3.89286,0.00534,0.024421680000000005
conv-bn-relu_prior_QCHOX8.pt,3,137,127,5,1,3.915918,0.435102,0.03506346
conv-bn-relu_prior_VP7Z2X.pt,13,181,57,3,2,3.9254475,0.09291,0.033601099999999995
conv-bn-relu_prior_7SMR20.pt,8,250,245,1,1,3.93568,0.061495,0.0254121
conv-bn-relu_prior_TFOHPL.pt,8,64,107,3,1,3.951296,0.061739,0.03282166000000001
conv-bn-relu_prior_6MFHUX.pt,13,412,227,1,2,3.96097975,0.093751,0.0327948
conv-bn-relu_prior_58KM5J.pt,3,398,123,3,1,3.966381,0.440709,0.03468790000000001
conv-bn-relu_prior_HVV899.pt,8,18,381,3,1,3.974592,0.062103,0.0241619
conv-bn-relu_prior_32Y8YJ.pt,8,491,127,1,1,3.998976,0.062484,0.026273800000000003
conv-bn-relu_prior_C909BR.pt,8,134,464,1,1,4.00896,0.06264,0.02446384
conv-bn-relu_prior_492O0X.pt,8,260,240,1,1,4.00896,0.06264,0.025940820000000007
conv-bn-relu_prior_44775B.pt,7,222,59,5,2,4.01198525,0.327509,0.03449636
conv-bn-relu_prior_TQOJPX.pt,56,7,80,3,2,4.01408,0.00512,0.02570246
conv-bn-relu_prior_JN6S88.pt,7,414,22,3,1,4.017706,0.081994,0.03454364000000001
conv-bn-relu_prior_N9DF8K.pt,14,201,102,1,1,4.038384,0.020604,0.024518019999999995
conv-bn-relu_prior_RMV8CD.pt,7,163,504,1,1,4.050144,0.082656,0.024592740000000002
conv-bn-relu_prior_BIFFCS.pt,28,26,22,3,1,4.05328,0.00517,0.024140460000000002
conv-bn-relu_prior_RFFSOS.pt,14,170,121,1,1,4.055436,0.020691,0.025116880000000005
conv-bn-relu_prior_IA3KJB.pt,14,103,199,1,1,4.056416,0.020696,0.02427712
conv-bn-relu_prior_9157YR.pt,8,539,470,1,2,4.0608,0.2538,0.023703660000000005
conv-bn-relu_prior_8RVRI1.pt,56,184,7,1,1,4.06112,0.001295,0.02474534
conv-bn-relu_prior_U638L3.pt,8,1481,43,1,1,4.078464,0.063726,0.025522920000000004
conv-bn-relu_prior_WH89XG.pt,7,185,72,5,2,4.080132,0.333072,0.03163966
conv-bn-relu_prior_I18OJ0.pt,14,488,43,1,1,4.121292,0.021027,0.02607126
conv-bn-relu_prior_RD7OPO.pt,56,3,47,3,1,4.126976,0.001316,0.023987339999999996
conv-bn-relu_prior_VPMDON.pt,8,174,165,3,2,4.13688,0.258555,0.03485867999999999
conv-bn-relu_prior_75JY1D.pt,13,19,143,3,1,4.156724,0.024596,0.023782120000000004
conv-bn-relu_prior_GB7BQZ.pt,14,435,49,1,1,4.187344,0.021364,0.025851979999999997
conv-bn-relu_prior_NDDF9L.pt,56,124,43,1,2,4.214,0.005375,0.02383748
conv-bn-relu_prior_BCK1GZ.pt,14,50,191,3,2,4.220909,0.086141,0.03365462
conv-bn-relu_prior_3VHCSX.pt,8,145,73,5,2,4.235168,0.264698,0.034578979999999995
conv-bn-relu_prior_MMJ0IF.pt,14,21,21,7,1,4.23948,0.02163,0.024360619999999996
conv-bn-relu_prior_XLZALR.pt,27,27,208,1,1,4.245696,0.005824,0.02481564
conv-bn-relu_prior_BKV733.pt,14,123,175,1,1,4.2532,0.0217,0.025248120000000006
conv-bn-relu_prior_05905F.pt,8,524,127,1,1,4.2672,0.066675,0.026042939999999994
conv-bn-relu_prior_99KEVC.pt,27,60,96,1,1,4.269024,0.005856,0.024364819999999995
conv-bn-relu_prior_HCQPM4.pt,14,262,83,1,1,4.278484,0.021829,0.025898539999999994
conv-bn-relu_prior_789H68.pt,14,133,163,1,1,4.281032,0.021842,0.024540120000000006
conv-bn-relu_prior_7ATJ49.pt,28,683,32,1,2,4.290048,0.021888,0.023786799999999997
conv-bn-relu_prior_KSGG5B.pt,8,179,15,5,1,4.29696,0.06714,0.03415842
conv-bn-relu_prior_GHZV1O.pt,13,107,236,1,1,4.307472,0.025488,0.024216039999999998
conv-bn-relu_prior_BXLOR2.pt,14,226,97,1,1,4.315724,0.022019,0.02461026
conv-bn-relu_prior_91CGW5.pt,27,56,104,1,1,4.321512,0.005928,0.024862119999999998
conv-bn-relu_prior_8NMHUO.pt,14,117,21,3,1,4.338264,0.022134,0.03365878
conv-bn-relu_prior_U5G1GY.pt,7,37,49,7,1,4.355414,0.088886,0.03424357999999999
conv-bn-relu_prior_RJZTPN.pt,14,493,45,1,1,4.35708,0.02223,0.026021560000000003
conv-bn-relu_prior_LZ7RB9.pt,14,130,19,3,1,4.360804,0.022249,0.04614072000000001
conv-bn-relu_prior_4WODKO.pt,14,103,24,3,1,4.365312,0.022272,0.04134112
conv-bn-relu_prior_BBZCRO.pt,14,177,14,3,1,4.373936,0.022316,0.034279159999999996
conv-bn-relu_prior_73KRXU.pt,14,119,186,1,1,4.37472,0.02232,0.02507076
conv-bn-relu_prior_LBGW9L.pt,13,210,123,1,1,4.386057,0.025953,0.0250522
conv-bn-relu_prior_E0AXBV.pt,28,116,48,1,1,4.402944,0.005616,0.024749480000000004
conv-bn-relu_prior_R9NO6W.pt,13,89,6,7,1,4.423068,0.026172,0.03497071999999999
conv-bn-relu_prior_BTOG2Y.pt,7,108,93,3,1,4.433961,0.090489,0.03518829999999999
conv-bn-relu_prior_RUF2JT.pt,27,148,41,1,1,4.453461,0.006109,0.02459664
conv-bn-relu_prior_LZYIBB.pt,14,132,171,1,1,4.457628,0.022743,0.024551040000000003
conv-bn-relu_prior_4Q2K9X.pt,27,119,51,1,1,4.46148,0.00612,0.024279380000000003
conv-bn-relu_prior_NG5MI2.pt,14,220,103,1,1,4.461548,0.022763,0.024804060000000003
conv-bn-relu_prior_PL1RLE.pt,8,362,194,1,1,4.507008,0.070422,0.02540688
conv-bn-relu_prior_1IQUUE.pt,28,119,48,1,1,4.51584,0.00576,0.025044060000000014
conv-bn-relu_prior_626QPU.pt,14,103,222,1,1,4.525248,0.023088,0.024737580000000002
conv-bn-relu_prior_A2JG0D.pt,27,52,470,1,2,4.5398475,0.02491,0.024656079999999997
conv-bn-relu_prior_DVYIQN.pt,27,508,49,1,2,4.54549725,0.024941,0.02434566
conv-bn-relu_prior_TCAZ8O.pt,14,493,47,1,1,4.550728,0.023218,0.026466939999999998
conv-bn-relu_prior_FL6ZV6.pt,27,58,106,1,1,4.559166,0.006254,0.024588959999999993
conv-bn-relu_prior_GBJTD9.pt,28,8,80,3,1,4.57856,0.00584,0.023897279999999993
conv-bn-relu_prior_M9EIC5.pt,14,489,48,1,1,4.60992,0.02352,0.02579056
conv-bn-relu_prior_HZOX4F.pt,14,47,492,1,1,4.628736,0.023616,0.02419380000000001
conv-bn-relu_prior_QKU5GF.pt,7,533,178,1,1,4.657548,0.095052,0.02588074
conv-bn-relu_prior_WVIJCG.pt,14,121,195,1,1,4.66284,0.02379,0.02434501999999999
conv-bn-relu_prior_CV513Z.pt,13,188,146,1,1,4.663386,0.027594,0.02478310000000001
conv-bn-relu_prior_H3GXMQ.pt,14,132,179,1,1,4.666172,0.023807,0.024877179999999992
conv-bn-relu_prior_CPIDEJ.pt,13,146,189,1,1,4.695327,0.027783,0.024637680000000006
conv-bn-relu_prior_MOHFV2.pt,13,420,66,1,1,4.695834,0.027786,0.026160719999999985
conv-bn-relu_prior_0YFHUU.pt,14,500,48,1,1,4.713408,0.024048,0.026026460000000005
conv-bn-relu_prior_62LR1O.pt,28,193,31,1,1,4.714976,0.006014,0.025613920000000002
conv-bn-relu_prior_BCTJPL.pt,27,146,44,1,1,4.715172,0.006468,0.024656820000000003
conv-bn-relu_prior_LL7RNV.pt,13,255,109,1,1,4.715776,0.027904,0.02448502
conv-bn-relu_prior_ILIF29.pt,8,163,37,7,2,4.728896,0.295556,0.033673220000000004
conv-bn-relu_prior_SSQ2GT.pt,3,125,467,3,1,4.732578,0.525842,0.034805560000000006
conv-bn-relu_prior_S2UG3V.pt,56,27,54,1,1,4.741632,0.001512,0.024341020000000005
conv-bn-relu_prior_J8VOB8.pt,14,130,185,1,1,4.75006,0.024235,0.025123499999999997
conv-bn-relu_prior_S1GF11.pt,7,85,1128,1,1,4.753392,0.097008,0.03149129999999999
conv-bn-relu_prior_JA6709.pt,13,433,65,1,1,4.76749,0.02821,0.026439499999999998
conv-bn-relu_prior_2NAHNB.pt,14,162,150,1,1,4.7922,0.02445,0.024589
conv-bn-relu_prior_3G21VR.pt,13,58,484,1,1,4.825964,0.028556,0.025013780000000003
conv-bn-relu_prior_2P6X1Y.pt,13,53,11,7,1,4.829682,0.028578,0.03434163999999999
conv-bn-relu_prior_N9HOON.pt,13,117,243,1,1,4.845906,0.028674,0.025258140000000005
conv-bn-relu_prior_0GVWU9.pt,13,223,514,1,2,4.864496,0.115136,0.03364412
conv-bn-relu_prior_SDPNYS.pt,56,238,26,1,2,4.871776,0.006214,0.023813000000000008
conv-bn-relu_prior_0Q90XE.pt,8,159,478,1,1,4.89472,0.07648,0.02560814
conv-bn-relu_prior_V6X4RO.pt,7,796,126,1,1,4.920678,0.100422,0.025521999999999996
conv-bn-relu_prior_I2T6DY.pt,7,513,4,7,1,4.927048,0.100552,0.031024579999999996
conv-bn-relu_prior_XZ859U.pt,13,212,22,5,2,4.9272795,0.116622,0.0344043
conv-bn-relu_prior_95UMPR.pt,56,130,12,1,1,4.929792,0.001572,0.024401779999999994
conv-bn-relu_prior_H0AYPZ.pt,13,827,141,1,2,4.932603,0.116748,0.03378372
conv-bn-relu_prior_ITBPTD.pt,8,63,136,3,1,4.943872,0.077248,0.03181427999999999
conv-bn-relu_prior_3MBJVW.pt,3,480,46,5,1,4.968414,0.552046,0.034294660000000005
conv-bn-relu_prior_82FY54.pt,27,130,209,1,2,4.98982275,0.027379,0.024340119999999996
conv-bn-relu_prior_BUAV81.pt,27,148,184,1,2,4.996566,0.027416,0.024124819999999998
conv-bn-relu_prior_ZY3VL7.pt,14,42,593,1,1,4.997804,0.025499,0.025175359999999997
conv-bn-relu_prior_MWKMUI.pt,14,218,13,3,1,5.001724,0.025519,0.026382660000000002
conv-bn-relu_prior_W40SLS.pt,13,6,196,5,1,5.001724,0.029596,0.024521419999999995
conv-bn-relu_prior_31YW8X.pt,8,37,234,3,1,5.001984,0.078156,0.03579826
conv-bn-relu_prior_DG6AEK.pt,27,113,27,3,2,5.0093235,0.027486,0.03428466000000001
conv-bn-relu_prior_EMTWJP.pt,27,167,41,1,1,5.021352,0.006888,0.025208859999999996
conv-bn-relu_prior_YCHK3J.pt,8,25,64,7,1,5.021696,0.078464,0.024406359999999995
conv-bn-relu_prior_X83TG2.pt,27,33,203,1,1,5.031558,0.006902,0.02451854
conv-bn-relu_prior_09G6F7.pt,13,532,56,1,1,5.044312,0.029848,0.026834339999999998
conv-bn-relu_prior_MVA5WJ.pt,28,38,165,1,1,5.04504,0.006435,0.024911799999999998
conv-bn-relu_prior_Q93CLD.pt,13,65,51,3,1,5.050734,0.029886,0.036414980000000007
conv-bn-relu_prior_MUIOUG.pt,14,199,130,1,1,5.096,0.026,0.02674333999999999
conv-bn-relu_prior_R8FB5E.pt,14,203,128,1,1,5.117952,0.026112,0.025911039999999996
conv-bn-relu_prior_OKXEN0.pt,27,101,69,1,1,5.130702,0.007038,0.024165859999999997
conv-bn-relu_prior_90GNUC.pt,27,27,252,1,1,5.143824,0.007056,0.02446401999999999
conv-bn-relu_prior_BRGONV.pt,14,149,175,1,1,5.145,0.02625,0.02441380000000001
conv-bn-relu_prior_5SKOUG.pt,28,93,70,1,1,5.15872,0.00658,0.024898740000000003
conv-bn-relu_prior_TASK44.pt,13,136,100,3,2,5.175625,0.1225,0.02891686000000001
conv-bn-relu_prior_5PY0LV.pt,13,822,149,1,2,5.18099075,0.122627,0.03315
conv-bn-relu_prior_3M3EAI.pt,14,64,46,3,1,5.202232,0.026542,0.03277862
conv-bn-relu_prior_2WHTD6.pt,14,18,163,3,1,5.207524,0.026569,0.0240065
conv-bn-relu_prior_G0GVZ5.pt,14,12,2047,1,1,5.215756,0.026611,0.025158880000000005
conv-bn-relu_prior_GU1QF9.pt,13,90,7,7,1,5.218213,0.030877,0.03370776
conv-bn-relu_prior_OMTKE4.pt,14,149,178,1,1,5.2332,0.0267,0.025677940000000007
conv-bn-relu_prior_9A6H1O.pt,14,186,143,1,1,5.241236,0.026741,0.025298259999999996
conv-bn-relu_prior_ODD9UH.pt,7,102,42,5,1,5.249958,0.107142,0.035318440000000006
conv-bn-relu_prior_GHJCRZ.pt,13,190,163,1,1,5.261477,0.031133,0.02435972
conv-bn-relu_prior_354E9G.pt,13,185,168,1,1,5.280912,0.031248,0.024431999999999995
conv-bn-relu_prior_OGKBH7.pt,14,1176,23,1,1,5.305916,0.027071,0.025920739999999998
conv-bn-relu_prior_IPD9WD.pt,56,6,242,1,1,5.312384,0.001694,0.02416112
conv-bn-relu_prior_ZNTNEX.pt,13,245,128,1,1,5.321472,0.031488,0.024129200000000003
conv-bn-relu_prior_TKTEU4.pt,14,263,103,1,1,5.329632,0.027192,0.026010420000000006
conv-bn-relu_prior_2RY00D.pt,13,685,46,1,1,5.332964,0.031556,0.025709500000000007
conv-bn-relu_prior_ON4MC5.pt,56,54,31,1,1,5.34688,0.001705,0.02463508
conv-bn-relu_prior_3E7BVA.pt,28,52,129,1,1,5.360208,0.006837,0.024190560000000003
conv-bn-relu_prior_V8NMBW.pt,14,480,57,1,1,5.373732,0.027417,0.02678948
conv-bn-relu_prior_U2RCTG.pt,14,157,7,5,1,5.386472,0.027482,0.03437972
conv-bn-relu_prior_OW6ET6.pt,56,7,5,7,1,5.39392,0.00172,0.024035020000000004
conv-bn-relu_prior_EW17AF.pt,14,812,34,1,1,5.417832,0.027642,0.02652078
conv-bn-relu_prior_Z3UBNV.pt,14,191,144,1,1,5.419008,0.027648,0.02509865999999999
conv-bn-relu_prior_XCT61C.pt,56,90,19,1,1,5.422144,0.001729,0.02566577999999999
conv-bn-relu_prior_VZAI99.pt,28,51,133,1,1,5.422144,0.006916,0.025047860000000005
conv-bn-relu_prior_VABVBL.pt,28,265,26,1,1,5.422144,0.006916,0.026637219999999996
conv-bn-relu_prior_EJXANZ.pt,14,236,467,1,2,5.423271,0.110679,0.024935939999999986
conv-bn-relu_prior_A06REL.pt,28,160,43,1,1,5.427632,0.006923,0.02587692
conv-bn-relu_prior_U5NW9L.pt,1,573,379,5,1,5.429554,5.429554,0.03316025999999999
conv-bn-relu_prior_UE3F69.pt,27,230,129,1,2,5.43086775,0.029799,0.023812860000000012
conv-bn-relu_prior_UAA0WF.pt,27,58,57,3,2,5.43305475,0.029811,0.03444196
conv-bn-relu_prior_AOBA49.pt,13,173,185,1,1,5.44011,0.03219,0.025582399999999988
conv-bn-relu_prior_DMWABT.pt,13,131,980,1,2,5.46546,0.12936,0.03207128000000001
conv-bn-relu_prior_NC66VK.pt,14,159,175,1,1,5.488,0.028,0.024431800000000004
conv-bn-relu_prior_EZ2EVY.pt,14,377,33,3,2,5.488098,0.112002,0.034619419999999984
conv-bn-relu_prior_TH6AWO.pt,27,165,182,1,2,5.506137,0.030212,0.023904880000000003
conv-bn-relu_prior_T6P3J9.pt,28,226,31,1,1,5.517008,0.007037,0.02610684
conv-bn-relu_prior_PUDW0U.pt,56,30,228,1,2,5.541312,0.007068,0.0238442
conv-bn-relu_prior_3ZY2JL.pt,13,270,121,1,1,5.541679,0.032791,0.0260218
conv-bn-relu_prior_GQMELZ.pt,14,163,173,1,1,5.560912,0.028372,0.024632359999999992
conv-bn-relu_prior_AGNDZY.pt,13,65,499,1,1,5.565846,0.032934,0.02434542000000001
conv-bn-relu_prior_EDLDYZ.pt,7,242,468,1,1,5.572476,0.113724,0.024608520000000002
conv-bn-relu_prior_I5TZCL.pt,8,1142,34,3,2,5.591776,0.349486,0.03497046000000001
conv-bn-relu_prior_H57CAV.pt,14,484,59,1,1,5.60854,0.028615,0.026049019999999992
conv-bn-relu_prior_T58ATF.pt,8,517,19,3,1,5.659264,0.088426,0.03445084
conv-bn-relu_prior_O2LHIC.pt,56,200,9,1,1,5.673024,0.001809,0.024433259999999995
conv-bn-relu_prior_OQBGQ8.pt,14,206,140,1,1,5.68008,0.02898,0.025807939999999994
conv-bn-relu_prior_TYSGQO.pt,13,988,34,1,1,5.682794,0.033626,0.025872540000000003
conv-bn-relu_prior_PAF5DI.pt,8,263,150,3,2,5.6832,0.3552,0.03553198
conv-bn-relu_prior_M60JRF.pt,13,22,169,3,1,5.683639,0.033631,0.0246715
conv-bn-relu_prior_EHSMN4.pt,14,500,58,1,1,5.695368,0.029058,0.026928960000000005
conv-bn-relu_prior_7D08RS.pt,14,218,133,1,1,5.708892,0.029127,0.026615960000000004
conv-bn-relu_prior_AV14XJ.pt,27,101,77,1,1,5.725566,0.007854,0.0244734
conv-bn-relu_prior_ITFITI.pt,14,541,54,1,1,5.736528,0.029268,0.02561088
conv-bn-relu_prior_GKKPB3.pt,8,1009,89,1,1,5.75296,0.08989,0.025432179999999995
conv-bn-relu_prior_ACSKQA.pt,13,194,175,1,1,5.767125,0.034125,0.025911579999999997
conv-bn-relu_prior_S4JEW5.pt,13,184,185,1,1,5.784025,0.034225,0.026250700000000005
conv-bn-relu_prior_J7YGXV.pt,27,146,54,1,1,5.786802,0.007938,0.02550642
conv-bn-relu_prior_AHPPIV.pt,14,241,123,1,1,5.834136,0.029766,0.024852919999999997
conv-bn-relu_prior_WBMO7C.pt,13,152,226,1,1,5.843682,0.034578,0.024398020000000006
conv-bn-relu_prior_GG30Q8.pt,56,466,4,1,1,5.858048,0.001868,0.02459416
conv-bn-relu_prior_4IUPKH.pt,8,505,181,1,1,5.861504,0.091586,0.025903899999999997
conv-bn-relu_prior_U19G6D.pt,8,188,485,1,1,5.86656,0.091665,0.025394159999999992
conv-bn-relu_prior_IU9UA0.pt,14,228,131,1,1,5.879804,0.029999,0.02454942
conv-bn-relu_prior_YAJZFV.pt,8,759,121,1,1,5.88544,0.09196,0.025907680000000006
conv-bn-relu_prior_HWQRYS.pt,14,80,371,1,1,5.889996,0.030051,0.024581520000000006
conv-bn-relu_prior_LC5B8O.pt,13,134,259,1,1,5.909085,0.034965,0.024470919999999997
conv-bn-relu_prior_JRTDBQ.pt,28,259,29,1,1,5.91136,0.00754,0.025942760000000006
conv-bn-relu_prior_CAMKY8.pt,28,178,169,1,2,5.929196,0.030251,0.024571019999999996
conv-bn-relu_prior_0ZSD7E.pt,14,46,73,3,1,5.93782,0.030295,0.03433618
conv-bn-relu_prior_G2A7GM.pt,14,771,157,1,2,5.938996,0.121204,0.03480706000000001
conv-bn-relu_prior_K38JKB.pt,13,126,31,3,1,5.946265,0.035185,0.03589178
conv-bn-relu_prior_SD092W.pt,28,140,54,1,1,5.969376,0.007614,0.02574444
conv-bn-relu_prior_IVWEO7.pt,56,475,4,1,1,5.970944,0.001904,0.02458548
conv-bn-relu_prior_7D2RVF.pt,28,149,51,1,1,5.9976,0.00765,0.025142280000000006
conv-bn-relu_prior_MBXU71.pt,56,86,22,1,1,6.002304,0.001914,0.02496798
conv-bn-relu_prior_ACGB6D.pt,28,29,256,1,1,6.02112,0.00768,0.024896639999999998
conv-bn-relu_prior_0XHICL.pt,56,174,11,1,1,6.0368,0.001925,0.024174499999999998
conv-bn-relu_prior_M416MB.pt,8,518,81,3,2,6.043248,0.377703,0.03457308
conv-bn-relu_prior_1U3Y2P.pt,8,4,480,7,1,6.05184,0.09456,0.02378294000000001
conv-bn-relu_prior_VVID28.pt,28,53,143,1,1,6.054048,0.007722,0.024921520000000003
conv-bn-relu_prior_LD003Q.pt,13,665,6,3,1,6.069804,0.035916,0.02611287999999999
conv-bn-relu_prior_8ZEWXB.pt,14,507,61,1,1,6.073648,0.030988,0.026851780000000002
conv-bn-relu_prior_917HCL.pt,14,968,32,1,1,6.077568,0.031008,0.025976959999999997
conv-bn-relu_prior_26Y646.pt,13,506,71,1,1,6.083493,0.035997,0.025831740000000002
conv-bn-relu_prior_I8XYXU.pt,8,1854,205,1,2,6.0844,0.380275,0.03510753999999999
conv-bn-relu_prior_RVFQBA.pt,14,258,120,1,1,6.09168,0.03108,0.02598176
conv-bn-relu_prior_H3MWEV.pt,56,66,29,1,1,6.093248,0.001943,0.025476600000000002
conv-bn-relu_prior_A3ALOP.pt,28,172,45,1,1,6.10344,0.007785,0.025539320000000004
conv-bn-relu_prior_41BC1Z.pt,14,472,66,1,1,6.118728,0.031218,0.026047640000000004
conv-bn-relu_prior_CMZIU9.pt,8,1252,34,3,2,6.130336,0.383146,0.03378092
conv-bn-relu_prior_1QC9M9.pt,8,227,47,3,1,6.148352,0.096068,0.03457288
conv-bn-relu_prior_BAG4QK.pt,14,86,361,1,1,6.155772,0.031407,0.024707459999999997
conv-bn-relu_prior_XGGR45.pt,8,197,486,1,1,6.158592,0.096228,0.024409140000000003
conv-bn-relu_prior_S3UV98.pt,56,245,8,1,1,6.171648,0.001968,0.02419202
