feature0,feature1,True,Pred,Error
3,25,0.005060600000000001,0.005110641049335046,0.009888362908557363
7,271,0.005101520000000001,0.005097062404633186,0.0008737778871424832
7,183,0.0050623,0.005186456598096799,0.024525729035576673
7,85,0.005075200000000001,0.005402950118296863,0.06457875912217484
3,12,0.00505518,0.00517268377553721,0.023244231765675933
3,239,0.00509302,0.01639977300965249,2.2200488137985888
3,60,0.00519618,0.005098288280823686,0.01883917015505893
7,36,0.00506644,0.005111018372779924,0.008798756677257422
7,265,0.005120640000000001,0.005118933832561132,0.0003331941786317627
7,505,0.005119200000000001,0.005110905175675685,0.0016203360533513257
3,209,0.005073460000000001,0.005130285650407546,0.011200571288143512
7,193,0.005097459999999998,0.005099881355641365,0.00047501219065316803
7,158,0.00508768,0.0050841132948478175,0.0007010474621403648
3,223,0.00507904,0.005141903744272854,0.012377091787592555
3,83,0.005149939999999999,0.005510595479150576,0.07003100602154151
7,536,0.005061699999999999,0.0050895412810810755,0.005500381508401649
3,460,0.005082000000000001,0.005099507968468492,0.003445094149644058
7,28,0.0050804799999999975,0.005123217641827559,0.008412126772974555
7,24,0.005090500000000001,0.005256303408043759,0.032571143904087524
3,245,0.00511454,0.005101613320291714,0.0025274374055704115
3,69,0.005077500000000001,0.0051261933554054,0.009590025682993305
7,44,0.0050791199999999995,0.005116463646546547,0.00735238516643585
3,435,0.005106679999999999,0.005095487459459475,0.002191745036016345
7,114,0.005126200000000001,0.005101350363642211,0.004847574491395141
7,112,0.005224560000000001,0.005166245382496786,0.011161632272041186
3,70,0.005103039999999999,0.005091045153281827,0.0023505296290391
7,146,0.005075219999999999,0.005114149365830117,0.007670478487655311
7,126,0.0051537599999999986,0.005117339344444446,0.007066812493315995
3,179,0.005083740000000001,0.005109546346589437,0.005076252245283311
7,237,0.005108239999999999,0.005076329213299007,0.006246923930941406
7,40,0.005087660000000001,0.005105442467409614,0.0034952153661236772
7,170,0.005097000000000001,0.005088441191055344,0.0016791855885141406
3,1173,0.005048079999999999,0.005165721599999997,0.023304226557423327
7,59,0.0051,0.005127718233976828,0.005434947838593697
3,702,0.005089279999999999,0.0050990810270270135,0.001925817999209036
7,151,0.005661559999999999,0.005100474573230394,0.0991043858529459
7,172,0.005615999999999998,0.00508535491602317,0.09448808475370869
7,668,0.00513186,0.005393248756756752,0.05093450654475208
7,149,0.0051959599999999995,0.005118370527284435,0.014932653968768823
3,749,0.005092100000000003,0.0051085251891891835,0.0032256218827557206
3,786,0.00571058,0.005098402270270254,0.1072006223062711
3,409,0.005063260000000001,0.005127618308108119,0.01271084402304414
7,496,0.005171400000000001,0.00513480520360362,0.007076380940631388
3,76,0.00513532,0.005112793108815966,0.004386657731949291
7,129,0.005115000000000001,0.005097117849806957,0.0034960215431169522
7,492,0.005523060000000001,0.005123267600471902,0.07238603229515855
7,113,0.0051160400000000005,0.00510353765253111,0.002443754831645303
3,395,0.005087560000000002,0.0051070082162162035,0.0038227001187605097
3,497,0.005079660000000001,0.005126674520613469,0.009255446351422877
7,459,0.005109440000000001,0.005193429027027023,0.016438010237329836
7,272,0.005105520000000002,0.0050900590154439995,0.0030282879228761845
3,142,0.0053953000000000004,0.00521166079819819,0.03403688428851235
7,148,0.005106480000000001,0.005184211796589448,0.0152221876105355
