model_path,HW,CIN,latency
split_prior_OPRH6K.pt,28,1158,0.0034347000000000006
split_prior_GSVUYM.pt,224,72,0.00346178
split_prior_YLJYHD.pt,1,148,0.022303959999999998
split_prior_2DHDBQ.pt,1,86,0.0034519
split_prior_YYXZI0.pt,7,46,0.012811419999999995
split_prior_J7ZONM.pt,112,214,0.0034517999999999992
split_prior_CS00U6.pt,56,156,0.0034687799999999986
split_prior_E7BUTI.pt,14,198,0.00349728
split_prior_1ZI8RA.pt,112,14,0.0035634800000000004
split_prior_WG9P3X.pt,112,196,0.0034921000000000006
split_prior_N9SR0A.pt,14,24,0.0034722399999999997
split_prior_TXFC07.pt,14,8,0.003423320000000001
split_prior_3DE1QL.pt,14,272,0.00348446
split_prior_IBJCWJ.pt,7,254,0.003555760000000001
split_prior_FKEW3G.pt,112,158,0.0034749800000000003
split_prior_GJPGO5.pt,56,78,0.00349256
split_prior_49RG48.pt,7,10,0.0034193399999999994
split_prior_VT46CQ.pt,14,112,0.003464080000000001
split_prior_7CFDTY.pt,28,162,0.00344406
split_prior_P685SG.pt,14,196,0.0034364400000000007
split_prior_4KI1BJ.pt,56,272,0.0034748599999999998
split_prior_8PFN4G.pt,7,500,0.00346524
split_prior_VUUO2L.pt,56,188,0.00343526
split_prior_B0SZ8Q.pt,14,516,0.003351959999999999
split_prior_Y647C4.pt,14,2024,0.003427380000000001
split_prior_TAGHO4.pt,112,540,0.0034498000000000007
split_prior_LQUK1H.pt,14,462,0.00342976
split_prior_3ISDUP.pt,224,262,0.003536
split_prior_3FU6U2.pt,3,34,0.0047247
split_prior_NZ6H4N.pt,1,1270,0.00494778
split_prior_VOJZML.pt,56,540,0.0034293600000000007
split_prior_IX0B9N.pt,28,452,0.0034751600000000006
split_prior_PZG5AN.pt,28,158,0.0035092
split_prior_80TOV5.pt,28,186,0.00344408
split_prior_NGHMK1.pt,14,48,0.007041040000000002
split_prior_MA89RZ.pt,7,30,0.017186419999999997
split_prior_24RO9V.pt,14,458,0.00348132
split_prior_2L2XAQ.pt,28,540,0.003445340000000001
split_prior_LULWGF.pt,56,1700,0.0034828000000000007
split_prior_T11XLQ.pt,14,530,0.0035242599999999987
split_prior_QYBU6X.pt,28,80,0.0034350599999999998
split_prior_0B8IFQ.pt,56,132,0.003457260000000001
split_prior_OSGNQT.pt,14,122,0.0034527600000000005
split_prior_50SN8D.pt,3,88,0.005732300000000001
split_prior_1B164A.pt,14,42,0.0035558000000000013
split_prior_Q3DXSB.pt,56,1174,0.0034635400000000006
split_prior_DT3IEY.pt,14,140,0.003475239999999999
split_prior_2S9XS0.pt,56,38,0.00348564
split_prior_IBG84A.pt,7,18,0.00345028
split_prior_XK879W.pt,224,24,0.0034840599999999998
split_prior_NUHP3J.pt,14,1154,0.0035020800000000003
split_prior_VYGTTI.pt,14,108,0.0036331799999999997
split_prior_C23B3M.pt,112,518,0.0034773999999999994
split_prior_5PG2ID.pt,112,128,0.0034856200000000005
split_prior_29WNK1.pt,56,96,0.003437260000000001
split_prior_K1S22F.pt,14,516,0.00343714
split_prior_EU3LOE.pt,28,510,0.0034714199999999994
split_prior_DJ69FR.pt,28,94,0.00351602
split_prior_0G7TCR.pt,14,84,0.004309740000000001
split_prior_F20NU5.pt,56,2036,0.00342362
split_prior_140DG3.pt,28,70,0.00345714
split_prior_XPU6V8.pt,56,62,0.0034722599999999987
split_prior_6ZSWTD.pt,14,226,0.003442899999999999
split_prior_ULIL5J.pt,14,536,0.0034960200000000003
split_prior_37SAQQ.pt,28,512,0.003537839999999999
split_prior_2X8YGA.pt,56,172,0.0034620399999999996
split_prior_G19BLI.pt,28,928,0.0034682800000000015
split_prior_1WZK8N.pt,14,144,0.0035610200000000002
split_prior_854MYF.pt,3,982,0.00769952
split_prior_RNUBXK.pt,1,202,0.008545339999999998
split_prior_652C1V.pt,112,1510,0.003535600000000001
split_prior_9D5R1O.pt,28,1252,0.00353436
split_prior_FHMFIX.pt,56,46,0.0034901600000000004
split_prior_B2IGG9.pt,1,248,0.00413136
split_prior_W4ZKL7.pt,28,214,0.00346632
split_prior_EMWVG6.pt,56,500,0.0034614400000000005
split_prior_6KCL4R.pt,14,214,0.003605240000000001
split_prior_Y7SAKS.pt,3,128,0.00430432
split_prior_RAEFIS.pt,56,450,0.0036328200000000006
split_prior_Q5L83N.pt,28,170,0.00348068
split_prior_KNQEKX.pt,14,808,0.003465980000000001
split_prior_H4ENZ1.pt,1,150,0.003421300000000001
split_prior_L94CN2.pt,28,140,0.003424360000000001
split_prior_80V8YH.pt,56,236,0.003476500000000001
split_prior_L32DEB.pt,112,88,0.0034752399999999992
split_prior_TY0H5H.pt,112,182,0.0035045199999999993
split_prior_SR1834.pt,28,484,0.0034826600000000003
split_prior_MKTXH9.pt,112,214,0.0034371400000000013
split_prior_QC7NIR.pt,112,44,0.0035028400000000006
split_prior_RAFB8J.pt,14,110,0.00350142
split_prior_OX0QW0.pt,56,1170,0.0034656400000000003
split_prior_NLTQ3Z.pt,14,28,0.01049816
split_prior_DQATLW.pt,14,832,0.0034815600000000003
split_prior_TBP954.pt,28,496,0.003436360000000001
split_prior_01T4SB.pt,1,48,0.003503359999999999
split_prior_0262T3.pt,7,156,0.004657920000000001
split_prior_361NMS.pt,28,204,0.003476120000000001
split_prior_8ZP8AB.pt,7,116,0.0035223999999999993
split_prior_BEM1IF.pt,14,846,0.0034962600000000006
split_prior_FQ5L6G.pt,112,850,0.0034701799999999994
split_prior_ELZSRJ.pt,28,42,0.0035947999999999996
split_prior_DI2NGR.pt,14,370,0.0034951000000000006
split_prior_76MFIS.pt,7,118,0.0033332000000000006
split_prior_TPW1J4.pt,7,48,0.00647562
split_prior_FIVPZP.pt,28,826,0.0033962999999999992
split_prior_7CXA0J.pt,224,136,0.003403580000000001
split_prior_FZSINB.pt,14,160,0.003464679999999999
split_prior_TTD6SX.pt,56,70,0.0034616800000000004
split_prior_V5JV4M.pt,28,126,0.0035548599999999995
split_prior_RI80KN.pt,56,242,0.0034695399999999993
split_prior_C1JGC6.pt,56,8,0.003972079999999999
split_prior_Y9GRMR.pt,28,970,0.0034401199999999988
split_prior_QSLVLT.pt,112,506,0.0034658399999999995
split_prior_6SD8JW.pt,7,132,0.009476059999999998
split_prior_61EDNC.pt,56,240,0.0035644000000000006
split_prior_CZ4GHW.pt,7,62,0.0034389800000000003
split_prior_IDIYHQ.pt,56,468,0.003510500000000001
split_prior_PLL1N6.pt,14,1296,0.0035107999999999997
split_prior_H2KIEJ.pt,3,10,0.0062785199999999975
split_prior_3MG1UP.pt,14,18,0.005887000000000003
split_prior_UPN8H4.pt,28,134,0.0034463799999999993
split_prior_0Q7446.pt,14,542,0.0035164999999999992
split_prior_U79RX3.pt,14,60,0.0034552999999999997
split_prior_I9HYHQ.pt,28,96,0.0036297799999999996
split_prior_6QTQUI.pt,7,516,0.00353714
split_prior_J1CCV3.pt,14,682,0.0035144399999999998
split_prior_BQYJ94.pt,28,40,0.00347292
split_prior_9BOHRX.pt,14,422,0.0035109599999999996
split_prior_GC7D5D.pt,112,184,0.0034850000000000007
split_prior_A7CCMM.pt,7,72,0.005714199999999998
split_prior_WUTJL6.pt,56,960,0.00346866
split_prior_6JXETX.pt,7,110,0.00672552
split_prior_C81F76.pt,56,272,0.0034231000000000005
split_prior_7APRO8.pt,14,1186,0.003479299999999999
split_prior_C2QAAF.pt,7,848,0.0034599
split_prior_QZ4PUQ.pt,14,238,0.0034382000000000006
split_prior_DYR40B.pt,112,184,0.0035843600000000004
split_prior_KMVS7Z.pt,56,228,0.00345878
split_prior_TFI7TX.pt,14,270,0.00344214
split_prior_ZVMNX6.pt,112,664,0.00346604
split_prior_R58WXD.pt,112,302,0.0034719200000000007
split_prior_Y2RN4I.pt,28,250,0.0034830200000000007
split_prior_YMGO9Z.pt,14,176,0.003535360000000001
split_prior_00POMG.pt,7,240,0.00461038
split_prior_LBJK8H.pt,28,222,0.0034518599999999993
split_prior_3PRNC1.pt,224,522,0.0035184199999999995
split_prior_V51CX0.pt,112,244,0.0034533000000000007
split_prior_FIK1X1.pt,56,992,0.00351198
split_prior_1D8QVZ.pt,56,388,0.0035043000000000006
split_prior_2SFLLJ.pt,7,246,0.0034719000000000013
split_prior_ORM7GC.pt,14,160,0.00344446
split_prior_7Z5O5I.pt,28,210,0.00346614
split_prior_S2KO7I.pt,14,1430,0.003571419999999999
split_prior_F38Q4N.pt,56,270,0.0035081600000000015
split_prior_NSODKC.pt,56,82,0.0034749200000000007
split_prior_2D71WJ.pt,28,1000,0.0034818600000000007
split_prior_QFSBUM.pt,56,166,0.0034369400000000007
split_prior_3TNG7W.pt,28,88,0.0034524399999999998
split_prior_CZY7NF.pt,56,174,0.00345876
split_prior_2324OX.pt,56,978,0.0034479
split_prior_YDKXG3.pt,28,6,0.006490899999999999
split_prior_VV8QVY.pt,112,56,0.0034868800000000004
split_prior_SSB45G.pt,56,454,0.0035002200000000005
split_prior_32DDWY.pt,28,532,0.0035294000000000015
split_prior_X2008P.pt,14,930,0.0034612400000000017
split_prior_Z8JOYH.pt,14,96,0.003435060000000001
split_prior_P5ILEP.pt,7,1288,0.003496199999999999
split_prior_U537FZ.pt,28,524,0.0034257999999999992
split_prior_S6MTMG.pt,7,1004,0.003474820000000001
split_prior_FIPASF.pt,14,32,0.00698652
split_prior_QPW6RN.pt,7,62,0.0034644199999999993
split_prior_CBI5GE.pt,56,386,0.00344308
split_prior_WEX1JU.pt,1,670,0.01054042
split_prior_TYFQLU.pt,28,146,0.0034791399999999995
split_prior_UIN978.pt,56,522,0.003478380000000001
split_prior_BRKNOT.pt,7,528,0.0045134599999999995
split_prior_EHJ25O.pt,28,182,0.0034137
split_prior_HHQRZV.pt,56,58,0.0034267000000000004
split_prior_1M7WJ7.pt,7,22,0.0034704799999999997
split_prior_TDVLH3.pt,56,500,0.0034763
split_prior_1W5M9A.pt,112,1370,0.003504019999999999
split_prior_6VGUOM.pt,56,490,0.00347732
split_prior_TTP7VS.pt,7,1136,0.00345586
split_prior_YJHJBI.pt,14,514,0.0034674000000000007
split_prior_UY564B.pt,28,200,0.0034683200000000004
split_prior_VEO8EE.pt,56,88,0.003643760000000001
split_prior_4MHZGP.pt,14,164,0.0034457000000000003
split_prior_DAKWRC.pt,112,492,0.0034282400000000004
split_prior_SCKYW1.pt,28,152,0.0034775600000000006
split_prior_8P300U.pt,3,4,0.012475420000000004
split_prior_N6TOYQ.pt,112,38,0.0035026
split_prior_QU6ZRM.pt,56,138,0.003477020000000001
split_prior_QZ17TE.pt,14,552,0.0034654800000000004
split_prior_SJT20U.pt,7,12,0.0034635800000000004
split_prior_SN31PE.pt,28,178,0.00346694
split_prior_E1NI94.pt,112,538,0.0034623600000000003
split_prior_EQZR3G.pt,56,134,0.0034581199999999994
split_prior_EZVR0Y.pt,3,522,0.003424959999999999
split_prior_78LWBT.pt,7,142,0.0034772600000000015
split_prior_DPKB47.pt,56,532,0.0034118399999999993
split_prior_GM6CMG.pt,56,220,0.0034698000000000003
split_prior_T6JI14.pt,112,1072,0.0034945200000000014
split_prior_SPR7R2.pt,14,112,0.0035421199999999993
split_prior_JWO5CF.pt,7,200,0.006348939999999998
split_prior_YVJCS1.pt,14,512,0.00343362
split_prior_L817XB.pt,7,212,0.013814100000000001
split_prior_B17OE1.pt,14,582,0.00348416
split_prior_UVVOGN.pt,14,1042,0.0034736999999999997
split_prior_W9N9B6.pt,14,514,0.0034555799999999998
split_prior_JKKIYY.pt,7,506,0.00345302
split_prior_9R0QWV.pt,28,66,0.00355158
split_prior_EOYBE0.pt,7,16,0.0092714
split_prior_0KU69H.pt,28,174,0.003464699999999999
split_prior_8I6JR9.pt,14,100,0.00571504
split_prior_HPVJBD.pt,28,70,0.0034758999999999996
split_prior_33VBVW.pt,56,204,0.003430059999999999
split_prior_19FLKP.pt,56,84,0.0036024
split_prior_8NQ1IW.pt,14,196,0.00344132
split_prior_3KWZWG.pt,3,230,0.0036097399999999997
split_prior_5MHVK7.pt,14,34,0.003538339999999999
split_prior_CVDC4X.pt,224,28,0.0035392799999999997
split_prior_O1EBLA.pt,7,852,0.003539319999999999
split_prior_2G0I32.pt,14,228,0.0034459999999999994
split_prior_O2LKJT.pt,7,92,0.0043855
split_prior_G10TK3.pt,56,160,0.003453040000000001
split_prior_7PBK3H.pt,112,50,0.003444979999999999
split_prior_XD4D4I.pt,14,2054,0.0034352
split_prior_XSO3MC.pt,7,56,0.003427539999999999
split_prior_5D02YG.pt,14,90,0.00343042
split_prior_XZGV24.pt,14,258,0.0034261200000000004
split_prior_BIQ6UC.pt,7,468,0.0034149000000000007
split_prior_5P471C.pt,56,172,0.00341096
split_prior_OYUF5K.pt,14,448,0.00346292
split_prior_7ZAZST.pt,7,194,0.003537
split_prior_P0KEJH.pt,28,242,0.003452420000000001
split_prior_8J7GWQ.pt,28,462,0.0034935000000000005
split_prior_ES4EHN.pt,7,134,0.00883694
split_prior_SKVK6W.pt,112,310,0.0037048600000000004
split_prior_IB20DZ.pt,28,6,0.00516752
split_prior_Q3JK2U.pt,14,1160,0.00344144
split_prior_SAI2Z8.pt,7,224,0.0034577799999999997
split_prior_EXCB7L.pt,28,518,0.0034922399999999998
split_prior_I6PKWH.pt,28,212,0.0034864600000000007
split_prior_21YCDL.pt,1,88,0.00345342
split_prior_I3KG8Z.pt,14,524,0.0034987399999999997
split_prior_RR0XF6.pt,28,1018,0.0035063799999999995
split_prior_4CGTAQ.pt,28,528,0.0034764200000000018
split_prior_BHOP1C.pt,14,16,0.0034796
split_prior_YRZKKX.pt,7,986,0.00343698
split_prior_2A1F7Q.pt,112,454,0.00348192
split_prior_LO8VQ6.pt,28,246,0.003508080000000001
split_prior_7PYVMR.pt,28,700,0.00343378
split_prior_2E8MW6.pt,14,516,0.0034782999999999993
split_prior_AHF0JZ.pt,7,160,0.0034241799999999993
split_prior_B4MSDD.pt,14,102,0.008369519999999998
split_prior_VJFZ7N.pt,112,540,0.003474339999999999
split_prior_B71DEJ.pt,28,52,0.00342302
split_prior_CXDSVT.pt,14,410,0.0035287599999999997
split_prior_OTLZU7.pt,7,60,0.005153159999999998
split_prior_DF3L27.pt,7,848,0.00351796
split_prior_QN26NK.pt,14,176,0.0034814199999999994
split_prior_IW4QZK.pt,14,244,0.003468179999999999
split_prior_PY1P4S.pt,112,226,0.0034797799999999996
split_prior_PSKHFU.pt,28,264,0.0035009600000000013
split_prior_2PY268.pt,14,76,0.00344912
split_prior_VA2S3I.pt,56,392,0.0034580399999999995
split_prior_BUGNDO.pt,112,182,0.0034615
split_prior_EDMWFO.pt,7,280,0.003465120000000001
split_prior_ZGBD94.pt,112,494,0.0034928400000000005
split_prior_VQ3B3W.pt,14,452,0.0034218399999999993
split_prior_FX3OQ7.pt,7,200,0.003459219999999999
split_prior_HPS802.pt,14,174,0.0035058199999999993
split_prior_P3E1XT.pt,28,14,0.01342722
split_prior_MCQWHG.pt,28,172,0.00348804
split_prior_PNF5E2.pt,112,60,0.00353888
split_prior_3E9F70.pt,28,28,0.004302459999999999
split_prior_J0439I.pt,14,82,0.005835020000000001
split_prior_NAM87Q.pt,14,92,0.0034721
split_prior_S9278G.pt,14,166,0.0034335800000000003
split_prior_XD1Y6B.pt,56,532,0.0035348200000000006
split_prior_VU1IRR.pt,28,204,0.0034886800000000005
split_prior_0TBHND.pt,14,208,0.003457139999999999
split_prior_W9TNRJ.pt,14,452,0.0034556799999999987
split_prior_WXBLST.pt,28,532,0.0034669400000000013
split_prior_3VDYTZ.pt,14,510,0.003446200000000001
split_prior_4MSC95.pt,7,538,0.0034178999999999993
split_prior_0SRJV1.pt,56,80,0.0034124399999999992
split_prior_R18YA6.pt,7,168,0.0034951000000000006
split_prior_JSVDCG.pt,56,250,0.00345672
split_prior_D0YT8W.pt,56,172,0.003477919999999999
split_prior_BF6HDT.pt,1,806,0.0093714
split_prior_A3REKK.pt,56,436,0.0034627200000000007
split_prior_B75ZB0.pt,28,244,0.0034547999999999996
split_prior_WB71FO.pt,14,76,0.0034168799999999997
split_prior_RYOIP1.pt,28,570,0.003433739999999999
split_prior_Y4P7KD.pt,28,98,0.0034632800000000004
split_prior_7M3XZY.pt,14,184,0.003542480000000001
split_prior_CWTBM2.pt,28,1030,0.003472959999999999
split_prior_H2PC8G.pt,14,190,0.0034606999999999993
split_prior_P18BUU.pt,7,338,0.0034656999999999995
split_prior_CHP3R9.pt,7,1152,0.0034546800000000016
split_prior_E8TXGZ.pt,14,92,0.0035346799999999997
split_prior_KRTFCA.pt,56,1084,0.0034375600000000005
split_prior_YCN0OL.pt,56,1272,0.0034632
split_prior_UOC8HE.pt,28,244,0.0034669799999999997
split_prior_GELYD7.pt,14,498,0.0034521600000000014
split_prior_RT1HL8.pt,56,536,0.0034720800000000007
split_prior_Z6LWXJ.pt,14,138,0.0035074000000000012
split_prior_L9WI4E.pt,7,140,0.011509240000000007
split_prior_LOX8SM.pt,28,214,0.00350986
split_prior_O57AB0.pt,28,128,0.003440519999999999
split_prior_GJXFTG.pt,14,152,0.0034785999999999997
split_prior_JODP6D.pt,14,508,0.0034827800000000004
split_prior_7QQVOL.pt,14,498,0.0034625599999999995
split_prior_7KL3KI.pt,56,142,0.00347244
split_prior_0QL33C.pt,56,190,0.0035227000000000014
split_prior_30855L.pt,7,1160,0.0035926199999999986
split_prior_PGDCIL.pt,56,846,0.003510960000000001
split_prior_5IFHA8.pt,14,264,0.0035293800000000004
split_prior_GBQCGG.pt,14,142,0.0034280799999999996
split_prior_DZRSMR.pt,56,824,0.00347794
split_prior_C5PUHD.pt,28,1972,0.0034519400000000006
split_prior_7WXLZX.pt,28,94,0.00344064
split_prior_R69IVU.pt,7,24,0.0033982799999999996
split_prior_MT62N1.pt,28,1134,0.0035153199999999997
split_prior_IQMGKZ.pt,7,196,0.0034495800000000003
split_prior_STJS78.pt,7,64,0.00936758
split_prior_86IXDF.pt,28,78,0.0034839599999999986
split_prior_WUBLB5.pt,56,216,0.0034797
split_prior_DPDVT4.pt,56,200,0.0035567799999999994
split_prior_C4TBO9.pt,14,542,0.0035451800000000006
split_prior_HD42V1.pt,56,220,0.0034553800000000005
split_prior_2TK3RE.pt,14,34,0.007760280000000005
split_prior_Z7V6YB.pt,14,98,0.00436436
split_prior_LQA98F.pt,28,202,0.00352316
split_prior_3X08L4.pt,28,430,0.00346188
split_prior_M9ODW0.pt,56,254,0.003455980000000001
split_prior_NH0WYH.pt,56,510,0.003430420000000001
split_prior_GGAX3Z.pt,14,180,0.00367356
split_prior_KBRP59.pt,56,786,0.0034571800000000002
split_prior_UE5CTC.pt,56,1788,0.0035013400000000012
split_prior_MR7HO7.pt,14,496,0.0035063999999999994
split_prior_DEVL7N.pt,14,186,0.005362699999999999
split_prior_JNTJCC.pt,14,438,0.0034630999999999993
split_prior_X6B28N.pt,28,1282,0.0034517599999999995
split_prior_9I6773.pt,28,178,0.0035161400000000005
split_prior_WOR9ZS.pt,14,124,0.0044087599999999985
split_prior_AG9T49.pt,28,20,0.0034284199999999997
split_prior_2787R3.pt,7,2024,0.0034601200000000006
split_prior_R6V0KU.pt,14,474,0.0034377200000000013
split_prior_G0ZHCC.pt,224,78,0.0034587400000000014
split_prior_QP3EFT.pt,7,252,0.00439746
split_prior_4ZJNHM.pt,14,192,0.003464299999999999
split_prior_HEFF4E.pt,56,184,0.00344636
split_prior_48P91L.pt,1,138,0.004112
split_prior_Z54CMA.pt,1,24,0.006207820000000002
split_prior_DM7GIA.pt,28,1188,0.0034573
split_prior_MXWBCJ.pt,7,142,0.0034543199999999994
split_prior_JI6JO2.pt,7,146,0.012349760000000003
split_prior_J6J09R.pt,56,240,0.00344794
split_prior_Y5I0L8.pt,28,62,0.0034767799999999983
split_prior_WIWBZD.pt,14,256,0.0034499199999999995
split_prior_ZRFDMG.pt,7,226,0.004600639999999998
split_prior_O03EBC.pt,112,1624,0.003453000000000001
split_prior_J2TUTK.pt,112,146,0.0034591600000000006
split_prior_GXQNYA.pt,7,988,0.0034596999999999996
split_prior_CYX3D1.pt,56,112,0.0035348600000000008
split_prior_S1W1SK.pt,7,198,0.0034999999999999996
split_prior_TZKJIN.pt,28,102,0.0034405000000000004
split_prior_WC2JUI.pt,7,940,0.0033975199999999994
split_prior_MINBU6.pt,7,32,0.00476482
split_prior_NZVC1B.pt,14,94,0.003464299999999999
split_prior_TR8QJM.pt,28,1182,0.0034206600000000003
split_prior_TS74FK.pt,56,62,0.0034768999999999993
split_prior_QG0EZG.pt,28,44,0.0034504000000000006
split_prior_RKXDYH.pt,28,1936,0.0035462799999999993
split_prior_73E4EB.pt,28,152,0.0034629600000000006
split_prior_BET74G.pt,112,1138,0.003438780000000001
split_prior_5EHF2M.pt,14,54,0.011626219999999998
split_prior_RR89BG.pt,7,90,0.009140059999999997
split_prior_QO91OA.pt,7,1040,0.00347474
split_prior_ODP39Y.pt,7,144,0.003950560000000002
split_prior_OFNZGF.pt,7,954,0.0034495799999999994
split_prior_OZ5OSN.pt,14,86,0.0035065400000000007
split_prior_TX9O2O.pt,14,534,0.0035004600000000004
split_prior_INO0VH.pt,112,14,0.0034410800000000004
split_prior_YE4YT4.pt,14,562,0.003471760000000001
split_prior_YNKSDJ.pt,112,220,0.0035420400000000015
split_prior_MIJ3GJ.pt,28,20,0.0035225999999999994
split_prior_T2FO1E.pt,14,170,0.005912360000000001
split_prior_9IIS5L.pt,7,206,0.007046019999999999
split_prior_EO8E2U.pt,14,98,0.0034634800000000006
split_prior_TIEBHA.pt,224,136,0.003533220000000001
split_prior_HUZAT6.pt,3,2068,0.0035014799999999995
split_prior_KOAVW0.pt,7,202,0.011812540000000005
split_prior_TY69HC.pt,56,42,0.003578459999999999
split_prior_ZP3XS0.pt,14,778,0.003463660000000001
split_prior_0O43ZW.pt,14,74,0.003424799999999999
split_prior_CENTPN.pt,14,1706,0.0035189400000000008
split_prior_HBTWTY.pt,7,1924,0.003531380000000001
split_prior_KEGQPO.pt,7,58,0.00349184
split_prior_ZR00ML.pt,14,44,0.0037801799999999993
split_prior_YAHCF2.pt,28,34,0.0034630999999999993
split_prior_XAVAER.pt,112,408,0.0034782399999999996
split_prior_4734AH.pt,7,6,0.0127192
split_prior_OM694X.pt,28,268,0.0034580400000000008
split_prior_V4XDTO.pt,14,514,0.003470579999999999
split_prior_MT3HSI.pt,14,102,0.003477600000000001
split_prior_FCN20H.pt,28,852,0.0034271400000000004
split_prior_OQ3NQ9.pt,56,148,0.0034824200000000013
split_prior_TKNSWB.pt,28,974,0.0034837
split_prior_Z4VVYR.pt,28,164,0.0034887200000000007
split_prior_G232VC.pt,28,470,0.0034657999999999993
split_prior_ZLYUR6.pt,7,514,0.0034791200000000005
split_prior_33N8OJ.pt,56,524,0.0036407000000000006
split_prior_RDIM4U.pt,7,628,0.0034648399999999994
split_prior_L2UJBK.pt,56,180,0.0034482399999999996
split_prior_I3XPBQ.pt,56,202,0.003449159999999999
split_prior_CPDW1R.pt,1,28,0.013779640000000006
split_prior_VIISF7.pt,56,82,0.0034360200000000006
split_prior_E289YI.pt,14,86,0.0034216999999999997
split_prior_H2HVQX.pt,28,98,0.003509340000000001
split_prior_A1HRQ3.pt,14,1464,0.0034668600000000004
split_prior_KBQHYE.pt,14,152,0.0035124999999999996
split_prior_VXPBZK.pt,7,998,0.0034446800000000003
split_prior_11H4A9.pt,28,518,0.0034644999999999993
split_prior_JJYJFQ.pt,28,168,0.0034785799999999993
split_prior_VEFD53.pt,14,830,0.00342158
split_prior_YDZU0S.pt,112,494,0.0034507799999999988
split_prior_RIHFD3.pt,14,184,0.0039045
split_prior_20Y7D0.pt,7,174,0.004819479999999999
split_prior_CK4U2Q.pt,7,100,0.00342954
split_prior_15AQUG.pt,14,422,0.00342582
split_prior_B088XO.pt,14,168,0.003507539999999999
split_prior_6S7RSV.pt,14,494,0.003449739999999999
split_prior_KI2G4I.pt,112,590,0.0034893999999999997
split_prior_TORT6H.pt,56,20,0.003427640000000001
split_prior_QJFVBE.pt,7,176,0.00344448
split_prior_6EXEXX.pt,14,988,0.0034663199999999993
split_prior_OQ3NQW.pt,14,1822,0.00346476
split_prior_AM9UR6.pt,28,34,0.003450720000000001
split_prior_YON2N0.pt,56,984,0.0034547
split_prior_JYN2CN.pt,56,124,0.0034596000000000015
split_prior_NCPEDO.pt,14,10,0.00408606
split_prior_N38DMS.pt,56,120,0.0034726799999999997
split_prior_YGIRPV.pt,14,152,0.00343856
split_prior_6YDTRA.pt,14,130,0.00344848
split_prior_2N5KJA.pt,28,48,0.0034757400000000006
split_prior_7NJGKV.pt,14,352,0.0034552800000000007
split_prior_238Y4K.pt,7,206,0.0034874600000000004
split_prior_GJ1ZRT.pt,56,264,0.0034578999999999994
split_prior_3HN5AJ.pt,28,1372,0.00346024
split_prior_3CJWA2.pt,56,138,0.0034438200000000006
split_prior_G8DC68.pt,7,194,0.0034947399999999997
split_prior_41T3LL.pt,14,504,0.0034721400000000003
split_prior_DXLOC9.pt,112,300,0.00346708
split_prior_ZI17ZT.pt,56,522,0.00345968
split_prior_ITJGM2.pt,112,542,0.003457360000000001
split_prior_K7ZFDP.pt,1,826,0.00697586
split_prior_GFO486.pt,56,270,0.0034514200000000006
split_prior_782YX0.pt,56,182,0.0034479199999999997
split_prior_1EGL6B.pt,28,260,0.00348166
split_prior_5G284J.pt,7,128,0.0034861000000000002
split_prior_2B81EC.pt,14,512,0.00351276
