feature0,feature1,feature2,True,Pred,Error
56,1073,1073,0.0046172800000000005,0.00463896924324323,0.0046974069675717
7,195,195,0.00463666,0.00466295857353067,0.0056718787943627795
56,260,260,0.004631599999999999,0.004630843435135128,0.0001633484896947816
14,240,240,0.00467646,0.004647317971943387,0.006231642750416701
14,141,141,0.0045934999999999995,0.004638932008901754,0.009890499379939938
14,93,93,0.004655219999999999,0.004585048424903471,0.015073739822506274
14,44,44,0.004634439999999999,0.004615546965508359,0.004076659637764285
7,23,23,0.00470974,0.004624300276705275,0.018141070057949057
224,161,161,0.00463988,0.004720428918918951,0.01736012977037145
28,21,21,0.004669620000000001,0.004623638343758047,0.009846980320016109
7,77,77,0.00470534,0.0046896984612612444,0.0033242100971991955
14,206,206,0.004837339999999998,0.004655453654054054,0.03760048827370908
14,173,173,0.0045663,0.004594309765765755,0.006134017862548528
14,1272,1272,0.0045923000000000005,0.004622294972972948,0.0065315795947449426
28,123,123,0.00453364,0.004607264993264682,0.01623970876926308
14,97,97,0.0046362,0.004619424622393825,0.0036183464057147558
28,490,490,0.004581360000000001,0.0045860193297297056,0.0010170189048021147
56,105,105,0.0046695,0.004642208799999997,0.005844565799336789
28,49,49,0.0046116,0.004602662983783798,0.0019379426264642466
14,121,121,0.0046036,0.004637263153890276,0.00731235422066994
28,703,703,0.0047646599999999996,0.0047418015027027045,0.004797508593959505
14,97,97,0.00460866,0.004619424622393825,0.002335738022294035
224,157,157,0.0047377800000000005,0.004699349027027034,0.00811159930874098
14,249,249,0.004578419999999999,0.004602063423166011,0.005164100970643161
224,20,20,0.0045896999999999995,0.004757836481981995,0.03663343616837599
7,148,148,0.004691,0.004647351651737457,0.009304700119919683
28,173,173,0.00456418,0.004658125729729723,0.020583265719082644
112,46,46,0.004858740000000001,0.004740138895752926,0.024409847871480008
14,14,14,0.00459262,0.004664278648648641,0.01560299973623781
56,1021,1021,0.004623779999999999,0.004645690594594611,0.004738675844138645
28,58,58,0.004615799999999998,0.004655432307979413,0.008586227301749412
1,529,529,0.0046165200000000016,0.004696053012612609,0.017227914665723893
28,255,255,0.004595059999999999,0.004669423024575875,0.016183254315694704
14,436,436,0.0046191600000000015,0.004607314189189197,0.0025644945857698563
28,507,507,0.004591760000000001,0.004614343256756758,0.004918213660286464
56,936,936,0.004653180000000001,0.004632937459459465,0.00435025950866617
14,307,307,0.0046320799999999985,0.004622559837837814,0.0020552672152002053
14,97,97,0.00463904,0.004619424622393825,0.0042283268965506585
14,129,129,0.00458914,0.004619189158043751,0.006547884362593144
14,298,298,0.0045496,0.004613102810810789,0.01395788878380279
28,1936,1936,0.0046695799999999996,0.004752065405405419,0.017664416372654396
7,2019,2019,0.00462284,0.004581802270270295,0.008877168521883617
3,1000,1000,0.004645119999999999,0.004630624864864865,0.003120508218331017
56,146,146,0.004636380000000002,0.004626099595838701,0.002217334248120396
14,197,197,0.004648219999999998,0.004635385872007726,0.002761084456474076
14,529,529,0.004705619999999999,0.00463075459459458,0.015909785619199767
7,38,38,0.00460338,0.004620326490347499,0.0036813146747605107
14,153,153,0.004694440000000001,0.00466590104646076,0.006079309468060367
28,221,221,0.0046660400000000015,0.004682633958558572,0.0035563258263046817
7,163,163,0.004640420000000001,0.00462550325315317,0.00321452516083267
7,30,30,0.00457572,0.004612731115315311,0.008088588312945526
28,205,205,0.004661200000000002,0.004694129059459452,0.007064502587198681
56,130,130,0.004693119999999999,0.004555423789189203,0.029340014917751185
14,507,507,0.004578779999999999,0.0046398089081081265,0.013328639530208308
7,183,183,0.004611800000000001,0.004632347558558545,0.004455431406076614
56,233,233,0.00470074,0.0047333768918919016,0.006942926409863432
14,54,54,0.004545499999999999,0.004605763470441855,0.013257830918899158
14,525,525,0.004625819999999999,0.004621658958558575,0.0008995251526051596
28,255,255,0.00462978,0.004669423024575875,0.008562615194647474
56,124,124,0.004702779999999999,0.00460929918468467,0.01987777767944261
56,87,87,0.00460504,0.004587484531274132,0.0038122293673602636
112,27,27,0.0046639,0.00457467052882884,0.01913194347459421
14,263,263,0.00455632,0.004629335081081067,0.01602501164998667
28,106,106,0.00475216,0.004632409554954956,0.025199161022575897
28,691,691,0.00462122,0.004740976162162165,0.02591440402364855
14,40,40,0.004623759999999999,0.004633080837129981,0.0020158566037125234
28,58,58,0.004606919999999999,0.004655432307979413,0.01053031265561682
14,193,193,0.0046235600000000005,0.004618972576533676,0.0009921842619809943
7,98,98,0.0047179,0.0046768147612612785,0.008708374221310591
112,181,181,0.004650959999999999,0.004655694371814683,0.0010179343220935546
56,1679,1679,0.004650840000000002,0.004616118390090098,0.007465664247728051
28,99,99,0.004604800000000002,0.004665721052252237,0.013229901896333147
7,291,291,0.00464966,0.004589229633333347,0.0129967280761718
28,512,512,0.004572959999999998,0.004570777283783759,0.0004773092736955874
28,137,137,0.00463028,0.004645168675418285,0.003215502176603956
14,135,135,0.00468596,0.004607779591870439,0.016683968307360953
7,1754,1754,0.00461228,0.004595343945945967,0.00367194837564772
28,201,201,0.00463128,0.004690309732818538,0.012745878637987339
56,27,27,0.004580399999999999,0.00459249325765765,0.002640218683444846
28,78,78,0.004602940000000001,0.004604730012612624,0.0003888846286554673
14,991,991,0.0047975399999999994,0.004680225780180167,0.024452994622209047
28,847,847,0.004696419999999998,0.004676113405405414,0.004323845523735944
28,666,666,0.0046546600000000014,0.004657838918918904,0.0006829540544104809
7,91,91,0.004673040000000001,0.004689082800772199,0.003433054451106456
3,174,174,0.004612620000000001,0.004668753675675687,0.012169585978399565
224,173,173,0.004658500000000001,0.004702496918918945,0.009444438965105436
1,590,590,0.004669780000000001,0.004689582054054043,0.004240468299157949
112,503,503,0.00466604,0.004581034697297283,0.018217868407196903
56,931,931,0.004667880000000002,0.004631376756756763,0.007820090328637225
112,539,539,0.0046177,0.004653641418554267,0.007783402679746853
