feature0,feature1,feature2,feature3,feature4,feature5,feature6,True,Pred,Error
8,184,71,5,1,20.906944,0.326671,0.03485544,0.03280045194999994,0.05895745542159445
7,1187,192,1,1,11.176704,0.228096,0.02661699999999999,0.02624642264999999,0.013922581432918876
27,120,106,3,2,20.8832985,0.114586,0.03403206,0.032789683899999984,0.03650605047123267
56,541,38,1,1,64.589056,0.020596,0.02587259999999999,0.025792672300000014,0.003089279778606524
28,88,494,3,1,307.125728,0.391742,0.031231839999999997,0.03082621144999997,0.012987660989555094
27,662,255,1,2,30.81209625,0.169065,0.024425239999999997,0.02487325940000002,0.01834247688047379
27,500,113,1,1,41.270877,0.056613,0.025896020000000006,0.02617311435000008,0.010700267840389086
27,133,176,1,1,17.192736,0.023584,0.02570924,0.02458497255000003,0.043730092760422695
14,110,11,3,1,2.136596,0.010901,0.033695859999999994,0.029853671400000087,0.11402553904247904
27,29,25,1,1,0.54675,0.00075,0.024758999999999996,0.024073231549999977,0.027697744254615284
56,90,19,1,1,5.422144,0.001729,0.02566577999999999,0.024682541249999943,0.03830932665985783
56,232,466,1,2,85.125152,0.108578,0.02397655999999999,0.024499372650000035,0.021805156786463303
28,91,47,1,1,3.390016,0.004324,0.024331619999999995,0.024521940649999973,0.007821947326153305
7,129,212,3,1,12.070856,0.246344,0.030984640000000004,0.03334158509999994,0.0760681776518925
56,141,59,3,1,234.98048,0.07493,0.031735,0.03049842604999996,0.03896561997794354
28,203,471,1,2,18.832464,0.096084,0.02432876,0.025175506100000033,0.03480432623775447
13,67,246,7,1,136.529016,0.807864,0.03484912,0.033696889099999995,0.03306341451376684
13,146,189,1,1,4.695327,0.027783,0.024637680000000006,0.024893790449999963,0.010395071695060482
13,230,498,5,1,484.015662,2.863998,0.03358544000000001,0.033175161300000006,0.012215969181883647
1,67,177,5,1,0.296652,0.296652,0.03198529999999999,0.03311747859999997,0.0353968416741436
112,188,717,1,2,424.968768,0.135513,0.03260105999999999,0.027159732949999994,0.16690644567998694
