feature0,feature1,feature2,feature3,True,Pred,Error
3698,2064,7.633704,15.267408,0.021362739999999998,0.020410029837837927,0.044596814929268015
596,993,0.5923245,1.184649,0.057692139999999996,0.03143689124324322,0.4550923012520731
2399,1092,2.620254,5.240508,0.0077088400000000015,0.03194497248648649,3.1439402668217897
3323,700,2.32645,4.6529,0.041853900000000006,0.02345297383783787,0.4396466317872918
1103,1181,1.3032335,2.606467,0.00969416,0.045212918756756745,3.6639336215573857
24612,1000,24.6125,49.225,0.008146420000000001,0.007586883567567599,0.0686849477969958
3767,4029,15.1792575,30.358515,0.008835939999999999,0.011080878324324327,0.25406898692434854
2104,1000,2.1045,4.209,0.041050380000000004,0.040488736756756516,0.013681803755372991
1153,1085,1.2515475,2.503095,0.00971998,0.046589764216216044,3.7931954814944113
1122,1215,1.3638375,2.727675,0.051065100000000016,0.040322200594594564,0.2103765469059191
2825,742,2.096521,4.193042,0.00961328,0.03563001459459459,2.7063327599523355
683,536,0.366356,0.732712,0.01014216,0.03055440897297301,2.01261358260696
2295,1000,2.2955,4.591,0.043383000000000005,0.04362433007837861,0.005562779853366689
3894,4082,15.897349,31.794698,0.008970660000000002,0.008531492594594566,0.048955974856413634
790,993,0.7849665,1.569933,0.061460319999999985,0.026137459148648616,0.5747262762600549
1050,4027,4.2303635,8.460727,0.044951120000000004,0.03458157329729741,0.23068494628615682
2446,925,2.2630125,4.526025,0.04915001999999999,0.037100031891891885,0.24516751179568402
1352,547,0.7398175,1.479635,0.01002586,0.04954804010810799,3.9420239369099503
4158,1010,4.200085,8.40017,0.033424319999999993,0.03288897875675677,0.0160165186081041
1501,3814,5.726721,11.453442,0.029582299999999995,0.015204984378378387,0.48601074364135344
2419,794,1.921083,3.842166,0.009608039999999998,0.0361052644324326,2.7578178725767803
3064,735,2.2524075,4.504815,0.007783000000000005,0.015641498162162183,1.0097003934423967
927,954,0.884835,1.76967,0.05872843999999998,0.023124766162162226,0.6062424583019362
477,1025,0.4894375,0.978875,0.06162494,0.03022132275675676,0.5095926623740848
1558,2590,4.036515,8.07303,0.03624198,0.020314745891891958,0.43946920416897867
2019,751,1.5166445,3.033289,0.009548779999999998,0.034511323081080986,2.6142128189235683
428,1115,0.4777775,0.955555,0.06077386000000001,0.036181687675675665,0.404650491581814
2787,2813,7.8412375,15.682475,0.007679599999999997,0.02436037243243243,2.1720887067597836
3689,1013,3.7374635,7.474927,0.03936639999999999,0.038241518749249324,0.02857465378471653
3941,1023,4.0321545,8.064309,0.03518538,0.03318169259459462,0.05694658990198144
9671,1000,9.6715,19.343,0.013431100000000003,0.012989908756756815,0.03284848175080136
4256,878,3.737207,7.474414,0.032284999999999994,0.020113492162162197,0.3770019463477714
1156,815,0.9425475,1.885095,0.00959432,0.054821612162162116,4.713965363065034
2836,429,1.2168585,2.433717,0.04955666000000001,0.03496663583783792,0.2944109664001183
2638,1060,2.79681,5.59362,0.03679136,0.02825037675675673,0.23214643990445774
