feature0,feature1,feature2,True,Pred,Error
14,265,265,0.004454260000000001,0.006315257920334643,0.41780181676297345
112,12,12,0.004566359999999999,0.004787982029300752,0.04853363057243675
28,35,35,0.010393700000000004,0.010972150801253869,0.05565398282169627
56,538,538,0.0044305,0.004466778497554693,0.008188352907051707
7,446,446,0.011682380000000001,0.009601028581982014,0.17816159190318984
28,91,91,0.0044459,0.005001047621063918,0.12486732069185495
3,396,396,0.021177080000000004,0.015322409135135147,0.27646261263898786
14,19,19,0.0239628,0.023498011991665586,0.019396231172250894
7,297,297,0.02136166,0.016605308347747816,0.22265833517864178
28,1806,1806,0.004439479999999999,0.004501776648648634,0.0140324201592607
7,79,79,0.012613439999999998,0.0203207336444257,0.6110381977022686
28,536,536,0.00436366,0.004436148263963974,0.01661180384447318
7,17,17,0.01913964,0.0187907910976405,0.018226513265636055
28,28,28,0.019739720000000002,0.010804353752049458,0.4526592194798377
14,13,13,0.02833805999999999,0.01923026028351108,0.3213981379278932
112,391,391,0.00440686,0.004472064540540534,0.014796145223704284
7,827,827,0.004480599999999999,0.009420117703088851,1.1024232698944012
14,174,174,0.009291380000000002,0.011176569221384028,0.20289657955912102
7,467,467,0.016862180000000004,0.006121914317846424,0.6369440773466762
1,243,243,0.02050628,0.02215305632432443,0.08030595136340805
7,393,393,0.008830900000000003,0.014194310400900904,0.6073458425416323
112,11,11,0.0044884400000000015,0.005111876253445659,0.13889820370677947
7,916,916,0.004478160000000001,0.013285619567567523,1.9667585721741785
28,25,25,0.01434984,0.014484198065680123,0.009363035802498296
7,88,88,0.028240600000000008,0.015283620639896998,0.4588068015588552
14,103,103,0.006372720000000002,0.01342014937094183,1.105874629819265
14,117,117,0.010231739999999998,0.013984609150239857,0.3667869932425824
7,242,242,0.016919720000000003,0.02388857560360363,0.4118777145014
14,24,24,0.017540380000000008,0.018824796652469986,0.07322627288975363
14,297,297,0.004514720000000001,0.004707349232754184,0.04266692790564723
14,271,271,0.010487600000000001,0.00679340753018018,0.352243837467087
56,261,261,0.00450414,0.004516147196396386,0.002665813317611303
14,147,147,0.010321040000000002,0.009294261757149112,0.09948399026172647
14,129,129,0.022845940000000002,0.014030356830583002,0.3858708886312841
14,35,35,0.013670199999999999,0.017382554464435124,0.27156548290698934
14,267,267,0.004464159999999998,0.007638941555040757,0.7111710949071628
14,119,119,0.013369200000000005,0.011176957593951056,0.1639770821028145
7,224,224,0.012373299999999999,0.016210934429665338,0.310154480184376
14,966,966,0.004597100000000001,0.004560345513513528,0.007995146176170321
7,601,601,0.012727819999999999,0.00945931846750319,0.25679979230510874
14,261,261,0.0044408,0.010416683668275445,1.3456772807321755
7,409,409,0.0087108,0.012086364255598458,0.38751483854507723
112,205,205,0.00431924,0.004360224347490338,0.0094887867982186
14,235,235,0.0066143999999999994,0.007299948833204633,0.10364490100457081
224,126,126,0.004476280000000002,0.0044535677909909805,0.005073902662260018
3,153,153,0.028048040000000003,0.017763172123809522,0.366687578746696
3,166,166,0.02725296000000001,0.019938077828828882,0.26840688758839865
7,184,184,0.014282320000000001,0.02066155313603592,0.4466524441432428
7,470,470,0.010266599999999999,0.015007749417052744,0.4618032666172584
14,39,39,0.015009439999999999,0.022250570811242727,0.48243843949159515
7,9,9,0.022920680000000006,0.01922002199742608,0.1614549831232723
7,83,83,0.01782262,0.014829407499999999,0.16794458390517228
14,35,35,0.01676078,0.017382554464435124,0.03709698859093218
14,169,169,0.00913042,0.014763583737888336,0.6169665511431386
14,88,88,0.013388800000000003,0.016796244606201473,0.25449962701672063
7,791,791,0.012577119999999999,0.005965812486486469,0.5256614800139882
7,215,215,0.015436860000000002,0.015203170514864896,0.015138408014007131
14,213,213,0.010821760000000003,0.007565222217117137,0.3009249681089643
14,50,50,0.017035739999999997,0.016425323888665515,0.03583149961988633
7,360,360,0.014693619999999998,0.008682704972972995,0.4090833318832938
28,57,57,0.010516639999999997,0.010796439444932837,0.026605402955016014
14,862,862,0.00451628,0.005127425999999977,0.13532066213786048
7,524,524,0.017532239999999998,0.012348134336143284,0.295689864150657
14,2144,2144,0.00448604,0.004458405387387403,0.006160135133123484
14,114,114,0.020726780000000004,0.017544296105655315,0.15354453968945914
7,26,26,0.022843800000000004,0.02357364916595294,0.0319495515611648
14,238,238,0.006234819999999999,0.007457233274131314,0.19606232002388432
112,123,123,0.0045555000000000005,0.004492659645045059,0.013794392482700459
14,149,149,0.00450422,0.013095938782540433,1.90748204629002
56,55,55,0.004576520000000001,0.004521699175032184,0.011978714168804427
14,240,240,0.015191760000000004,0.008208317153153155,0.45968622772126777
14,132,132,0.00960008,0.012908510529341681,0.34462530826218957
28,61,61,0.005452220000000001,0.007218010625311046,0.32386635633027383
28,387,387,0.0043926,0.004422926293693695,0.0069039506655955525
14,71,71,0.016509939999999994,0.015909121497289496,0.036391319575389006
14,167,167,0.010741559999999999,0.00829808997842128,0.22747813367692585
7,629,629,0.00668948,0.012179858662934332,0.8207481991028199
14,103,103,0.014255220000000006,0.01342014937094183,0.058579988878331955
7,627,627,0.021997399999999997,0.0105213499521235,0.5217002940291352
28,66,66,0.005196880000000003,0.008955748375289565,0.7232932789076446
14,14,14,0.02300509999999999,0.016062700521013728,0.30177653994054643
14,209,209,0.00447402,0.011796017508408432,1.6365589578071693
7,29,29,0.028518619999999998,0.01553676517812097,0.45520627652667023
7,351,351,0.010920739999999998,0.014518391308108086,0.32943292378612515
56,53,53,0.0045725600000000016,0.004609618674646095,0.008104579195482119
14,31,31,0.011194559999999997,0.0181601848565508,0.6222330182294616
7,282,282,0.012745179999999998,0.01649278882252253,0.2940412628556468
14,305,305,0.004917939999999999,0.006175950864864837,0.25580036862280514
14,176,176,0.019536720000000007,0.010427228106204455,0.46627539800926404
28,64,64,0.007822479999999998,0.008638943041612994,0.10437393788325393
14,43,43,0.02125128000000001,0.01758469214763899,0.17253491800781032
14,150,150,0.00973996,0.011987243622058566,0.2307282188077328
28,514,514,0.004550779999999998,0.00443632208108106,0.025151274928460282
7,818,818,0.013312439999999995,0.004991891138223922,0.6250205718693249
112,12,12,0.004520639999999999,0.004787982029300752,0.05913809312414885
14,59,59,0.017228780000000003,0.015352379114779983,0.10891083902748883
14,27,27,0.018979180000000005,0.019233780743388888,0.013414738855360573
3,548,548,0.015427120000000006,0.018511320918918894,0.19992071876791562
28,36,36,0.016289279999999996,0.012210211877448227,0.25041426769947905
28,72,72,0.004178459999999999,0.004593997805791511,0.09944759691166397
7,435,435,0.011251339999999999,0.017550231126126043,0.5598347508942086
14,53,53,0.019053440000000005,0.015768297297144164,0.17241730117269322
7,228,228,0.015392460000000004,0.012593231518339748,0.18185712236122462
56,19,19,0.014098400000000002,0.00568648157320893,0.5966576651812313
7,586,586,0.011536399999999995,0.009957296594594567,0.13688008437687915
7,841,841,0.004514399999999999,0.008767116216216255,0.9420335407177602
14,236,236,0.0044773600000000005,0.009624336493951101,1.149556098672231
7,77,77,0.010905819999999997,0.018478634257764914,0.6943828394164694
56,25,25,0.004465899999999999,0.004567392842342353,0.022726178898397585
14,64,64,0.01472664,0.016349781671269645,0.11021805865218717
14,22,22,0.021956779999999995,0.02001962983220806,0.08822560356263238
7,66,66,0.022477660000000007,0.016870423862162146,0.24945817926945504
7,11,11,0.0141811,0.022420812959371608,0.5810348251808116
14,46,46,0.021562620000000005,0.015677800599396705,0.27291764176168287
28,186,186,0.00449954,0.004554865039639621,0.012295710148064383
7,885,885,0.006186099999999999,0.02280468575675683,2.686439882439151
7,137,137,0.01648546,0.021809586567052733,0.32295893272330484
14,107,107,0.012931419999999996,0.014563753857132844,0.12623005494623554
56,1897,1897,0.00444804,0.004475539513513484,0.006182388987842677
14,250,250,0.00444374,0.005849881073834866,0.31643189606837163
1,606,606,0.024819080000000004,0.019706633468468477,0.20598855926696422
14,212,212,0.00447128,0.007640337877348788,0.7087585383489263
7,255,255,0.01433702,0.01368999854298586,0.0451294241770006
28,32,32,0.010969619999999998,0.009247993094660898,0.15694499037697748
14,197,197,0.006937999999999999,0.010552855628957537,0.5210227196537243
14,154,154,0.014645419999999998,0.015341429376998379,0.04752402983310697
28,136,136,0.004500819999999999,0.004437635715958794,0.014038393901823553
7,109,109,0.012637919999999999,0.0158933641920206,0.2575933533382552
28,105,105,0.004473219999999999,0.004600125841632546,0.028370131948025526
